"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"gtmpcwq  ","P",01/01/2011 0:00,1,1,"",12.9,<0> ,43.13,<0> ,27.8,<0> ,102.1,<0> ,9.1,<0> ,1.27,<0> ,1.19,<3> ,"",<-1> ,"","",7.9,<0> ,5,<0> ,"",<-1> ,
"gtmpcwq  ","P",01/01/2011 0:15,1,1,"",13.0,<0> ,43.13,<0> ,27.8,<0> ,100.7,<0> ,8.9,<0> ,1.25,<0> ,1.17,<3> ,"",<-1> ,"","",7.9,<0> ,6,<0> ,"",<-1> ,
"gtmpcwq  ","P",01/01/2011 0:30,1,1,"",13.0,<0> ,43.04,<0> ,27.7,<0> ,101.7,<0> ,9.0,<0> ,1.24,<0> ,1.16,<3> ,"",<-1> ,"","",7.9,<0> ,6,<0> ,"",<-1> ,
"gtmpcwq  ","P",01/01/2011 0:45,1,1,"",13.1,<0> ,42.88,<0> ,27.6,<0> ,105.1,<0> ,9.3,<0> ,1.23,<0> ,1.15,<3> ,"",<-1> ,"","",7.9,<0> ,5,<0> ,"",<-1> ,
"gtmpcwq  ","P",01/01/2011 1:00,1,1,"",13.0,<0> ,42.81,<0> ,27.5,<0> ,103.3,<0> ,9.2,<0> ,1.22,<0> ,1.14,<3> ,"",<-1> ,"","",7.9,<0> ,6,<0> ,"",<-1> ,
"gtmpcwq  ","P",01/01/2011 1:15,1,1,"",13.1,<0> ,42.57,<0> ,27.4,<0> ,103.2,<0> ,9.2,<0> ,1.21,<0> ,1.13,<3> ,"",<-1> ,"","",7.9,<0> ,6,<0> ,"",<-1> ,
"gtmpcwq  ","P",01/01/2011 1:30,1,1,"",13.1,<0> ,42.39,<0> ,27.2,<0> ,101.6,<0> ,9.0,<0> ,1.2,<0> ,1.12,<3> ,"",<-1> ,"","",7.9,<0> ,6,<0> ,"",<-1> ,
"gtmpcwq  ","P",01/01/2011 1:45,1,1,"",13.1,<0> ,42.27,<0> ,27.1,<0> ,102.2,<0> ,9.1,<0> ,1.19,<0> ,1.11,<3> ,"",<-1> ,"","",7.9,<0> ,6,<0> ,"",<-1> ,
"gtmpcwq  ","P",01/01/2011 2:00,1,1,"",13.1,<0> ,42.11,<0> ,27.0,<0> ,101.4,<0> ,9.0,<0> ,1.18,<0> ,1.1,<3> ,"",<-1> ,"","",7.9,<0> ,6,<0> ,"",<-1> ,
"gtmpcwq  ","P",01/01/2011 2:15,1,1,"",13.2,<0> ,42.02,<0> ,27.0,<0> ,104.8,<0> ,9.3,<0> ,1.17,<0> ,1.09,<3> ,"",<-1> ,"","",7.9,<0> ,5,<0> ,"",<-1> ,
