"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"gtmfmwq  ","P",01/01/2023 0:00,1,1,"",16.8,<0> ,51.64,<0> ,34.0,<0> ,101.6,<0> ,8.0,<0> ,1.66,<0> ,1.61,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,5.8,<0> ,
"gtmfmwq  ","P",01/01/2023 0:15,1,1,"",17.0,<0> ,51.41,<0> ,33.8,<0> ,100.6,<0> ,7.9,<0> ,1.72,<0> ,1.67,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,6.2,<0> ,
"gtmfmwq  ","P",01/01/2023 0:30,1,1,"",16.9,<0> ,51.47,<0> ,33.9,<0> ,100.3,<0> ,7.9,<0> ,1.79,<0> ,1.74,<3> ,"",<-1> ,"","",8.1,<0> ,3,<0> ,5.4,<0> ,
"gtmfmwq  ","P",01/01/2023 0:45,1,1,"",16.9,<0> ,51.54,<0> ,33.9,<0> ,100.8,<0> ,8.0,<0> ,1.86,<0> ,1.81,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,5.9,<0> ,
"gtmfmwq  ","P",01/01/2023 1:00,1,1,"",16.9,<0> ,51.54,<0> ,33.9,<0> ,100.9,<0> ,8.0,<0> ,1.93,<0> ,1.88,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,5.9,<0> ,
"gtmfmwq  ","P",01/01/2023 1:15,1,1,"",16.9,<0> ,51.54,<0> ,33.9,<0> ,101.1,<0> ,8.0,<0> ,1.99,<0> ,1.94,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,5.6,<0> ,
"gtmfmwq  ","P",01/01/2023 1:30,1,1,"",16.8,<0> ,51.55,<0> ,33.9,<0> ,101.1,<0> ,8.0,<0> ,2.05,<0> ,2.0,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,6.6,<0> ,
"gtmfmwq  ","P",01/01/2023 1:45,1,1,"",16.7,<0> ,51.59,<0> ,34.0,<0> ,101.3,<0> ,8.0,<0> ,2.11,<0> ,2.06,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,5.0,<0> ,
"gtmfmwq  ","P",01/01/2023 2:00,1,1,"",16.7,<0> ,51.65,<0> ,34.0,<0> ,101.3,<0> ,8.0,<0> ,2.18,<0> ,2.13,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,6.1,<0> ,
"gtmfmwq  ","P",01/01/2023 2:15,1,1,"",16.6,<0> ,51.7,<0> ,34.0,<0> ,101.3,<0> ,8.0,<0> ,2.25,<0> ,2.2,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,13.6,<1> [SCS],
"gtmfmwq  ","P",01/01/2023 2:30,1,1,"",16.6,<0> ,51.75,<0> ,34.1,<0> ,100.7,<0> ,8.0,<0> ,2.32,<0> ,2.27,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,6.6,<0> ,
"gtmfmwq  ","P",01/01/2023 2:45,1,1,"",16.5,<0> ,51.78,<0> ,34.1,<0> ,100.1,<0> ,8.0,<0> ,2.38,<0> ,2.33,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,6.2,<0> ,
"gtmfmwq  ","P",01/01/2023 3:00,1,1,"",16.5,<0> ,51.8,<0> ,34.1,<0> ,100.3,<0> ,8.0,<0> ,2.44,<0> ,2.39,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,7.0,<0> ,
"gtmfmwq  ","P",01/01/2023 3:15,1,1,"",16.5,<0> ,51.78,<0> ,34.1,<0> ,99.7,<0> ,7.9,<0> ,2.5,<0> ,2.45,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,5.9,<0> ,
"gtmfmwq  ","P",01/01/2023 3:30,1,1,"",16.3,<0> ,51.83,<0> ,34.1,<0> ,98.6,<0> ,7.9,<0> ,2.55,<0> ,2.5,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,5.2,<0> ,
"gtmfmwq  ","P",01/01/2023 3:45,1,1,"",16.3,<0> ,51.85,<0> ,34.1,<0> ,98.7,<0> ,7.9,<0> ,2.59,<0> ,2.54,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,5.5,<0> ,
"gtmfmwq  ","P",01/01/2023 4:00,1,1,"",16.3,<0> ,51.85,<0> ,34.2,<0> ,99.9,<0> ,8.0,<0> ,2.63,<0> ,2.58,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,5.6,<0> ,
"gtmfmwq  ","P",01/01/2023 4:15,1,1,"",16.4,<0> ,51.81,<0> ,34.1,<0> ,100.9,<0> ,8.0,<0> ,2.66,<0> ,2.61,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,7.4,<0> ,
"gtmfmwq  ","P",01/01/2023 4:30,1,1,"",16.6,<0> ,51.72,<0> ,34.1,<0> ,101.0,<0> ,8.0,<0> ,2.68,<0> ,2.63,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,5.9,<0> ,
"gtmfmwq  ","P",01/01/2023 4:45,1,1,"",16.8,<0> ,51.56,<0> ,33.9,<0> ,100.3,<0> ,7.9,<0> ,2.7,<0> ,2.64,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,5.6,<0> ,
"gtmfmwq  ","P",01/01/2023 5:00,1,1,"",17.0,<0> ,51.43,<0> ,33.9,<0> ,99.7,<0> ,7.9,<0> ,2.7,<0> ,2.64,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,5.4,<0> ,
"gtmfmwq  ","P",01/01/2023 5:15,1,1,"",17.0,<0> ,51.44,<0> ,33.9,<0> ,99.4,<0> ,7.8,<0> ,2.69,<0> ,2.63,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,5.5,<0> ,
"gtmfmwq  ","P",01/01/2023 5:30,1,1,"",17.0,<0> ,51.69,<0> ,34.0,<0> ,99.7,<0> ,7.9,<0> ,2.67,<0> ,2.61,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,5.1,<0> ,
"gtmfmwq  ","P",01/01/2023 5:45,1,1,"",17.1,<0> ,51.79,<0> ,34.1,<0> ,100.1,<0> ,7.9,<0> ,2.63,<0> ,2.57,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,4.1,<0> ,
"gtmfmwq  ","P",01/01/2023 6:00,1,1,"",17.1,<0> ,51.82,<0> ,34.1,<0> ,100.4,<0> ,7.9,<0> ,2.59,<0> ,2.53,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,3.7,<0> ,
"gtmfmwq  ","P",01/01/2023 6:15,1,1,"",17.1,<0> ,51.83,<0> ,34.2,<0> ,101.0,<0> ,7.9,<0> ,2.55,<0> ,2.49,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,3.4,<0> ,
"gtmfmwq  ","P",01/01/2023 6:30,1,1,"",17.1,<0> ,51.81,<0> ,34.1,<0> ,101.8,<0> ,8.0,<0> ,2.52,<0> ,2.46,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,3.2,<0> ,
"gtmfmwq  ","P",01/01/2023 6:45,1,1,"",17.0,<0> ,51.74,<0> ,34.1,<0> ,102.1,<0> ,8.0,<0> ,2.47,<0> ,2.4,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,3.2,<0> ,
