"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"gtmsswq  ","P",01/01/2016 0:00,1,1,"",22.1,<0> ,51.18,<0> ,33.7,<0> ,92.9,<0> ,6.7,<0> ,5.2,<0> ,5.12,<3> ,"",<-1> ,"","",8.0,<0> ,13,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2016 0:15,1,1,"",21.8,<0> ,51.33,<0> ,33.8,<0> ,92.1,<0> ,6.6,<0> ,5.22,<0> ,5.14,<3> ,"",<-1> ,"","",8.0,<0> ,12,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2016 0:30,1,1,"",21.6,<0> ,51.44,<0> ,33.9,<0> ,91.7,<0> ,6.6,<0> ,5.25,<0> ,5.17,<3> ,"",<-1> ,"","",8.0,<0> ,12,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2016 0:45,1,1,"",21.4,<0> ,51.54,<0> ,33.9,<0> ,87.7,<0> ,6.4,<0> ,5.27,<0> ,5.19,<3> ,"",<-1> ,"","",8.0,<0> ,13,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2016 1:00,1,1,"",21.2,<0> ,51.59,<0> ,34.0,<0> ,83.7,<0> ,6.1,<0> ,5.28,<0> ,5.2,<3> ,"",<-1> ,"","",8.0,<0> ,13,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2016 1:15,1,1,"",21.1,<0> ,51.65,<0> ,34.0,<0> ,83.3,<0> ,6.1,<0> ,5.29,<0> ,5.22,<3> ,"",<-1> ,"","",8.0,<0> ,14,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2016 1:30,1,1,"",21.0,<0> ,51.7,<0> ,34.1,<0> ,79.0,<0> ,5.8,<0> ,5.28,<0> ,5.21,<3> ,"",<-1> ,"","",8.0,<0> ,12,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2016 1:45,1,1,"",20.9,<0> ,51.71,<0> ,34.1,<0> ,79.3,<0> ,5.8,<0> ,5.27,<0> ,5.2,<3> ,"",<-1> ,"","",8.0,<0> ,10,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2016 2:00,1,1,"",21.0,<0> ,51.69,<0> ,34.1,<0> ,87.0,<0> ,6.4,<0> ,5.26,<0> ,5.2,<3> ,"",<-1> ,"","",8.0,<0> ,7,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2016 2:15,1,1,"",21.5,<0> ,51.39,<0> ,33.8,<0> ,85.6,<0> ,6.2,<0> ,5.24,<0> ,5.18,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2016 2:30,1,1,"",21.6,<0> ,51.36,<0> ,33.8,<0> ,90.1,<0> ,6.5,<0> ,5.2,<0> ,5.13,<3> ,"",<-1> ,"","",8.0,<0> ,6,<0> ,"",<-1> ,
