Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TN,F_TN,TKN,F_TKN,TON,F_TON,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,SECCHI,F_SECCHI
gtmssnut,7/18/2013 8:26,1,2,,0.019,0,0.079,0,0.020,0,0.002,<-4> [SBL],,<-4> [SCB],0.005,0,0.025,0,0.46,0,0.45,0,0.43,0,9.4,0,11.0,0,2.7,0,28,0,60,<1> [SRD] (CHB),28.6,0,32.5,0,3.6,0,7.8,0,0.50,0
gtmfmnut,7/18/2013 9:30,1,1,,0.018,0,0.061,0,0.045,0,0.002,0,0.007,0,0.009,0,0.054,0,0.43,0,0.42,0,0.38,0,5.7,0,6.6,0,1.1,<1> [SRD],29,<1> [SRD],4,<1> [GSM] (CHB),28.4,0,34.0,0,4.4,0,7.9,0,,<-2> [GDM]
gtmpcnut,7/18/2013 9:30,2,1,,0.053,0,0.091,0,0.031,0,0.017,<1> [SCC] (CSM),-0.011,<-3> [SNV],0.006,<1> [SCC],0.037,0,1.51,0,1.50,0,1.47,0,1.2,0,1.4,0,0.75,<-4> [SBL],7,0,94,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,7/18/2013 9:44,1,2,,0.017,0,0.058,0,0.037,0,0.002,<-4> [SBL],,<-4> [SCB],0.011,0,0.048,0,0.41,0,0.40,0,0.36,0,5.9,<1> (CSM),7.1,<1> (CSM),1.7,<1> [SRD],20,<1> [SRD],5,<1> [GSM] (CHB),28.4,0,34.0,0,4.4,0,7.9,0,,<-2> [GDM]
gtmpcnut,7/18/2013 9:45,1,1,,0.053,0,0.087,0,0.043,0,0.018,<1> [SCC] (CSM),-0.002,<-3> [SNV],0.016,<1> [SCC],0.059,0,1.62,0,1.60,0,1.56,0,1.2,<-4> [SBL],1.2,0,0.9,<-4> [SBL],6,0,94,<1> (CHB),27.7,0,0.2,0,4.3,0,6.3,0,0.25,0
gtmpcnut,7/18/2013 9:50,1,2,,0.061,0,0.100,0,0.036,0,0.026,<1> [SCC] (CSM),-0.014,<-3> [SNV],0.012,<1> [SCC],0.048,0,1.51,0,1.50,0,1.46,0,,<-2> (CSM),,<-2> (CSM),,<-2> (CSM),7,0,120,<1> (CHB),27.7,0,0.2,0,4.3,0,6.3,0,0.25,0
gtmpcnut,8/18/2013 8:45,2,1,,0.034,<1> (CHB),0.086,0,0.018,0,0.003,<1> (CHB),0.018,<1> (CSM),0.021,0,0.039,0,1.12,0,1.10,0,1.08,0,1.4,<1> (CHB),2.4,<1> (CHB),1.5,<1> (CHB),16,0,,<-2> (CSM),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,8/18/2013 11:15,2,1,,0.029,0,0.081,0,0.009,0,0.003,<-4> [SBL] (CHB),,<-4> [SCB],0.004,<-4> [SBL],,<-4> [SCB],,<-4> [SCB],1.20,0,1.19,0,2.0,0,2.7,0,1.0,0,10,0,270,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,8/18/2013 13:45,2,1,,0.024,0,0.078,0,0.007,0,0.003,<-4> [SBL],,<-4> [SCB],0.004,<-4> [SBL],,<-4> [SCB],,<-4> [SCB],1.10,0,1.09,0,1.4,0,2.0,0,0.95,0,14,0,280,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,8/18/2013 16:15,2,1,,0.024,0,0.069,0,0.008,0,0.003,<-4> [SBL],,<-4> [SCB],0.004,0,0.012,0,1.20,0,1.20,0,1.19,0,1.4,0,2.0,0,0.8,0,10,0,250,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,8/18/2013 18:45,2,1,,0.030,0,0.074,0,0.011,0,0.003,<-4> [SBL],,<-4> [SCB],0.005,0,0.016,0,1.20,0,1.20,0,1.19,0,2.9,0,3.8,0,1.3,0,9,0,220,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,8/18/2013 21:15,2,1,,0.033,0,0.089,0,0.027,0,0.003,<-4> [SBL],,<-4> [SCB],0.008,0,0.035,0,1.11,0,1.10,0,1.07,0,2.9,0,4.0,0,1.7,0,20,0,260,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,8/18/2013 23:45,2,1,,0.032,0,0.085,0,0.018,0,0.003,<-4> [SBL],,<-4> [SCB],0.007,0,0.025,0,1.11,0,1.10,0,1.08,0,1.7,0,2.7,0,1.6,0,14,0,64,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,8/19/2013 2:15,2,1,,0.031,0,0.067,0,0.020,0,0.003,<-4> [SBL],,<-4> [SCB],0.004,<-4> [SBL],,<-4> [SCB],,<-4> [SCB],1.10,0,1.08,0,1.1,0,1.6,0,0.88,0,7,0,140,<1> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,8/19/2013 4:45,2,1,,0.028,0,0.062,0,0.015,0,0.003,<-4> [SBL],,<-4> [SCB],0.006,0,0.021,0,1.21,0,1.20,0,1.18,0,1.2,0,1.7,0,0.66,0,2,0,120,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,8/19/2013 7:15,2,1,,0.032,0,0.068,0,0.022,0,0.003,<-4> [SBL],,<-4> [SCB],0.014,0,0.036,0,1.01,0,1.00,0,0.98,0,1.8,0,2.1,0,0.8,<-4> [SBL],5,0,72,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,8/19/2013 8:10,1,1,,0.029,0,0.070,0,0.051,0,0.006,0,0.008,0,0.014,0,0.065,0,0.65,0,0.64,0,0.59,0,3.9,0,4.8,0,1.3,<1> [SRD],14,0,2,<1> [GSM] (CHB),29.3,0,32.7,0,3.5,0,7.5,0,,<-2> [GDM]
gtmpinut,8/19/2013 8:23,1,2,,0.030,0,0.068,0,0.050,0,0.006,0,0.008,0,0.014,0,0.064,0,0.64,0,0.63,0,0.58,0,4.0,0,5.3,0,1.9,<1> [SRD],13,0,2,<-4> [SBL] (CHB),29.3,0,32.0,0,3.4,0,7.5,0,,<-2> [GDM]
gtmssnut,8/19/2013 9:30,1,1,,0.019,0,0.056,0,0.037,0,0.002,<-4> [SBL],,<-4> [SCB],0.013,0,0.050,0,0.41,0,0.40,0,0.36,0,3.4,0,4.0,0,0.81,0,14,0,7,<1> [GSM] (CHB),28.1,0,34.7,0,4.6,0,7.8,0,,<-2> [GDM]
gtmssnut,8/19/2013 9:38,1,2,,0.019,0,0.052,0,0.037,0,0.002,<-4> [SBL],,<-4> [SCB],0.010,0,0.047,0,0.34,0,0.33,0,0.29,0,3.0,0,3.5,0,0.64,0,16,0,13,<1> [GSM] (CHB),27.9,0,35.2,0,5.0,0,7.9,0,,<-2> [GDM]
gtmpcnut,8/19/2013 9:45,2,1,,0.036,0,0.080,0,0.051,0,0.003,<-4> [SBL],,<-4> [SCB],0.019,0,0.070,0,1.12,0,1.10,0,1.05,0,2.0,0,2.6,0,0.8,<-4> [SBL],10,0,88,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,8/19/2013 9:46,1,1,{CSM},0.048,0,0.082,0,0.036,0,0.006,0,0.012,0,0.018,0,0.054,0,1.12,0,1.10,0,1.06,0,2.3,0,2.6,0,1.3,<-4> [SBL],10,<1> (CSM),120,<1> (CHB),27.8,0,1.4,0,4.8,0,6.9,0,,<-2> [GDM]
gtmpcnut,8/19/2013 9:55,1,2,,0.043,0,0.083,0,0.035,0,0.003,<-4> [SBL],,<-4> [SCB],0.010,0,0.045,0,1.11,0,1.10,0,1.06,0,1.6,0,2.1,0,0.74,0,9,0,110,<1> (CHB),27.8,0,1.4,0,4.8,0,6.9,0,,<-2> [GDM]
gtmfmnut,8/19/2013 10:30,1,1,,0.022,0,0.059,0,0.051,0,0.002,0,0.008,0,0.010,0,0.061,0,0.39,0,0.38,0,0.33,0,2.9,0,3.6,0,0.99,0,14,0,8,<1> [GSM] (CHB),28.9,0,33.8,0,4.0,0,7.8,0,,<-2> [GDM]
gtmfmnut,8/19/2013 10:39,1,2,,0.022,0,0.056,0,0.050,0,0.002,0,0.009,0,0.011,0,0.061,0,0.42,0,0.41,0,0.36,0,3.3,0,4.1,0,1.1,0,13,<1> (CSM),3,<1> [GSM] (CHB),28.9,0,33.8,0,4.0,0,7.8,0,,<-2> [GDM]
gtmpcnut,9/15/2013 8:30,2,1,,0.035,<1> (CHB),0.120,0,0.024,0,0.007,<1> (CHB),0.011,<1> (CSM),0.018,0,0.042,0,1.12,0,1.10,0,1.08,0,5.8,<1> (CHB),8.2,<1> (CHB),3.8,<1> (CHB),61,0,,<-2> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,9/15/2013 11:00,2,1,,0.040,<1> (CHB),0.100,0,0.059,0,0.010,<1> (CHB),0.024,<1> (CSM),0.034,0,0.093,0,1.13,0,1.10,0,1.04,0,3.6,0,5.5,0,2.8,0,25,0,23,<1> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,9/15/2013 13:30,2,1,,0.046,0,0.100,0,0.100,0,0.011,0,0.040,0,0.051,0,0.151,0,1.15,0,1.10,0,1.00,0,3.4,0,5.0,0,2.4,0,26,0,36,<1> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,9/15/2013 16:00,2,1,,0.036,0,0.093,0,0.046,0,0.013,0,0.014,0,0.027,0,0.073,0,1.13,0,1.10,0,1.05,0,4.0,0,4.9,0,1.3,0,23,0,56,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,9/15/2013 18:30,2,1,,0.032,0,0.110,0,0.006,0,0.008,0,0.007,0,0.015,0,0.021,0,1.00,0,0.98,0,0.97,0,10.0,0,13.0,0,4.5,0,58,0,28,<1> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,9/15/2013 21:00,2,1,,0.034,0,0.084,0,0.005,0,0.003,0,0.001,0,0.004,0,0.009,0,0.64,0,0.64,0,0.64,0,7.0,0,9.2,0,3.4,0,16,0,5,<1> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,9/15/2013 23:30,2,1,,0.032,0,0.093,0,0.019,0,0.010,0,0.014,0,0.024,0,0.043,0,0.90,0,0.88,0,0.86,0,6.0,0,7.9,0,2.8,0,20,0,70,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,9/16/2013 2:00,2,1,,0.036,0,0.077,0,0.040,0,0.013,0,0.014,0,0.027,0,0.067,0,1.03,0,1.00,0,0.96,0,3.7,0,4.6,0,1.3,0,8,0,96,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,9/16/2013 4:30,2,1,,0.038,0,0.080,0,0.045,0,0.012,0,0.014,0,0.026,0,0.071,0,0.86,0,0.83,0,0.78,0,4.1,0,5.4,0,1.9,0,11,0,78,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,9/16/2013 7:00,2,1,,0.037,0,0.096,0,0.035,0,0.007,0,0.010,0,0.017,0,0.052,0,0.85,0,0.83,0,0.80,0,5.5,0,7.4,0,2.9,0,27,0,62,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,9/16/2013 8:40,1,1,{CSM},0.038,0,0.078,0,0.033,0,0.047,<1> [SCC],-0.016,<-3> [SNV],0.031,<1> [SCC],0.064,0,0.63,0,0.60,0,0.57,0,2.8,0,4.2,0,2.1,0,25,<1> [SRD],3,<1> [GSM] (CHB),29.3,0,29.5,0,4.3,0,7.7,0,1.10,0
gtmpinut,9/16/2013 9:05,1,2,{CSM},0.038,0,0.080,0,0.040,0,0.053,<1> [SCC],-0.022,<-3> [SNV],0.031,<1> [SCC],0.071,0,0.73,0,0.70,0,0.66,0,2.8,0,4.2,0,2.1,0,18,<1> [SRD],56,<1> [SRD] (CHB),29.3,0,29.5,0,4.3,0,7.4,0,1.10,0
gtmpcnut,9/16/2013 9:29,1,1,{CSM},0.062,<1> [SRD],0.110,0,0.044,0,0.007,0,0.011,0,0.018,0,0.062,0,0.90,0,0.88,0,0.84,0,5.8,<1> [SRD],7.7,<1> [SRD],2.7,<1> [SRD],20,0,31,<1> [GSM] (CHB),29.5,0,21.5,0,3.8,0,7.4,0,0.28,0
gtmpcnut,9/16/2013 9:30,2,1,,0.038,0,0.089,0,0.033,0,0.006,0,0.011,0,0.017,0,0.050,0,0.71,0,0.69,0,0.66,0,5.5,0,7.5,0,3.0,0,20,0,,<-2> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,9/16/2013 9:52,1,2,{CSM},0.040,<1> [SRD],0.094,0,0.038,0,0.008,0,0.012,0,0.020,0,0.058,0,0.84,0,0.82,0,0.78,0,0.55,<-4> [SRD],5.9,<1> [SRD],9.3,<1> [SRD],17,0,40,<1> (CHB),29.5,0,19.6,0,4.0,0,7.3,0,0.28,0
gtmssnut,9/16/2013 9:57,1,1,,0.031,0,0.074,0,0.053,0,0.006,0,0.017,0,0.023,0,0.076,0,0.49,0,0.47,0,0.42,0,3.6,0,4.9,0,2.0,0,20,<1> [SRD],38,<1> [GSM] (CHB),29.3,0,34.2,0,4.7,0,7.7,0,0.80,0
gtmssnut,9/16/2013 10:10,1,2,,0.035,0,0.079,0,0.060,0,0.006,0,0.021,0,0.027,0,0.087,0,0.52,0,0.49,0,0.43,0,3.9,0,5.3,0,2.0,0,29,<1> [SRD],18,<1> [GSM] (CHB),29.3,0,34.2,0,4.7,0,7.7,0,0.80,0
gtmfmnut,9/16/2013 10:56,1,1,,0.021,0,0.054,0,0.037,0,0.002,0,0.015,<1> [SRD],0.017,<1> [SRD],0.054,<1> (CSM),0.47,<1> (CSM),0.45,0,0.41,0,3.4,0,4.0,0,0.95,0,15,<1> (CSM),2,<1> [GSM] (CHB),29.1,0,35.0,0,5.4,0,7.8,0,1.20,0
gtmfmnut,9/16/2013 11:05,1,2,,0.023,0,0.052,0,0.034,0,0.002,0,0.007,<1> [SRD],0.009,<1> [SRD],0.043,<1> (CSM),0.38,<1> (CSM),0.37,0,0.34,0,2.9,0,3.4,0,0.64,0,13,<1> (CSM),11,<1> [GSM] (CHB),29.1,0,35.0,0,5.4,0,7.8,0,1.20,0
gtmpcnut,10/1/2013 8:30,2,1,,0.032,<1> (CHB),0.066,0,0.028,0,0.007,<1> (CHB),0.015,<1> (CSM),0.022,0,0.050,0,0.70,0,0.68,0,0.65,0,3.5,<1> (CHB),4.5,<1> (CHB),1.6,<1> (CHB),8,0,,<-2> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/1/2013 11:00,2,1,,0.033,<1> (CHB),0.073,0,0.024,0,0.008,<1> (CHB),0.009,<1> (CSM),0.017,0,0.041,0,0.86,0,0.84,0,0.82,0,2.9,<1> (CHB),3.8,<1> (CHB),1.3,<1> (CHB),15,0,,<-2> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/1/2013 13:30,2,1,,0.034,0,0.075,0,0.016,0,0.003,<-4> [SBL],,<-4> [SCB],0.012,0,0.028,0,1.01,0,1.00,0,0.98,0,2.0,0,2.6,0,0.88,0,4,0,120,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/1/2013 16:00,2,1,,0.034,0,0.072,0,0.008,0,0.003,<-4> [SBL],,<-4> [SCB],0.011,0,0.019,0,0.99,0,0.98,0,0.97,0,1.5,0,1.9,0,0.61,0,6,0,,<-2> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/1/2013 18:30,2,1,,0.034,0,0.078,0,0.017,0,0.008,<1> (CSM),0.008,<1> (CSM),0.016,0,0.033,0,0.99,0,0.97,0,0.95,0,3.2,0,3.7,0,0.66,0,10,0,58,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/1/2013 21:00,2,1,,0.029,0,0.062,0,0.010,0,0.007,0,0.010,0,0.017,0,0.027,0,0.75,0,0.73,0,0.72,0,4.4,0,5.3,0,1.3,0,5,0,33,<1> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/1/2013 23:30,2,1,,0.034,0,0.064,0,0.016,0,0.008,0,0.006,0,0.014,0,0.030,0,0.85,0,0.84,0,0.82,0,3.6,0,4.7,0,1.5,0,9,0,66,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/2/2013 2:00,2,1,,0.040,0,0.073,0,0.019,0,0.003,<-4> [SBL],,<-4> [SCB],0.013,0,0.032,0,0.94,0,0.93,0,0.91,0,1.9,<1> (CSM),2.6,<1> (CSM),1.1,0,8,0,9,<-4> [SBL] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/2/2013 4:30,2,1,,0.037,0,0.070,0,0.017,0,0.003,<-4> [SBL],,<-4> [SCB],0.007,0,0.024,0,0.95,0,0.94,0,0.92,0,1.5,0,2.0,0,0.69,0,4,0,65,<1> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/2/2013 7:00,2,1,,0.036,0,0.069,0,0.028,0,0.009,0,0.008,0,0.017,0,0.045,0,1.00,0,0.98,0,0.95,0,3.8,0,4.7,0,1.2,0,8,0,66,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,10/2/2013 9:15,1,1,,0.038,0,0.068,0,0.067,0,0.044,0,0.000,0,0.044,<1> [SRD],0.111,0,0.74,0,0.70,0,0.63,0,2.3,0,2.8,0,0.84,0,7,0,3,<1> [GSM] (CHB),25.1,0,25.6,0,4.7,0,7.4,0,1.00,0
gtmpcnut,10/2/2013 9:15,1,1,{CSM},0.044,0,0.086,0,0.034,0,0.006,0,0.025,<1> [CSM],0.031,<1> [SRD],0.065,<1> [CSM],0.78,<1> [CSM],0.75,0,0.72,0,4.9,0,6.2,0,1.8,0,8,0,28,<1> [GSM] (CHB),25.7,0,20.8,0,4.9,0,7.4,0,0.30,0
gtmpinut,10/2/2013 9:28,1,2,,0.038,0,0.068,0,0.066,0,0.046,<1> [SCC],-0.014,<-3> [SNV],0.032,<1> [SCC] (CSM),0.098,<1> [CSM],0.61,<1> [CSM],0.58,0,0.51,0,2.1,0,2.8,0,1.1,0,9,0,2,<1> [GSM] (CHB),25.1,0,25.6,0,4.7,0,7.4,0,1.00,0
gtmpcnut,10/2/2013 9:30,2,1,,0.028,0,0.062,0,0.025,0,0.003,<-4> [SBL],,<-4> [SCB],0.010,0,0.035,0,0.75,0,0.74,0,0.72,0,4.6,0,5.5,0,1.3,0,8,0,13,<1> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/2/2013 9:31,1,2,{CSM},0.034,0,0.067,0,0.029,0,0.006,0,0.013,<1> [CSM],0.019,<1> [SRD],0.048,<1> [CSM],0.83,<1> [CSM],0.81,0,0.78,0,4.7,0,5.9,0,1.7,0,10,<1> (CSM),26,<1> [GSM] (CHB),25.6,0,19.4,0,5.0,0,7.4,0,0.30,0
gtmssnut,10/2/2013 10:30,1,1,,0.031,0,0.067,0,0.048,0,0.012,0,0.029,0,0.041,0,0.089,0,0.50,0,0.46,0,0.41,0,4.5,0,5.7,0,1.6,0,13,0,2,<-4> [SBL] (CHB),25.7,0,31.2,0,5.4,0,7.7,0,1.00,0
gtmssnut,10/2/2013 10:45,1,2,,0.030,0,0.069,0,0.044,0,0.010,0,0.029,0,0.039,0,0.083,0,0.44,0,0.40,0,0.36,0,4.7,0,6.0,0,1.8,0,15,0,11,<1> [GSM] (CHB),25.7,0,31.2,0,5.4,0,7.7,0,1.00,0
gtmfmnut,10/2/2013 11:30,1,1,,0.018,0,0.042,0,0.014,0,0.005,0,0.004,0,0.009,0,0.023,0,0.40,0,0.39,0,0.38,0,4.8,0,5.3,0,0.59,0,8,0,15,<1> [GSM] (CHB),25.5,0,32.6,0,6.0,0,7.8,0,1.50,0
gtmfmnut,10/2/2013 11:45,1,2,,0.021,0,0.043,0,0.013,0,0.005,0,0.004,0,0.009,0,0.022,0,0.47,0,0.46,0,0.45,0,4.8,0,5.2,0,0.5,0,8,0,3,<1> [GSM] (CHB),25.5,0,32.6,0,6.0,0,7.8,0,1.50,0
gtmpcnut,11/13/2013 9:30,2,1,,0.017,<1> (CHB),0.120,0,0.024,0,0.002,<-4> [SBL] (CHB),,<-4> [SCB],0.012,0,0.036,0,0.76,0,0.75,0,0.73,0,4.8,<1> (CHB),6.7,<1> (CHB),3.0,<1> (CHB),7,0,,<-2> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/13/2013 12:00,2,1,,0.019,0,0.072,0,0.014,0,0.003,0,0.001,0,0.004,0,0.018,0,0.54,0,0.54,0,0.53,0,5.7,0,7.7,0,2.9,0,24,0,26,<1> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/13/2013 14:30,2,1,,0.028,0,0.076,0,0.016,0,0.003,0,0.006,0,0.009,0,0.025,0,0.68,0,0.67,0,0.65,0,4.8,0,6.2,0,2.0,0,15,0,120,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/13/2013 17:00,2,1,,0.028,0,0.065,0,0.013,0,0.003,0,0.005,0,0.008,0,0.021,0,0.62,0,0.61,0,0.60,0,4.0,0,4.5,0,0.8,<-4> [SBL],14,0,40,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/13/2013 19:30,2,1,,0.020,0,0.034,0,0.005,0,0.002,<-4> [SBL],,<-4> [SCB],0.004,<-4> [SBL],,<-4> [SCB],,<-4> [SCB],0.48,0,0.48,0,6.1,0,7.8,0,2.7,0,26,0,46,<1> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/13/2013 22:00,2,1,,0.019,0,0.054,0,0.007,0,0.002,<-4> [SBL],,<-4> [SCB],0.004,<-4> [SBL],,<-4> [SCB],,<-4> [SCB],0.38,0,0.37,0,5.3,0,6.7,0,2.0,0,14,0,38,<1> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/14/2013 0:30,2,1,,0.030,0,0.065,0,0.011,0,0.002,<-4> [SBL],,<-4> [SCB],0.004,0,0.015,0,0.54,0,0.54,0,0.53,0,3.7,0,4.8,0,1.6,0,13,0,40,<1> (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/14/2013 3:00,2,1,,0.037,0,0.075,0,0.019,0,0.003,0,0.004,0,0.007,0,0.026,0,0.68,0,0.67,0,0.65,0,2.3,0,3.0,0,0.92,0,4,0,,<-2> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/14/2013 5:30,2,1,,0.034,0,0.062,0,0.018,0,0.003,0,0.003,0,0.006,0,0.024,0,0.57,0,0.56,0,0.54,0,2.7,0,3.6,0,1.2,0,8,0,,<-2> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/14/2013 8:00,2,1,,0.030,0,0.066,0,0.012,0,0.002,<-4> [SBL],,<-4> [SCB],0.004,<-4> [SBL],,<-4> [SCB],,<-4> [SCB],0.47,0,0.46,0,4.4,0,5.8,0,2.1,0,18,0,100,<-4> [SBL] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,11/14/2013 9:15,1,1,,0.026,0,0.048,0,0.029,0,0.002,0,0.011,0,0.013,0,0.042,0,0.45,0,0.44,0,0.41,0,2.7,0,3.3,0,0.83,0,10,0,7,<1> [GSM] (CHB),15.5,0,29.0,0,9.1,0,7.6,0,1.00,0
gtmpinut,11/14/2013 9:25,1,2,,0.026,0,0.051,0,0.029,0,0.003,0,0.004,0,0.007,0,0.036,0,0.47,0,0.46,0,0.43,0,3.1,0,3.9,0,1.1,0,8,0,7,<1> [GSM] (CHB),15.5,0,29.0,0,9.1,0,7.6,0,1.00,0
gtmpcnut,11/14/2013 9:48,1,1,{CSM},0.027,0,0.059,0,0.008,0,0.002,<-4> [SBL],,<-4> [SCB],0.006,0,0.014,0,0.56,0,0.55,0,0.54,0,4.7,<1> (CSM),5.7,<1> (CSM),1.3,<1> (CSM),11,0,62,<1> (CHB),16.1,0,26.1,0,7.8,0,8.0,0,,<-2> [GDM]
gtmssnut,11/14/2013 10:15,1,1,,0.018,0,0.047,0,0.017,0,0.002,<-4> [SBL],,<-4> [SCB],0.007,0,0.024,0,0.30,0,0.29,0,0.27,0,3.1,0,3.7,0,0.93,0,14,0,13,<1> [GSM] (CHB),17.6,0,32.8,0,7.4,0,7.9,0,1.00,0
gtmpcnut,11/14/2013 10:23,1,2,{CSM},0.027,0,0.056,0,0.005,0,0.002,<-4> [SBL],,<-4> [SCB],0.004,0,0.009,0,0.50,0,0.50,0,0.50,0,5.2,0,6.0,0,1.0,0,8,0,68,<1> (CHB),16.3,0,25.2,0,8.5,0,7.5,0,,<-2> [GDM]
gtmssnut,11/14/2013 10:30,1,2,,0.018,0,0.046,0,0.014,0,0.002,<-4> [SBL],,<-4> [SCB],0.010,0,0.024,0,0.29,0,0.28,0,0.27,0,3.4,0,4.1,0,1.0,0,11,0,15,<1> [GSM] (CHB),17.6,0,32.8,0,7.4,0,7.9,0,1.00,0
gtmpcnut,11/14/2013 10:30,2,1,,0.022,0,0.055,0,0.007,0,0.002,<-4> [SBL],,<-4> [SCB],0.004,0,0.011,0,0.45,0,0.45,0,0.44,0,4.3,0,5.3,0,1.4,0,12,0,45,<1> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,11/14/2013 11:15,1,1,,0.023,0,0.042,0,0.024,0,0.002,0,0.005,0,0.007,0,0.031,0,0.32,0,0.31,0,0.29,0,2.4,0,2.8,0,0.54,0,8,0,7,<1> [GSM] (CHB),16.9,0,33.2,0,7.6,0,7.8,0,1.30,0
gtmfmnut,11/14/2013 11:25,1,2,,0.020,0,0.041,0,0.025,0,0.002,<-4> [SBL],,<-4> [SCB],0.008,0,0.033,0,0.41,0,0.40,0,0.38,0,2.4,0,2.9,0,0.65,0,9,0,10,<1> [GSM] (CHB),19.9,0,33.2,0,7.6,0,7.8,0,1.30,0
gtmpcnut,12/1/2013 9:30,2,1,,0.027,<1> (CHB),0.051,0,0.015,0,0.003,<1> (CHB),0.008,<1> (CSM),0.011,0,0.026,0,0.37,0,0.36,0,0.34,0,2.1,<1> (CHB),3.3,<1> (CHB),1.8,<1> (CHB),8,0,,<-2> [GSM] (CHB),,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
