"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"gtmpiwq  ","P",01/01/2020 0:00,1,1,"",19.3,<0> ,33.66,<0> ,21.2,<0> ,82.1,<0> ,6.7,<0> ,3.47,<0> ,3.41,<3> ,"",<-1> ,"","",7.6,<0> ,13,<0> ,4.7,<0> ,
"gtmpiwq  ","P",01/01/2020 0:15,1,1,"",19.4,<0> ,34.16,<0> ,21.5,<0> ,82.5,<0> ,6.7,<0> ,3.52,<0> ,3.46,<3> ,"",<-1> ,"","",7.6,<0> ,11,<0> ,4.5,<0> ,
"gtmpiwq  ","P",01/01/2020 0:30,1,1,"",19.3,<0> ,33.7,<0> ,21.2,<0> ,82.7,<0> ,6.7,<0> ,3.56,<0> ,3.5,<3> ,"",<-1> ,"","",7.6,<0> ,11,<0> ,4.5,<0> ,
"gtmpiwq  ","P",01/01/2020 0:45,1,1,"",19.3,<0> ,33.6,<0> ,21.1,<0> ,82.9,<0> ,6.7,<0> ,3.6,<0> ,3.54,<3> ,"",<-1> ,"","",7.6,<0> ,11,<0> ,4.4,<0> ,
"gtmpiwq  ","P",01/01/2020 1:00,1,1,"",19.3,<0> ,33.46,<0> ,21.0,<0> ,83.2,<0> ,6.8,<0> ,3.64,<0> ,3.58,<3> ,"",<-1> ,"","",7.6,<0> ,11,<0> ,4.5,<0> ,
"gtmpiwq  ","P",01/01/2020 1:15,1,1,"",19.3,<0> ,32.98,<0> ,20.7,<0> ,83.5,<0> ,6.8,<0> ,3.67,<0> ,3.61,<3> ,"",<-1> ,"","",7.6,<0> ,11,<0> ,4.3,<0> ,
"gtmpiwq  ","P",01/01/2020 1:30,1,1,"",19.3,<0> ,32.85,<0> ,20.6,<0> ,83.9,<0> ,6.9,<0> ,3.68,<0> ,3.62,<3> ,"",<-1> ,"","",7.6,<0> ,11,<0> ,4.2,<0> ,
"gtmpiwq  ","P",01/01/2020 1:45,1,1,"",19.3,<0> ,32.44,<0> ,20.3,<0> ,84.2,<0> ,6.9,<0> ,3.69,<0> ,3.63,<3> ,"",<-1> ,"","",7.6,<0> ,10,<0> ,4.3,<0> ,
"gtmpiwq  ","P",01/01/2020 2:00,1,1,"",19.3,<0> ,33.1,<0> ,20.8,<0> ,83.9,<0> ,6.8,<0> ,3.68,<0> ,3.63,<3> ,"",<-1> ,"","",7.6,<0> ,10,<0> ,5.0,<0> ,
"gtmpiwq  ","P",01/01/2020 2:15,1,1,"",19.3,<0> ,33.28,<0> ,20.9,<0> ,83.3,<0> ,6.8,<0> ,3.66,<0> ,3.6,<3> ,"",<-1> ,"","",7.6,<0> ,9,<0> ,4.9,<0> ,
"gtmpiwq  ","P",01/01/2020 2:30,1,1,"",19.3,<0> ,33.32,<0> ,20.9,<0> ,83.8,<0> ,6.8,<0> ,3.61,<0> ,3.56,<3> ,"",<-1> ,"","",7.6,<0> ,9,<0> ,4.3,<0> ,
"gtmpiwq  ","P",01/01/2020 2:45,1,1,"",19.2,<0> ,32.81,<0> ,20.6,<0> ,83.3,<0> ,6.8,<0> ,3.56,<0> ,3.51,<3> ,"",<-1> ,"","",7.6,<0> ,10,<0> ,4.2,<0> ,
"gtmpiwq  ","P",01/01/2020 3:00,1,1,"",19.2,<0> ,34.54,<0> ,21.8,<0> ,82.6,<0> ,6.7,<0> ,3.5,<0> ,3.45,<3> ,"",<-1> ,"","",7.6,<0> ,11,<0> ,4.0,<0> ,
"gtmpiwq  ","P",01/01/2020 3:15,1,1,"",19.2,<0> ,34.0,<0> ,21.4,<0> ,81.7,<0> ,6.7,<0> ,3.43,<0> ,3.38,<3> ,"",<-1> ,"","",7.6,<0> ,11,<0> ,4.0,<0> ,
"gtmpiwq  ","P",01/01/2020 3:30,1,1,"",19.1,<0> ,33.5,<0> ,21.0,<0> ,81.0,<0> ,6.6,<0> ,3.37,<0> ,3.32,<3> ,"",<-1> ,"","",7.6,<0> ,11,<0> ,4.1,<0> ,
"gtmpiwq  ","P",01/01/2020 3:45,1,1,"",19.1,<0> ,33.04,<0> ,20.7,<0> ,79.6,<0> ,6.5,<0> ,3.31,<0> ,3.26,<3> ,"",<-1> ,"","",7.6,<0> ,12,<0> ,4.1,<0> ,
"gtmpiwq  ","P",01/01/2020 4:00,1,1,"",18.9,<0> ,32.19,<0> ,20.1,<0> ,78.7,<0> ,6.5,<0> ,3.25,<0> ,3.2,<3> ,"",<-1> ,"","",7.5,<0> ,12,<0> ,4.3,<0> ,
"gtmpiwq  ","P",01/01/2020 4:15,1,1,"",18.9,<0> ,32.0,<0> ,20.0,<0> ,78.3,<0> ,6.5,<0> ,3.19,<0> ,3.14,<3> ,"",<-1> ,"","",7.5,<0> ,13,<0> ,4.4,<0> ,
"gtmpiwq  ","P",01/01/2020 4:30,1,1,"",18.9,<0> ,31.68,<0> ,19.8,<0> ,77.8,<0> ,6.4,<0> ,3.13,<0> ,3.08,<3> ,"",<-1> ,"","",7.5,<0> ,14,<0> ,4.3,<0> ,
"gtmpiwq  ","P",01/01/2020 4:45,1,1,"",18.9,<0> ,31.27,<0> ,19.5,<0> ,77.3,<0> ,6.4,<0> ,3.07,<0> ,3.02,<3> ,"",<-1> ,"","",7.5,<0> ,14,<0> ,4.3,<0> ,
"gtmpiwq  ","P",01/01/2020 5:00,1,1,"",18.9,<0> ,30.82,<0> ,19.2,<0> ,76.6,<0> ,6.4,<0> ,3.0,<0> ,2.95,<3> ,"",<-1> ,"","",7.5,<0> ,14,<0> ,4.4,<0> ,
"gtmpiwq  ","P",01/01/2020 5:15,1,1,"",18.8,<0> ,30.32,<0> ,18.9,<0> ,75.8,<0> ,6.3,<0> ,2.94,<0> ,2.89,<3> ,"",<-1> ,"","",7.5,<0> ,14,<0> ,4.6,<0> ,
"gtmpiwq  ","P",01/01/2020 5:30,1,1,"",18.7,<0> ,29.79,<0> ,18.5,<0> ,75.0,<0> ,6.3,<0> ,2.88,<0> ,2.82,<3> ,"",<-1> ,"","",7.5,<0> ,14,<0> ,4.5,<0> ,
"gtmpiwq  ","P",01/01/2020 5:45,1,1,"",18.6,<0> ,29.37,<0> ,18.2,<0> ,74.4,<0> ,6.2,<0> ,2.81,<0> ,2.75,<3> ,"",<-1> ,"","",7.5,<0> ,14,<0> ,4.6,<0> ,
"gtmpiwq  ","P",01/01/2020 6:00,1,1,"",18.5,<0> ,28.8,<0> ,17.8,<0> ,73.8,<0> ,6.2,<0> ,2.74,<0> ,2.68,<3> ,"",<-1> ,"","",7.5,<0> ,14,<0> ,4.6,<0> ,
"gtmpiwq  ","P",01/01/2020 6:15,1,1,"",18.5,<0> ,28.39,<0> ,17.6,<0> ,73.3,<0> ,6.2,<0> ,2.68,<0> ,2.62,<3> ,"",<-1> ,"","",7.5,<0> ,14,<0> ,4.5,<0> ,
