"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"gtmpiwq  ","P",01/01/2013 0:00,1,1,"",14.5,<0> ,43.68,<0> ,28.2,<0> ,96.9,<0> ,8.3,<0> ,3.79,<0> ,3.68,<3> ,"",<-1> ,"","",8.0,<0> ,6,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 0:15,1,1,"",14.5,<0> ,43.74,<0> ,28.2,<0> ,96.7,<0> ,8.3,<0> ,3.79,<0> ,3.68,<3> ,"",<-1> ,"","",8.0,<0> ,6,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 0:30,1,1,"",14.5,<0> ,43.68,<0> ,28.2,<0> ,96.5,<0> ,8.3,<0> ,3.77,<0> ,3.66,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 0:45,1,1,"",14.5,<0> ,43.75,<0> ,28.2,<0> ,95.6,<0> ,8.2,<0> ,3.73,<0> ,3.63,<3> ,"",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 1:00,1,1,"",14.5,<0> ,43.65,<0> ,28.2,<0> ,96.4,<0> ,8.3,<0> ,3.66,<0> ,3.56,<3> ,"",<-1> ,"","",7.9,<0> ,5,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 1:15,1,1,"",14.5,<0> ,43.37,<0> ,28.0,<0> ,96.4,<0> ,8.3,<0> ,3.6,<0> ,3.5,<3> ,"",<-1> ,"","",7.9,<0> ,7,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 1:30,1,1,"",14.5,<0> ,42.95,<0> ,27.7,<0> ,96.2,<0> ,8.3,<0> ,3.53,<0> ,3.43,<3> ,"",<-1> ,"","",7.9,<0> ,7,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 1:45,1,1,"",14.4,<0> ,42.32,<0> ,27.2,<0> ,95.5,<0> ,8.3,<0> ,3.46,<0> ,3.37,<3> ,"",<-1> ,"","",7.9,<0> ,6,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 2:00,1,1,"",14.4,<0> ,41.64,<0> ,26.7,<0> ,94.9,<0> ,8.2,<0> ,3.38,<0> ,3.29,<3> ,"",<-1> ,"","",7.9,<0> ,6,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 2:15,1,1,"",14.3,<0> ,41.03,<0> ,26.3,<0> ,94.2,<0> ,8.2,<0> ,3.31,<0> ,3.22,<3> ,"",<-1> ,"","",7.9,<0> ,7,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 2:30,1,1,"",14.3,<0> ,40.85,<0> ,26.2,<0> ,94.0,<0> ,8.2,<0> ,3.23,<0> ,3.14,<3> ,"",<-1> ,"","",7.9,<0> ,8,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 2:45,1,1,"",14.3,<0> ,40.6,<0> ,26.0,<0> ,93.8,<0> ,8.2,<0> ,3.16,<0> ,3.07,<3> ,"",<-1> ,"","",7.9,<0> ,8,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 3:00,1,1,"",14.3,<0> ,40.33,<0> ,25.8,<0> ,93.6,<0> ,8.2,<0> ,3.07,<0> ,2.98,<3> ,"",<-1> ,"","",7.9,<0> ,9,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 3:15,1,1,"",14.3,<0> ,40.02,<0> ,25.6,<0> ,93.4,<0> ,8.2,<0> ,2.99,<0> ,2.9,<3> ,"",<-1> ,"","",7.9,<0> ,8,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 3:30,1,1,"",14.3,<0> ,39.69,<0> ,25.3,<0> ,93.0,<0> ,8.2,<0> ,2.9,<0> ,2.82,<3> ,"",<-1> ,"","",7.8,<0> ,8,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 3:45,1,1,"",14.3,<0> ,39.24,<0> ,25.0,<0> ,92.6,<0> ,8.1,<0> ,2.82,<0> ,2.74,<3> ,"",<-1> ,"","",7.8,<0> ,9,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 4:00,1,1,"",14.2,<0> ,38.73,<0> ,24.7,<0> ,91.9,<0> ,8.1,<0> ,2.72,<0> ,2.64,<3> ,"",<-1> ,"","",7.8,<0> ,10,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 4:15,1,1,"",14.2,<0> ,38.25,<0> ,24.3,<0> ,91.0,<0> ,8.0,<0> ,2.64,<0> ,2.56,<3> ,"",<-1> ,"","",7.8,<0> ,11,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 4:30,1,1,"",14.1,<0> ,37.79,<0> ,24.0,<0> ,90.3,<0> ,8.0,<0> ,2.56,<0> ,2.48,<3> ,"",<-1> ,"","",7.8,<0> ,11,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 4:45,1,1,"",14.1,<0> ,37.32,<0> ,23.7,<0> ,90.0,<0> ,8.0,<0> ,2.47,<0> ,2.39,<3> ,"",<-1> ,"","",7.8,<0> ,11,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 5:00,1,1,"",14.1,<0> ,36.96,<0> ,23.4,<0> ,89.6,<0> ,8.0,<0> ,2.41,<0> ,2.33,<3> ,"",<-1> ,"","",7.8,<0> ,11,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 5:15,1,1,"",14.1,<0> ,36.64,<0> ,23.2,<0> ,89.3,<0> ,8.0,<0> ,2.35,<0> ,2.27,<3> ,"",<-1> ,"","",7.8,<0> ,10,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 5:30,1,1,"",14.0,<0> ,36.34,<0> ,23.0,<0> ,88.9,<0> ,7.9,<0> ,2.32,<0> ,2.24,<3> ,"",<-1> ,"","",7.8,<0> ,9,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 5:45,1,1,"",14.0,<0> ,36.19,<0> ,22.9,<0> ,88.6,<0> ,7.9,<0> ,2.32,<0> ,2.24,<3> ,"",<-1> ,"","",7.8,<0> ,10,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 6:00,1,1,"",14.0,<0> ,36.11,<0> ,22.8,<0> ,87.2,<0> ,7.8,<0> ,2.36,<0> ,2.28,<3> ,"",<-1> ,"","",7.8,<0> ,6,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 6:15,1,1,"",14.1,<0> ,36.91,<0> ,23.4,<0> ,89.2,<0> ,8.0,<0> ,2.43,<0> ,2.35,<3> ,"",<-1> ,"","",7.8,<0> ,8,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 6:30,1,1,"",14.1,<0> ,38.56,<0> ,24.5,<0> ,90.0,<0> ,8.0,<0> ,2.51,<0> ,2.43,<3> ,"",<-1> ,"","",7.8,<0> ,8,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 6:45,1,1,"",14.1,<0> ,38.17,<0> ,24.3,<0> ,90.2,<0> ,8.0,<0> ,2.63,<0> ,2.55,<3> ,"",<-1> ,"","",7.8,<0> ,11,<0> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2013 7:00,1,1,"",14.1,<0> ,38.08,<0> ,24.2,<0> ,90.2,<0> ,8.0,<0> ,2.71,<0> ,2.63,<3> ,"",<-1> ,"","",7.8,<0> ,9,<0> ,"",<-1> ,
