"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"gtmsswq  ","P",01/01/2009 0:00,1,1,"",16.7,<0> ,54.12,<0> ,35.8,<0> ,96.4,<0> ,7.6,<0> ,4.19,<0> ,"","","",<-1> ,"","",8.1,<0> ,3,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 0:15,1,1,"",16.6,<0> ,54.14,<0> ,35.9,<0> ,94.9,<0> ,7.4,<0> ,4.17,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 0:30,1,1,"",16.6,<0> ,54.14,<0> ,35.9,<0> ,88.0,<0> ,6.9,<0> ,4.15,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 0:45,1,1,"",16.7,<0> ,54.03,<0> ,35.8,<0> ,96.3,<0> ,7.6,<0> ,4.13,<0> ,"","","",<-1> ,"","",8.1,<0> ,3,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 1:00,1,1,"",16.7,<0> ,53.94,<0> ,35.7,<0> ,96.2,<0> ,7.5,<0> ,4.07,<0> ,"","","",<-1> ,"","",8.1,<0> ,4,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 1:15,1,1,"",16.6,<0> ,54.12,<0> ,35.8,<0> ,95.8,<0> ,7.5,<0> ,4.01,<0> ,"","","",<-1> ,"","",8.1,<0> ,2,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 1:30,1,1,"",16.6,<0> ,53.83,<0> ,35.6,<0> ,93.6,<0> ,7.4,<0> ,3.96,<0> ,"","","",<-1> ,"","",8.1,<0> ,4,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 1:45,1,1,"",16.6,<0> ,53.94,<0> ,35.7,<0> ,94.6,<0> ,7.4,<0> ,3.92,<0> ,"","","",<-1> ,"","",8.1,<0> ,4,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 2:00,1,1,"",16.7,<0> ,53.9,<0> ,35.7,<0> ,94.3,<0> ,7.4,<0> ,3.87,<0> ,"","","",<-1> ,"","",8.1,<0> ,4,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 2:15,1,1,"",16.7,<0> ,53.87,<0> ,35.7,<0> ,94.4,<0> ,7.4,<0> ,3.83,<0> ,"","","",<-1> ,"","",8.1,<0> ,4,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 2:30,1,1,"",16.9,<0> ,53.68,<0> ,35.5,<0> ,94.1,<0> ,7.4,<0> ,3.78,<0> ,"","","",<-1> ,"","",8.0,<0> ,7,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 2:45,1,1,"",16.8,<0> ,53.65,<0> ,35.5,<0> ,93.7,<0> ,7.3,<0> ,3.73,<0> ,"","","",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 3:00,1,1,"",16.9,<0> ,53.57,<0> ,35.4,<0> ,93.5,<0> ,7.3,<0> ,3.67,<0> ,"","","",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 3:15,1,1,"",16.8,<0> ,53.55,<0> ,35.4,<0> ,93.3,<0> ,7.3,<0> ,3.61,<0> ,"","","",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 3:30,1,1,"",17.0,<0> ,53.43,<0> ,35.3,<0> ,93.0,<0> ,7.3,<0> ,3.56,<0> ,"","","",<-1> ,"","",8.0,<0> ,6,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 3:45,1,1,"",17.2,<0> ,53.29,<0> ,35.2,<0> ,92.6,<0> ,7.2,<0> ,3.53,<0> ,"","","",<-1> ,"","",8.0,<0> ,6,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 4:00,1,1,"",17.2,<0> ,53.34,<0> ,35.3,<0> ,92.9,<0> ,7.2,<0> ,3.49,<0> ,"","","",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 4:15,1,1,"",17.3,<0> ,53.19,<0> ,35.2,<0> ,91.9,<0> ,7.1,<0> ,3.45,<0> ,"","","",<-1> ,"","",8.0,<0> ,6,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 4:30,1,1,"",17.3,<0> ,53.22,<0> ,35.2,<0> ,92.2,<0> ,7.2,<0> ,3.41,<0> ,"","","",<-1> ,"","",8.0,<0> ,6,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 4:45,1,1,"",17.4,<0> ,53.13,<0> ,35.1,<0> ,91.5,<0> ,7.1,<0> ,3.39,<0> ,"","","",<-1> ,"","",8.0,<0> ,6,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 5:00,1,1,"",17.4,<0> ,53.05,<0> ,35.1,<0> ,90.7,<0> ,7.0,<0> ,3.38,<0> ,"","","",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 5:15,1,1,"",17.4,<0> ,53.06,<0> ,35.1,<0> ,89.2,<0> ,6.9,<0> ,3.4,<0> ,"","","",<-1> ,"","",7.9,<0> ,5,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 5:30,1,1,"",17.2,<0> ,53.2,<0> ,35.2,<0> ,88.2,<0> ,6.9,<0> ,3.41,<0> ,"","","",<-1> ,"","",8.0,<0> ,5,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 5:45,1,1,"",17.3,<0> ,53.36,<0> ,35.3,<0> ,90.4,<0> ,7.0,<0> ,3.43,<0> ,"","","",<-1> ,"","",8.0,<0> ,4,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 6:00,1,1,"",17.2,<0> ,53.49,<0> ,35.4,<0> ,88.1,<0> ,6.9,<0> ,3.46,<0> ,"","","",<-1> ,"","",8.0,<0> ,4,<0> ,"",<-1> ,
"gtmsswq  ","P",01/01/2009 6:15,1,1,"",17.2,<0> ,53.38,<0> ,35.3,<0> ,92.4,<0> ,7.2,<0> ,3.5,<0> ,"","","",<-1> ,"","",8.0,<0> ,4,<0> ,"",<-1> ,
