Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO23F,F_NO23F,DIN,F_DIN,DON,F_DON,TDN,F_TDN,TN,F_TN,TKN,F_TKN,TKNF,F_TKNF,TON,F_TON,PON,F_PON,PN,F_PN,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,DOC,F_DOC,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ENTERO_MPN,F_ENTERO_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,TURB_N,F_TURB_N,Color,F_Color,SECCHI,F_SECCHI,IRR0_N,F_IRR0_N,IRR1_N,F_IRR1_N,Kd_N,F_Kd_N
gtmfmnut,09/08/2021 10:26,1,2,,0.019,0,0.041,0,0.026,0,0.006,0,0.032,0,0.25,0,0.29,0,0.34,0,0.33,0,0.28,0,0.30,0,0.05,0,0.05,,4.0,0,4.4,0,0.9,<-4> [SBL],2.4,0,6,0,2,<-4> [SBL] (CHB),10.0,<-4> [SBL] (CHB),28.2,0,34.9,0,4.9,0,8.1,0,,<-1>,2.5,<-4> [SBL],1.60,0,,<-1>,,<-1>,,<-1>
gtmssnut,09/08/2021 11:38,1,1,,0.021,0,0.060,0,0.026,0,0.015,0,0.041,0,0.22,0,0.26,0,0.42,0,0.40,0,0.25,0,0.37,0,0.15,0,0.15,,7.6,<1> (CSM),8.8,<1> (CSM),1.8,<-4> [SBL],2.3,0,22,0,3,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),27.7,0,35.2,0,5.2,0,8.0,0,,<-1>,2.5,<-4> [SBL],1.20,0,2111.00,0,665.17,0,1.15,0
gtmssnut,09/08/2021 11:40,1,2,,0.020,0,0.059,0,0.025,0,0.015,0,0.040,0,0.26,0,0.30,0,0.46,0,0.44,0,0.28,0,0.42,0,0.16,0,0.16,,6.9,0,8.3,0,1.9,0,2.8,0,23,0, ,<-2> [GDM],10.0,<-4> [SBL] (CHB),27.7,0,35.2,0,5.2,0,8.0,0,,<-1>,2.5,<-4> [SBL],1.20,0,,<-1>,,<-1>,,<-1>
gtmpcnut,09/08/2021 12:29,1,1,,0.045,0,0.094,0,0.058,0,0.014,0,0.072,0,0.52,0,0.59,0,0.85,0,0.84,0,0.58,0,0.78,0,0.26,0,0.26,,11.0,0,13.0,0,2.6,0,14.0,0,21,<1> (CSM),21,<1> [GSM] (CHB),41.0,<1> (CHB),29.6,0,23.7,0,3.6,0,7.2,0,,<-1>,140.0,0,0.50,0,,<-1>,,<-1>,,<-1>
gtmpcnut,09/08/2021 12:31,1,2,,0.046,0,0.095,0,0.059,0,0.013,0,0.072,0,0.59,0,0.66,0,0.83,0,0.82,0,0.65,0,0.76,0,0.17,0,0.17,,12.0,0,14.0,0,2.2,<-4> [SBL],14.0,0,26,0,20,<1> [GSM] (CHB),31.0,<1> (CHB),29.6,0,23.7,0,3.6,0,7.2,0,,<-1>,140.0,0,0.50,0,,<-1>,,<-1>,,<-1>
gtmpinut,09/08/2021 12:55,1,1,,0.045,0,0.091,0,0.044,0,0.044,0,0.088,<1> (CSM),0.53,0,0.61,<1> (CSM),0.73,<1> (CSM),0.69,0,0.57,0,0.65,0,0.12,0,0.12,<1> (CSM),5.9,0,7.9,0,3.0,0,11.0,0,23,0,10,<1> [GSM] (CHB),10.0,<1> (CHB),29.2,0,20.0,0,5.9,0,7.5,0,,<-1>,68.0,<1> (CSM),1.10,0,,<-1>,,<-1>,,<-1>
gtmpinut,09/08/2021 12:57,1,2,,0.045,0,0.091,0,0.043,0,0.044,0,0.087,<1> (CSM),0.57,0,0.65,<1> (CSM),0.76,<1> (CSM),0.72,0,0.61,0,0.68,0,0.11,0,0.11,<1> (CSM),6.4,0,7.9,0,2.1,0,11.0,0,22,0,15,<1> [GSM] (CHB),20.0,<1> (CHB),29.2,0,20.0,0,5.9,0,7.5,0,,<-1>,68.0,0,1.10,0,,<-1>,,<-1>,,<-1>
gtmpcnut,10/04/2021 08:30,2,1,,0.044,<1> (CHB),0.100,0,0.025,0,0.008,0,0.033,0,0.40,0,0.44,0,0.73,0,0.72,0,0.43,0,0.70,0,0.29,0,0.29,,8.2,<1> (CHB),11.0,<1> (CHB),3.9,<1> (CHB),9.8,0,37,0, ,<-1>,,<-1>,26.5,0,24.6,0,4.5,0,7.5,0,,<-1>, ,<-1>,,<-1>,141.98,0,8.01,0,2.87,0
gtmpcnut,10/04/2021 11:00,2,1,,0.040,<1> (CHB),0.083,0,0.009,0,0.008,0,0.017,0, ,<-1>,0.01,0,0.64,0,0.63,0, ,<-1>,0.62,0,0.63,0,0.63,,8.9,0,11.0,0,2.6,0,9.8,0,19,0, ,<-1>,,<-1>,26.7,0,25.2,0,4.8,0,7.5,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/04/2021 13:30,2,1,,0.042,0,0.083,0,0.007,0,0.009,0,0.016,0, ,<-1>,0.01,0,0.63,0,0.62,0, ,<-1>,0.61,0,0.62,0,0.62,,8.5,<1> (CSM),10.0,<1> (CSM),2.6,0,14.0,0,20,0, ,<-1>,41.0,<1> (CHB),27.8,0,17.9,0,4.9,0,7.3,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/04/2021 16:00,2,1,,0.042,0,0.081,0,0.023,0,0.015,0,0.038,0, ,<-1>,0.02,0,0.74,0,0.73,0, ,<-1>,0.71,0,0.73,0,0.73,,7.6,0,9.0,0,2.0,<-4> [SBL],14.0,0,13,0, ,<-1>,20.0,<1> (CHB),28.2,0,14.8,0,3.9,0,7.2,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/04/2021 18:30,2,1,,0.042,0,0.083,0,0.006,0,0.011,0,0.017,0, ,<-1>,0.01,0,0.70,0,0.69,0, ,<-1>,0.68,0,0.69,0,0.69,,11.0,0,13.0,0,2.6,0,13.0,0,15,0, ,<-1>,10.0,<1> (CHB),28.3,0,17.5,0,5.7,0,7.4,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/04/2021 21:00,2,1,,0.040,0,0.110,0,0.006,0,0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-4> [SCB],,<-4> [SCB],0.75,0, ,<-1>,0.74,0,0.75,0,,<-2> [GCM],11.0,0,14.0,0,3.3,0,9.7,0,33,0, ,<-1>,10.0,<-4> [SBL] (CHB),27.9,0,24.8,0,6.0,0,7.6,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/04/2021 23:30,2,1,,0.036,0,0.100,0,0.006,0,0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-4> [SCB],,<-4> [SCB],0.70,0, ,<-1>,0.69,0,0.70,0,,<-2> [GCM],10.0,<1> (CSM),13.0,<1> (CSM),3.9,0,8.7,0,28,0, ,<-1>,20.0,<1> (CHB),27.8,0,26.8,0,6.0,0,7.7,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/05/2021 02:00,2,1,,0.044,0,0.088,0,0.012,0,0.008,0,0.020,0, ,<-1>,0.01,0,0.68,0,0.67,0, ,<-1>,0.66,0,0.67,0,0.67,,8.1,0,10.0,0,3.4,0,13.0,0,12,0, ,<-1>,52.0,<1> (CHB),27.4,0,19.0,0,5.0,0,7.3,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/05/2021 04:30,2,1,,0.045,0,0.076,0,0.027,0,0.014,0,0.041,0, ,<-1>,0.01,0,0.64,0,0.63,0, ,<-1>,0.60,0,0.63,0,0.63,,6.2,0,7.8,0,2.4,0,14.0,0,10,0, ,<-1>,31.0,<1> (CHB),27.2,0,14.2,0,4.3,0,7.2,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/05/2021 07:00,2,1,,0.048,0,0.088,0,0.034,0,0.010,0,0.044,0, ,<-1>,0.01,0,0.70,0,0.69,0, ,<-1>,0.66,0,0.69,0,0.69,,7.8,0,9.7,0,2.7,0,13.0,0,18,0, ,<-1>,84.0,<1> (CHB),27.0,0,17.8,0,4.7,0,7.3,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,10/05/2021 08:11,1,1,,0.014,0,0.035,0,0.028,<1> [SRD],0.004,<-4> [SBL],,<-4> [SCB],0.26,<1> (CSM),,<-4> [SCB],,<-4> [SCB],0.37,0,0.29,0,0.34,<1> (CSM),0.08,0,,<-2> [GCM],4.6,0,5.0,0,0.98,<-4> [SBL],2.7,0,8,0,2,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),27.4,0,34.9,0,5.5,0,8.2,0,,<-1>,12.0,<-4> [SBL],1.40,0,239.92,0,140.41,0,0.54,0
gtmfmnut,10/05/2021 08:13,1,2,,0.013,0,0.035,0,0.010,<1> [SRD],0.004,<-4> [SBL],,<-4> [SCB],0.23,<1> (CSM),,<-4> [SCB],,<-4> [SCB],0.30,0,0.24,0,0.29,<1> (CSM),0.06,0,,<-2> [GCM],5.2,0,5.1,0,2.0,<-4> [SBL],2.3,0,9,0,2,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),27.4,0,34.9,0,5.5,0,8.2,0,,<-1>,15.0,<-4> [SBL],1.40,0,,<-1>,,<-1>,,<-1>
gtmssnut,10/05/2021 09:22,1,1,,0.016,0,0.043,0,0.025,0,0.005,0,0.030,0,0.26,0,0.28,0,0.38,0,0.37,0,0.28,0,0.34,0,0.09,0,0.09,,4.5,0,4.8,0,1.0,<-4> [SBL],2.7,0,12,0,7,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),27.5,0,34.2,0,5.6,0,8.2,0,,<-1>,12.0,<-4> [SBL],1.10,0,516.98,0,221.24,0,0.85,0
gtmssnut,10/05/2021 09:24,1,2,,0.017,0,0.044,0,0.017,0,0.006,0,0.023,0,0.22,0,0.25,0,0.34,0,0.33,0,0.24,0,0.31,0,0.09,0,0.09,,5.7,0,6.3,0,1.0,<-4> [SBL],2.7,0,10,0,7,<1> [GSM] (CHB),20.0,<1> (CHB),27.5,0,34.2,0,5.6,0,8.2,0,,<-1>,7.5,<-4> [SBL],1.10,0,,<-1>,,<-1>,,<-1>
gtmpcnut,10/05/2021 09:30,2,1,,0.040,0,0.090,0,0.017,0,0.005,0,0.022,0, ,<-1>,0.00,0,0.76,0,0.76,0, ,<-1>,0.74,0,0.76,0,0.76,,13.0,0,15.0,0,2.9,0,9.0,0,18,<1> (CSM), ,<-1>,41.5,<1> [GSM] (CHB),27.0,0,25.4,0,5.0,0,7.5,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,10/05/2021 10:34,1,1,,0.044,0,0.077,0,0.046,0,0.030,0,0.076,0,0.55,0,0.63,0,0.70,0,0.67,0,0.60,0,0.62,0,0.07,0,0.07,,5.0,0,5.9,0,1.3,0,9.9,0,17,0,12,<1> [GSM] (CHB),20.0,<1> (CHB),27.6,0,22.2,0,3.9,0,7.6,0,,<-1>,51.0,<1> (CSM),1.00,0,1654.00,0,122.70,0,2.60,0
gtmpinut,10/05/2021 10:36,1,2,,0.044,0,0.076,0,0.043,0,0.029,0,0.072,0,0.51,0,0.58,0,0.73,0,0.70,0,0.55,0,0.66,0,0.15,0,0.15,,5.5,0,6.3,0,1.5,<-4> [SBL],9.4,0,16,0,8,<1> [GSM] (CHB),20.0,<1> (CHB),27.6,0,22.2,0,3.9,0,7.6,0,,<-1>,48.0,0,1.00,0,,<-1>,,<-1>,,<-1>
gtmpcnut,10/05/2021 12:22,1,1,,0.039,0,0.083,0,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],0.44,0,,<-4> [SCB],,<-4> [SCB],0.65,0,0.45,0,0.64,0,0.20,0,,<-2> [GCM],14.0,0,16.0,0,1.8,<-4> [SBL],9.0,0,14,0,23,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),27.2,0,26.1,0,5.5,0,7.1,0,,<-1>,56.0,0,0.50,0,,<-1>,,<-1>,,<-1>
gtmpcnut,10/05/2021 12:24,1,2,,0.039,0,0.087,0,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],0.44,0,,<-4> [SCB],,<-4> [SCB],0.66,0,0.45,0,0.65,0,0.21,0,,<-2> [GCM],15.0,0,17.0,0,2.2,0,8.6,0,13,<1> (CSM),33,<1> [GSM] (CHB),10.0,<1> (CHB),27.2,0,26.1,0,5.5,0,7.1,0,,<-1>,54.0,0,0.50,0,,<-1>,,<-1>,,<-1>
gtmpcnut,11/01/2021 08:30,2,1,,0.034,<1> (CHB),0.063,0,0.017,0,0.004,0,0.021,0,0.28,0,0.30,0,0.43,0,0.43,0,0.30,0,0.41,0,0.13,0,0.13,,5.1,<1> (CHB),6.2,<1> (CHB),1.5,<1> (CHB),6.0,0,12,0, ,<-1>,,<-1>,19.5,0,26.7,0,6.8,0,7.8,0,,<-1>, ,<-1>,,<-1>,775.40,0,116.16,0,1.90,0
gtmpcnut,11/01/2021 11:00,2,1,,0.038,<1> (CHB),0.075,0,0.012,0,0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-4> [SCB],,<-4> [SCB],0.46,0, ,<-1>,0.45,0,0.46,0,,<-2> [GCM],7.6,0,8.9,0,1.6,0,6.9,0,10,0, ,<-1>,,<-1>,20.1,0,25.5,0,6.3,0,7.7,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/01/2021 13:30,2,1,,0.039,0,0.069,0,0.008,0,0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-4> [SCB],,<-4> [SCB],0.38,0, ,<-1>,0.37,0,0.38,0,,<-2> [GCM],10.0,0,11.0,0,1.6,0,7.6,0,14,0, ,<-1>,20.0,<1> (CHB),20.9,0,34.4,0,7.1,0,7.9,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/01/2021 16:00,2,1,,0.041,0,0.076,0,0.005,0,0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-4> [SCB],,<-4> [SCB],0.46,0, ,<-1>,0.46,0,0.46,0,,<-2> [GCM],10.0,0,12.0,0,2.3,0,7.2,0,16,0, ,<-1>,10.0,<1> (CHB),21.9,0,34.4,0,7.1,0,7.9,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/01/2021 18:30,2,1,,0.039,0,0.073,0,0.004,0,0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-4> [SCB],,<-4> [SCB],0.37,0, ,<-1>,0.37,0,0.37,0,,<-2> [GCM],6.3,0,7.5,0,1.7,0,6.5,0,15,0, ,<-1>,10.0,<-4> [SBL] (CHB),21.7,0,34.1,0,6.7,0,8.0,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/01/2021 21:00,2,1,,0.031,0,0.059,0,0.004,0,0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-4> [SCB],,<-4> [SCB],0.37,0, ,<-1>,0.37,0,0.37,0,,<-2> [GCM],5.6,0,6.7,0,1.6,0,5.1,0,25,0, ,<-1>,10.0,<-4> [SBL] (CHB),21.9,0,34.1,0,6.7,0,8.0,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/01/2021 23:30,2,1,,0.040,0,0.071,0,0.004,0,0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-4> [SCB],,<-4> [SCB],0.44,0, ,<-1>,0.44,0,0.44,0,,<-2> [GCM],6.4,0,7.2,0,1.8,<-4> [SBL],6.5,0,20,0, ,<-1>,20.0,<1> (CHB),21.4,0,29.6,0,6.7,0,7.9,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/02/2021 02:00,2,1,,0.042,0,0.068,0,0.008,0,0.005,0,0.013,0, ,<-1>,0.00,0,0.38,0,0.37,0, ,<-1>,0.36,0,0.37,0,0.37,,4.9,0,5.9,0,1.5,0,7.4,0,12,0, ,<-1>,62.5,<1> [GSM] (CHB),21.2,0,26.8,0,6.8,0,7.8,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/02/2021 04:30,2,1,,0.043,0,0.070,0,0.008,0,0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-4> [SCB],,<-4> [SCB],0.45,0, ,<-1>,0.44,0,0.45,0,,<-2> [GCM],4.8,0,5.9,0,1.6,0,7.2,0,12,0, ,<-1>,41.0,<1> (CHB),21.0,0,26.8,0,6.8,0,7.8,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/02/2021 07:00,2,1,,0.043,0,0.067,0,0.011,0,0.004,0,0.015,0, ,<-1>,0.00,0,0.43,0,0.43,0, ,<-1>,0.42,0,0.43,0,0.43,,4.3,0,5.5,0,1.6,0,6.2,0,14,<1> (CSM), ,<-1>,122.0,<1> (CHB),20.7,0,22.5,0,7.0,0,7.7,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,11/02/2021 07:47,1,1,,0.028,0,0.051,0,0.042,0,0.015,0,0.057,0,0.18,0,0.24,0,0.28,0,0.27,0,0.22,0,0.23,0,0.05,0,0.05,,4.1,0,4.9,0,1.1,0,2.6,0,18,0,8,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),21.4,0,18.9,0,7.2,0,7.6,0,,<-1>,12.0,<-4> [SBL],1.10,0,,<-1>,,<-1>,,<-1>
gtmfmnut,11/02/2021 07:49,1,2,,0.028,0,0.055,0,0.042,0,0.015,0,0.057,0,0.15,0,0.20,0,0.34,0,0.33,0,0.19,0,0.29,0,0.14,0,0.14,,3.9,0,4.5,0,1.0,<-4> [SBL],2.7,0,19,0,5,<1> [GSM] (CHB),10.0,<1> [GSM] (CHB),21.4,0,18.5,0,8.0,0,7.7,0,,<-1>,2.5,<-4> [SBL],1.10,0,,<-1>,,<-1>,,<-1>
gtmssnut,11/02/2021 09:19,1,1,,0.020,0,0.054,0,0.016,0,0.015,0,0.031,0,0.20,0,0.24,0,0.34,0,0.33,0,0.22,0,0.31,0,0.11,0,0.11,,6.7,0,8.8,0,3.0,<1> [SRD],2.8,0,18,<1> (CSM),21,<1> [GSM] (CHB),10.0,<1> (CHB),22.8,0,23.9,0,7.9,0,7.8,0,,<-1>,25.0,<-4> [SBL],1.00,0,979.17,0,272.50,0,1.28,0
gtmssnut,11/02/2021 09:20,1,2,,0.018,0,0.051,0,0.014,0,0.012,0,0.026,0,0.24,0,0.26,0,0.29,0,0.28,0,0.25,0,0.27,0,0.03,0,0.03,,6.5,0,7.9,0,1.8,<1> [SRD],2.6,0,18,0,20,<1> [GSM] (CHB),10.0,<1> (CHB),22.8,0,28.7,0,7.9,0,7.9,0,,<-1>,12.0,<-4> [SBL],1.00,0,,<-1>,,<-1>,,<-1>
gtmpcnut,11/02/2021 09:30,2,1,,0.035,0,0.063,0,0.027,0,0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-4> [SCB],,<-4> [SCB],0.67,0, ,<-1>,0.64,0,0.67,0,,<-2> [GCM],5.9,0,6.8,0,1.1,0,4.8,0,20,0, ,<-1>,10.0,<1> (CHB),21.0,0,23.7,0,7.4,0,7.8,0,,<-1>, ,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,11/02/2021 10:50,1,1,,0.044,0,0.090,0,0.052,0,0.022,0,0.074,0,0.41,0,0.48,0,0.64,0,0.62,0,0.46,0,0.57,0,0.16,0,0.16,,4.7,<1> (CSM),6.1,<1> (CSM),2.2,0,8.3,0,17,0,13,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),20.8,0,19.2,0,7.0,0,7.6,0,,<-1>,36.0,<1> (CSM),0.80,0,1634.20,0,243.81,0,1.90,0
gtmpinut,11/02/2021 10:52,1,2,,0.048,0,0.091,0,0.057,0,0.023,0,0.080,0,0.44,0,0.52,0,0.60,0,0.58,0,0.50,0,0.52,0,0.08,0,0.08,,4.4,0,5.8,0,2.0,0,8.6,0,17,0,13,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),20.8,0,19.9,0,6.7,0,7.6,0,,<-1>,34.0,0,0.80,0,,<-1>,,<-1>,,<-1>
gtmpcnut,11/02/2021 12:00,1,1,,0.039,0,0.070,0,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],0.35,0,,<-4> [SCB],,<-4> [SCB],0.49,0,0.36,0,0.48,0,0.13,0,,<-2> [GCM],8.3,0,9.4,0,1.5,0,5.9,0,16,<1> (CSM),78,<1> (CHB),20.0,<1> (CHB),21.2,0,22.8,0,6.4,0,7.5,0,,<-1>,26.0,<1> (CSM),1.20,0,,<-1>,,<-1>,,<-1>
gtmpcnut,11/02/2021 12:03,1,2,,0.039,0,0.070,0,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],0.28,0,,<-4> [SCB],,<-4> [SCB],0.49,0,0.29,0,0.48,0,0.20,0,,<-2> [GCM],7.7,0,8.8,0,1.5,0,5.9,0,9,0,63,<1> [GSM] (CHB),20.0,<1> (CHB),21.2,0,22.8,0,6.4,0,7.5,0,,<-1>,25.0,0,1.20,0,,<-1>,,<-1>,,<-1>
gtmpcnut,12/05/2021 09:30,2,1,,0.038,<1> (CHB),0.066,0,0.032,0,0.014,0,0.046,0,0.30,0,0.34,0,0.45,0,0.44,0,0.33,0,0.41,0,0.11,0,0.11,,3.2,<1> (CHB),3.6,<1> (CHB),1.5,<-4> [SBL] (CHB),9.4,0,7,0,,<-1>,,<-1>,15.6,0,19.3,0,6.9,0,7.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/05/2021 12:00,2,1,,0.022,0,0.046,0,0.012,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.33,0,,<-1>,0.32,0,,<-1>,,<-1>,4.3,0,4.1,0,2.2,<-4> [SBL],5.3,0,12,0,,<-1>,,<-1>,18.0,0,28.7,0,6.8,0,7.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/05/2021 14:30,2,1,,0.026,0,0.051,0,0.010,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.39,0,,<-1>,0.38,0,,<-1>,,<-1>,5.4,0,4.1,0,4.5,<-4> [SBL],5.4,0,4,0,,<-1>,20.0,<1> (CHB),18.2,0,27.8,0,6.9,0,7.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/05/2021 17:00,2,1,,0.036,0,0.059,0,0.019,0,0.013,0,0.032,0,,<-1>,,<-1>,0.43,0,0.42,0,,<-1>,0.40,0,,<-1>,,<-1>,4.2,0,4.5,0,1.5,<-4> [SBL],10.0,0,12,0,,<-1>,10.0,<1> (CHB),17.4,0,19.3,0,7.2,0,7.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/05/2021 19:30,2,1,,0.040,0,0.061,0,0.027,0,0.010,0,0.037,0,,<-1>,,<-1>,0.45,0,0.44,0,,<-1>,0.41,0,,<-1>,,<-1>,2.8,0,3.3,0,1.1,<-4> [SBL],11.0,0,7,0,,<-1>,31.0,<1> (CHB),17.0,0,15.1,0,7.0,0,7.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/05/2021 22:00,2,1,,0.037,0,0.052,0,0.020,0,0.014,0,0.034,0,,<-1>,,<-1>,0.39,0,0.38,0,,<-1>,0.36,0,,<-1>,,<-1>,8.9,<-4> [SBL],6.5,<-4> [SBL],9.8,<-4> [SBL],9.6,0,9,0,,<-1>,31.0,<1> (CHB),17.4,0,19.8,0,6.9,0,7.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/06/2021 00:30,2,1,,0.029,0,0.054,0,0.017,0,0.006,0,0.023,0,,<-1>,,<-1>,0.41,0,0.40,0,,<-1>,0.38,0,,<-1>,,<-1>,2.8,0,3.1,0,0.9,<-4> [SBL],7.0,0,11,0,,<-1>,10.0,<1> (CHB),17.7,0,25.1,0,6.7,0,7.6,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/06/2021 03:00,2,1,,0.037,0,0.057,0,0.025,0,0.015,0,0.040,0,,<-1>,,<-1>,0.44,0,0.43,0,,<-1>,0.40,0,,<-1>,,<-1>,2.8,0,3.1,0,0.9,<-4> [SBL],9.7,0,11,0,,<-1>,75.0,<1> (CHB),17.0,0,19.4,0,6.8,0,7.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/06/2021 05:30,2,1,,0.038,0,0.058,0,0.033,0,0.016,0,0.049,0,,<-1>,,<-1>,0.46,0,0.44,0,,<-1>,0.41,0,,<-1>,,<-1>,3.0,0,3.3,0,0.9,<-4> [SBL],10.0,0,4,0,,<-1>,51.0,<1> (CHB),16.8,0,17.6,0,6.6,0,7.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/06/2021 08:00,2,1,,0.042,0,0.060,0,0.032,0,0.014,0,0.046,0,,<-1>,,<-1>,0.48,0,0.47,0,,<-1>,0.44,0,,<-1>,,<-1>,2.1,0,2.3,0,0.9,<-4> [SBL],13.0,0,3,<-4> [SBL],,<-1>,189.0,<1> (CHB),16.1,0,12.7,0,6.6,0,7.3,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/06/2021 10:30,2,1,,0.036,0,0.059,0,0.025,0,0.012,0,0.037,0,,<-1>,,<-1>,0.47,0,0.46,0,,<-1>,0.44,0,,<-1>,,<-1>,4.1,0,4.8,0,0.9,<-4> [SBL],8.9,0,6,0,,<-1>,41.0,<1> [GSM] (CHB),17.0,0,21.2,0,6.6,0,7.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,12/06/2021 11:42,1,1,,0.020,0,0.037,0,0.027,0,0.008,0,0.035,0,0.16,0,0.20,0,0.25,0,0.24,0,0.19,0,0.21,0,0.05,0,0.05,,2.4,0,2.5,0,0.9,<-4> [SBL],3.0,0,8,0,3,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),19.1,0,34.1,0,6.9,0,8.1,0,,<-1>,2.5,<-4> [SBL],1.80,0,1252.50,0,695.44,0,0.59,0
gtmfmnut,12/06/2021 11:44,1,2,,0.020,0,0.038,0,0.022,0,0.008,0,0.030,0,0.19,0,0.22,0,0.29,0,0.28,0,0.21,0,0.26,0,0.07,0,0.07,,2.4,0,2.5,0,0.9,<-4> [SBL],3.0,0,9,0,6,<1> [GSM] (CHB),10.0,<1> (CHB),19.1,0,34.1,0,6.9,0,8.1,0,,<-1>,2.5,<-4> [SBL],1.80,0,1252.50,0,695.44,0,0.59,0
