Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,DOP,F_DOP,TDP,F_TDP,TP,F_TP,PHOSP,F_PHOSP,NH4F,F_NH4F,NO23F,F_NO23F,DIN,F_DIN,DON,F_DON,TDN,F_TDN,TN,F_TN,TKN,F_TKN,TKNF,F_TKNF,TON,F_TON,PON,F_PON,PN,F_PN,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,DOC,F_DOC,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ENTERO_MPN,F_ENTERO_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,Color,F_Color,SECCHI,F_SECCHI
gtmfmnut,4/13/2022 7:26,1,2,,0.020,0,0.009,0,0.029,0,0.054,0,0.025,0,0.031,0,0.011,0,0.042,0,0.29,,0.33,,0.47,,0.46,0,0.32,0,0.43,,0.14,0,0.14,0,4.5,0,5.1,0,1.7,<-4> [SBL],5.4,0,20,0,3,<-4> [SBL] (CHB),10.0,<-4> [SBL] (CHB),22.2,0,31.8,0,6.5,0,7.9,0,23.0,0,0.9,0
gtmssnut,4/13/2022 8:33,1,1,,0.022,0,0.011,0,0.033,0,0.065,0,0.032,0,0.034,0,0.032,0,0.066,0,0.27,,0.33,,0.57,,0.54,0,0.30,0,0.51,,0.24,0,0.24,0,5.3,0,5.9,0,2.0,<-4> [SBL],3.8,0,22,0,6,<1> [GSM] (CHB),20,<1> (CHB),21.9,0,34.2,0,6.7,0,7.9,0,6.8,0,0.7,0
gtmssnut,4/13/2022 8:35,1,2,,0.023,0,0.011,0,0.034,0,0.064,0,0.030,0,0.035,0,0.038,0,0.073,0,0.20,,0.27,,0.54,,0.50,0,0.23,0,0.46,,0.27,0,0.27,0,5.9,<1> (CSM),6.9,<1> (CSM),2.1,<-4> [SBL],4.2,0,22,0,3,<-4> [SBL] (CHB),10,<1> (CHB),21.9,0,34.2,0,6.7,0,7.9,0,7.9,0,0.7,0
gtmpinut,4/13/2022 10:02,1,1,,0.019,0,0.017,0,0.036,0,0.091,0,0.055,0,0.009,0,0.004,<-4> [SBL],,<-4> [SCB],0.52,,,<-4> [SCB],,<-4> [SCB],0.80,0,0.53,0,0.79,,0.27,0,,<-2> [GCM],18.0,0,21.0,0,3.7,0,11.0,0,31,0,3,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),21.8,0,17.7,0,7.4,0,7.6,0,55.0,<1> (CSM),0.5,0
gtmpinut,4/13/2022 10:04,1,2,,0.021,0,0.013,0,0.034,0,0.100,0,0.066,0,0.007,0,0.004,<-4> [SBL],,<-4> [SCB],0.53,,,<-4> [SCB],,<-4> [SCB],0.85,0,0.54,0,0.84,,0.31,0,,<-2> [GCM],19.0,0,22.0,0,4.7,0,11.0,0,29,0,8,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),21.8,0,17.7,0,7.4,0,7.6,0,56.0,0,0.5,0
gtmpcnut,4/13/2022 12:16,1,1,,0.034,0,0.020,0,0.054,0,0.071,0,0.017,0,0.017,0,0.012,0,0.029,0,1.08,,1.11,,1.11,,1.10,0,1.10,0,1.08,,0.00,0,0.00,0,1.9,<-4> [SBL],1.7,0,2.1,<-4> [SBL],44.0,0,6,0,110,<1> (CHB),63,<1> (CHB),21.2,0,0.1,0,6.5,0,6.4,0,600.0,0,0.4,0
gtmpcnut,4/13/2022 12:18,1,2,,0.036,0,0.016,0,0.052,0,0.070,0,0.018,0,0.017,0,0.011,0,0.028,0,1.08,,1.11,,1.31,,1.30,0,1.10,0,1.28,,0.20,0,0.20,0,1.9,<-4> [SBL],1.6,0,2.1,<-4> [SBL],45.0,0,7,0,100,<1> (CHB),30,<1> (CHB),21.2,0,0.1,0,6.5,0,6.4,0,610.0,0,0.4,0
gtmpcnut,4/18/2022 8:30,2,1,,0.040,<1> (CHB),0.021,0,0.061,0,0.089,0,0.028,0,0.013,0,0.021,0,0.034,0,0.99,,1.02,,1.22,,1.20,0,1.00,0,1.19,,0.20,0,0.20,0,,<-2> [GDM] (CHB),,<-2> [GDM] (CHB),,<-2> [GDM] (CHB),39.0,0,8,0,,<-1>,,<-1>,22.6,0,0.2,0,4.7,0,6.5,0,,<-1>,,<-1>
gtmpcnut,4/18/2022 11:00,2,1,,0.040,0,0.021,0,0.061,0,0.088,0,0.027,0,0.018,0,0.025,0,0.043,0,0.93,,0.98,,1.02,,1.00,0,0.95,0,0.98,,0.05,0,0.04,0,3.1,0,4.1,0,1.8,<-4> [SBL],37.0,0,6,0,,<-1>,,<-1>,23.2,0,0.7,0,5.1,0,6.5,0,,<-1>,,<-1>
gtmpcnut,4/18/2022 13:30,2,1,,0.042,0,,<-1>,,<-1>,0.078,0,,<-1>,0.018,0,0.023,0,0.041,0,,<-1>,,<-1>,0.99,,0.97,0,,<-1>,0.95,,,<-1>,,<-1>,2.9,0,3.9,0,1.8,<-4> [SBL],37.0,0,4,0,,<-1>,388,<1> (CHB),23.9,0,1.0,0,5.1,0,6.6,0,,<-1>,,<-1>
gtmpcnut,4/18/2022 16:00,2,1,,0.034,0,,<-1>,,<-1>,0.100,0,,<-1>,0.008,0,0.020,0,0.028,0,,<-1>,,<-1>,1.02,,1.00,0,,<-1>,0.99,,,<-1>,,<-1>,2.2,0,2.8,0,2.2,<-4> [SBL],28.0,0,18,0,,<-1>,1733,<1> (CHB),23.4,0,0.1,0,5.2,0,6.5,0,,<-1>,,<-1>
gtmpcnut,4/18/2022 18:30,2,1,,0.026,0,,<-1>,,<-1>,0.092,0,,<-1>,0.008,0,0.015,0,0.023,0,,<-1>,,<-1>,1.01,,1.00,0,,<-1>,0.99,,,<-1>,,<-1>,1.9,0,2.5,0,1.8,<-4> [SBL],27.0,0,15,0,,<-1>,1986,<1> (CHB),23.1,0,0.1,0,5.4,0,6.4,0,,<-1>,,<-1>
gtmpcnut,4/18/2022 21:00,2,1,,0.025,0,,<-1>,,<-1>,0.077,0,,<-1>,0.007,0,0.013,0,0.020,0,,<-1>,,<-1>,0.91,,0.90,0,,<-1>,0.89,,,<-1>,,<-1>,1.7,0,1.9,0,1.8,<-4> [SBL],28.0,0,8,0,,<-1>,1553,<1> (CHB),22.7,0,0.1,0,5.5,0,6.3,0,,<-1>,,<-1>
gtmpcnut,4/18/2022 23:30,2,1,,0.033,0,,<-1>,,<-1>,0.096,0,,<-1>,0.026,0,0.023,0,0.049,0,,<-1>,,<-1>,1.02,,1.00,0,,<-1>,0.97,,,<-1>,,<-1>,2.4,0,3.2,0,2.1,<-4> [SBL],29.0,0,18,<1> (CSM),,<-1>,1112,<1> (CHB),23.5,0,1.5,0,5.1,0,6.6,0,,<-1>,,<-1>
gtmpcnut,4/19/2022 2:00,2,1,,0.031,0,,<-1>,,<-1>,0.068,0,,<-1>,0.060,0,0.015,0,0.075,0,,<-1>,,<-1>,0.78,,0.76,0,,<-1>,0.70,,,<-1>,,<-1>,3.6,0,3.9,0,2.1,<-4> [SBL],20.0,0,8,0,,<-1>,272,<1> [GSM] (CHB),25.1,0,14.7,0,4.9,0,7.2,0,,<-1>,,<-1>
gtmpcnut,4/19/2022 4:30,2,1,,0.026,0,,<-1>,,<-1>,0.100,0,,<-1>,0.016,0,0.014,0,0.030,0,,<-1>,,<-1>,1.01,,1.00,0,,<-1>,0.98,,,<-1>,,<-1>,2.1,0,3.1,0,2.2,<-4> [SBL],30.0,0,32,0,,<-1>,1300,<1> (CHB),22.2,0,0.7,0,5.4,0,6.5,0,,<-1>,,<-1>
gtmpcnut,4/19/2022 7:00,2,1,,0.024,0,,<-1>,,<-1>,0.074,0,,<-1>,0.019,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.99,0,,<-1>,0.97,,,<-1>,,<-2> [GCM],1.9,0,2.2,0,2.1,<-4> [SBL],34.0,0,20,0,,<-1>,727,<1> (CHB),21.4,0,0.1,0,5.6,0,6.3,0,,<-1>,,<-1>
gtmpcnut,4/19/2022 9:30,2,1,,0.023,0,,<-1>,,<-1>,0.069,0,,<-1>,0.022,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],1.00,0,,<-1>,0.98,,,<-1>,,<-2> [GCM],1.6,0,1.8,0,1.5,<-4> [SBL],36.0,0,10,0,,<-1>,613,<1> (CHB),21.4,0,0.1,0,5.7,0,6.2,0,,<-1>,,<-1>
gtmfmnut,5/2/2022 10:36,1,1,,0.010,0,0.009,0,0.019,0,0.035,0,0.016,0,0.010,0,0.004,<-4> [SBL],,<-4> [SCB],0.27,,,<-4> [SCB],,<-4> [SCB],0.38,0,0.28,0,0.37,,0.10,0,,<-2> [GCM],5.8,0,6.5,0,0.98,<-4> [SBL],3.8,0,13,0,3,<-4> [SBL] (CHB),10.0,<-4> [SBL] (CHB),24.9,0,35.6,0,5.6,0,7.9,0,2.5,<-4> [SBL],0.5,0
gtmfmnut,5/2/2022 10:38,1,2,,0.011,0,0.008,0,0.019,0,0.032,0,0.013,0,0.005,0,0.004,<-4> [SBL],,<-4> [SCB],0.32,,,<-4> [SCB],,<-4> [SCB],0.30,<1> [SCC],0.32,<1> [SCC],0.30,,-0.02,<-3> [SNV],,<-2> [GCM],5.3,0,5.6,0,0.98,<-4> [SBL],4.1,0,13,0,3,<-4> [SBL] (CHB),10.0,<-4> [SBL] (CHB),24.9,0,35.6,0,5.6,0,7.9,0,7.5,<-4> [SBL],0.5,0
gtmssnut,5/2/2022 11:50,1,1,,0.018,0,0.009,0,0.027,0,0.056,0,0.029,0,0.023,0,0.015,0,0.038,0,0.27,,0.30,,0.46,,0.44,0,0.29,0,0.42,,0.15,0,0.16,0,5.3,0,5.9,0,0.90,<-4> [SBL],3.7,0,30,0,3,<-4> [SBL] (CHB),10.0,<-4> [SBL] (CHB),26.0,0,35.3,0,5.5,0,7.7,0,7.5,<-4> [SBL],0.4,0
gtmssnut,5/2/2022 11:52,1,2,,0.018,0,0.008,0,0.026,0,0.055,0,0.029,0,0.020,0,0.013,0,0.033,0,0.28,,0.31,,0.39,,0.38,0,0.30,0,0.36,,0.08,0,0.08,0,5.0,0,5.7,0,0.90,<-4> [SBL],3.7,0,29,0,3,<-4> [SBL] (CHB),10,<1> (CHB),26.0,0,35.3,0,5.5,0,7.7,0,2.5,<-4> [SBL],0.4,0
gtmpcnut,5/2/2022 12:51,1,1,,0.034,0,0.014,0,0.048,0,0.079,0,0.031,0,0.033,0,0.015,0,0.048,0,0.75,,0.80,,0.94,,0.93,0,0.78,0,0.90,,0.15,0,0.14,0,10.0,0,11.0,0,2.4,<-4> [SBL],24.0,0,14,0,42,<1> [GSM] (CHB),20,<1> (CHB),25.9,0,14.4,0,4.3,0,7.0,0,300.0,0,0.5,0
gtmpcnut,5/2/2022 12:53,1,2,,0.034,0,0.014,0,0.048,0,0.078,0,0.030,0,0.030,0,0.017,0,0.047,0,0.81,,0.86,,1.12,,1.10,0,0.84,0,1.07,,0.26,0,0.26,0,10.0,0,11.0,0,2.1,<-4> [SBL],25.0,0,13,0,47,<1> [GSM] (CHB),10,<1> [GSM] (CHB),25.9,0,14.4,0,4.3,0,7.0,0,300.0,0,0.5,0
gtmpinut,5/2/2022 13:10,1,1,,0.022,0,0.014,0,0.036,0,0.082,0,0.046,0,0.008,0,0.004,<-4> [SBL],,<-4> [SCB],0.50,,,<-4> [SCB],,<-4> [SCB],0.70,0,0.51,0,0.69,,0.19,0,,<-2> [GCM],13.0,0,15.0,0,3.5,0,7.2,0,26,0,3,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),25.7,0,27.1,0,5.2,0,7.3,0,28.0,0,0.5,0
gtmpinut,5/2/2022 13:12,1,2,,0.020,0,0.017,0,0.037,0,0.085,0,0.048,0,0.008,0,0.004,<-4> [SBL],,<-4> [SCB],0.43,,,<-4> [SCB],,<-4> [SCB],0.73,0,0.44,0,0.72,,0.29,0,,<-2> [GCM],13.0,0,15.0,0,2.6,0,7.0,0,28,0,3,<-4> [SBL] (CHB),10,<1> (CHB),25.7,0,27.1,0,5.2,0,7.3,0,26.0,<1> (CSM),0.5,0
gtmpcnut,5/16/2022 8:30,2,1,,0.010,<1> (CHB),0.019,0,0.029,0,0.056,0,0.027,0,0.015,0,0.004,<-4> [SBL],,<-4> [SCB],0.48,,,<-4> [SCB],,<-4> [SCB],0.58,0,0.50,0,0.56,,0.08,0,,<-2> [GCM],7.0,<1> (CHB),8.2,<1> (CHB),1.5,<1> (CHB),15.0,0,16,<1> (CSM),,<-1>,,<-1>,26.4,0,19.6,0,4.3,0,7.0,0,,<-1>,,<-1>
gtmpcnut,5/16/2022 11:00,2,1,,0.017,<1> (CHB),,<-1>,,<-1>,0.062,0,,<-1>,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.76,0,,<-1>,0.75,,,<-1>,,<-2> [GCM],7.2,0,8.5,0,1.8,0,11.0,0,,<-2> [GDM],,<-1>,,<-1>,27.5,0,16.6,0,4.3,0,7.2,0,,<-1>,,<-1>
gtmpcnut,5/16/2022 13:30,2,1,,0.017,<1> (CHB),,<-1>,,<-1>,0.065,0,,<-1>,0.005,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.80,0,,<-1>,0.80,,,<-1>,,<-2> [GCM],9.4,<1> (CSM),10.0,<1> (CSM),2.1,<-4> [SBL],13.0,0,21,0,,<-1>,20,<1> (CHB),28.1,0,23.5,0,4.8,0,7.1,0,,<-1>,,<-1>
gtmpcnut,5/16/2022 16:00,2,1,,0.013,0,,<-1>,,<-1>,0.057,0,,<-1>,0.007,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.78,0,,<-1>,0.77,,,<-1>,,<-2> [GCM],9.5,0,11.0,0,2.2,0,13.0,0,21,0,,<-1>,52,<1> (CHB),28.5,0,17.3,0,5.3,0,7.0,0,,<-1>,,<-1>
gtmpcnut,5/16/2022 18:30,2,1,,0.012,0,,<-1>,,<-1>,0.051,0,,<-1>,0.007,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.79,0,,<-1>,0.78,,,<-1>,,<-2> [GCM],9.3,0,11.0,0,1.8,0,14.0,0,17,0,,<-1>,20,<1> (CHB),28.4,0,14.8,0,4.2,0,7.0,0,,<-1>,,<-1>
gtmpcnut,5/16/2022 21:00,2,1,,0.010,0,,<-1>,,<-1>,0.071,0,,<-1>,0.007,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.89,0,,<-1>,0.88,,,<-1>,,<-2> [GCM],7.0,0,8.7,0,2.5,0,12.0,0,26,0,,<-1>,10,<1> (CHB),28.6,0,20.9,0,5.2,0,7.1,0,,<-1>,,<-1>
gtmpcnut,5/16/2022 23:30,2,1,,0.018,0,,<-1>,,<-1>,0.089,0,,<-1>,0.004,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.75,0,,<-1>,0.75,,,<-1>,,<-2> [GCM],5.2,0,7.9,0,4.0,0,8.2,0,30,0,,<-1>,10.0,<-4> [SBL] (CHB),28.4,0,29.1,0,5.4,0,7.5,0,,<-1>,,<-1>
gtmpcnut,5/17/2022 2:00,2,1,,0.018,0,,<-1>,,<-1>,0.065,0,,<-1>,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.78,0,,<-1>,0.77,,,<-1>,,<-2> [GCM],3.9,0,6.5,0,4.2,0,8.2,0,25,0,,<-1>,31,<1> (CHB),28.2,0,29.7,0,5.0,0,7.5,0,,<-1>,,<-1>
gtmpcnut,5/17/2022 4:30,2,1,,0.015,0,,<-1>,,<-1>,0.080,0,,<-1>,0.014,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.73,0,,<-1>,0.72,,,<-1>,,<-2> [GCM],5.8,0,7.7,0,2.8,0,12.0,0,30,0,,<-1>,20,<1> (CHB),27.5,0,22.8,0,4.4,0,7.1,0,,<-1>,,<-1>
gtmpcnut,5/17/2022 7:00,2,1,,0.015,0,,<-1>,,<-1>,0.097,0,,<-1>,0.018,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.75,0,,<-1>,0.73,,,<-1>,,<-2> [GCM],6.4,0,9.4,0,4.6,0,14.0,0,24,0,,<-1>,41,<1> (CHB),26.8,0,16.3,0,4.4,0,7.0,0,,<-1>,,<-1>
gtmpcnut,5/17/2022 9:30,2,1,,0.016,0,,<-1>,,<-1>,0.031,0,,<-1>,0.022,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.56,0,,<-1>,0.54,,,<-1>,,<-2> [GCM],8.8,0,11.0,0,2.6,0,13.0,0,18,<1> (CSM),,<-1>,20,<1> (CHB),27.2,0,19.8,0,4.5,0,7.0,0,,<-1>,,<-1>
gtmfmnut,6/14/2022 8:16,1,1,,0.011,0,0.007,0,0.018,0,0.036,0,0.018,0,0.013,0,0.004,<-4> [SBL],,<-4> [SCB],0.31,,,<-4> [SCB],,<-4> [SCB],0.35,0,0.32,0,0.34,,0.03,0,,<-2> [GCM],5.8,0,6.4,0,0.98,<-4> [SBL],2.4,0,11,0,3,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),27.5,0,36.2,0,5.6,0,8.0,0,12,<-4> [SBL],1.2,0
gtmfmnut,6/14/2022 8:18,1,2,,0.011,0,0.007,0,0.018,0,0.033,0,0.015,0,0.009,0,0.004,<-4> [SBL],,<-4> [SCB],0.28,,,<-4> [SCB],,<-4> [SCB],0.35,0,0.29,0,0.34,,0.06,0,,<-2> [GCM],5.2,0,5.8,0,0.98,<-4> [SBL],2.3,0,10,0,6,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),27.5,0,36.2,0,5.6,0,8.0,0,15,<-4> [SBL],1.2,0
gtmssnut,6/14/2022 9:31,1,1,,0.011,0,0.010,0,0.021,0,0.044,0,0.023,0,0.011,0,0.004,<-4> [SBL],,<-4> [SCB],0.28,,,<-4> [SCB],,<-4> [SCB],0.46,0,0.29,0,0.45,,0.17,0,,<-2> [GCM],7.7,0,8.9,0,1.3,0,2.1,0,21,0,3,<1> [GSM] (CHB),10.0,<-4> [SBL] (CHB),27.4,0,36.5,0,6.0,0,8.0,0,15,<-4> [SBL],0.7,0
gtmssnut,6/14/2022 9:34,1,2,,0.012,0,0.010,0,0.022,0,0.049,0,0.027,0,0.016,0,0.004,<-4> [SBL],,<-4> [SCB],0.32,,,<-4> [SCB],,<-4> [SCB],0.46,0,0.34,0,0.44,,0.12,0,,<-2> [GCM],7.6,0,8.6,0,1.2,<-4> [SBL],2.4,0,22,0,3,<1> [GSM] (CHB),10,<1> (CHB),27.4,0,36.5,0,6.0,0,8.0,0,12,<-4> [SBL],0.7,0
gtmpinut,6/14/2022 10:59,1,1,,0.030,0,0.015,0,0.045,0,0.097,0,0.052,0,0.022,0,0.004,<-4> [SBL],,<-4> [SCB],0.57,,,<-4> [SCB],,<-4> [SCB],0.85,0,0.59,0,0.83,,0.26,0,,<-2> [GCM],14.0,0,17.0,0,3.6,0,6.4,0,28,0,3,<-4> [SBL] (CHB),10.0,<-4> [SBL] (CHB),29.4,0,36.2,0,4.2,0,7.4,0,12.0,0,0.8,0
gtmpinut,6/14/2022 11:03,1,2,,0.032,0,0.014,0,0.046,0,0.100,0,0.054,0,0.016,0,0.004,<-4> [SBL],,<-4> [SCB],0.46,,,<-4> [SCB],,<-4> [SCB],0.77,0,0.48,0,0.75,,0.29,0,,<-2> [GCM],11.0,0,13.0,0,2.3,0,6.2,0,26,0,3,<-4> [SBL] (CHB),,<-1>,29.4,0,36.2,0,4.2,0,7.4,0,12.0,0,0.8,0
gtmpcnut,6/14/2022 12:13,1,1,,0.032,0,0.015,0,0.047,0,0.079,0,0.032,0,0.009,0,0.005,0,0.014,0,0.54,,0.56,,0.78,,0.77,0,0.55,0,0.76,,0.22,0,0.22,0,14.0,0,15.0,0,3.0,<-4> [SBL],9.8,0,12,0,14,<1> [GSM] (CHB),10,<1> (CHB),30.6,0,21.3,0,3.9,0,7.4,0,59.0,<1> (CSM),0.4,0
gtmpcnut,6/14/2022 12:17,1,2,,0.032,0,0.014,0,0.046,0,0.078,0,0.032,0,0.005,0,0.004,<-4> [SBL],,<-4> [SCB],0.52,,,<-4> [SCB],,<-4> [SCB],0.75,0,0.53,0,0.74,,0.22,0,,<-2> [GCM],12.0,0,14.0,0,2.1,0,10.0,0,13,0,17,<1> [GSM] (CHB),20,<1> (CHB),30.6,0,21.3,0,3.9,0,7.4,0,65.0,0,0.4,0
gtmpcnut,6/27/2022 8:30,2,1,,0.029,<1> (CHB),0.020,0,0.049,0,0.087,0,0.038,0,0.024,0,0.004,<-4> [SBL],,<-4> [SCB],0.67,,,<-4> [SCB],,<-4> [SCB],0.72,0,0.69,0,0.70,,0.03,0,,<-2> [GCM],8.6,<1> [GSM] (CHB),11.0,<1> [GSM] (CHB),4.0,<1> (CHB),13.0,0,16,0,,<-1>,,<-1>,29.1,0,15.2,0,5.0,0,7.5,0,,<-1>,,<-1>
gtmpcnut,6/27/2022 11:00,2,1,,0.031,<1> (CHB),,<-1>,,<-1>,0.100,0,,<-1>,0.010,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.82,0,,<-1>,0.81,,,<-1>,,<-2> [GCM],12.0,0,16.0,0,6.5,0,11.0,0,27,0,,<-1>,,<-1>,29.1,0,16.7,0,4.2,0,7.4,0,,<-1>,,<-1>
gtmpcnut,6/27/2022 13:30,2,1,,0.031,0,,<-1>,,<-1>,0.110,0,,<-1>,0.009,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.78,0,,<-1>,0.77,,,<-1>,,<-2> [GCM],10.0,0,13.0,0,5.1,0,11.0,0,36,0,,<-1>,52,<1> (CHB),29.3,0,13.6,0,4.1,0,7.3,0,,<-1>,,<-1>
gtmpcnut,6/27/2022 16:00,2,1,,0.036,0,,<-1>,,<-1>,0.090,0,,<-1>,0.020,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.70,0,,<-1>,0.68,,,<-1>,,<-2> [GCM],11.0,0,16.0,0,6.4,0,11.0,0,21,0,,<-1>,20,<1> (CHB),29.4,0,12.1,0,4.2,0,7.3,0,,<-1>,,<-1>
gtmpcnut,6/27/2022 18:30,2,1,,0.033,0,,<-1>,,<-1>,0.086,0,,<-1>,0.008,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.78,0,,<-1>,0.77,,,<-1>,,<-2> [GCM],12.0,0,15.0,0,5.1,0,12.0,0,20,0,,<-1>,10,<1> (CHB),29.5,0,9.9,0,5.9,0,7.4,0,,<-1>,,<-1>
gtmpcnut,6/27/2022 21:00,2,1,,0.031,0,,<-1>,,<-1>,0.084,0,,<-1>,0.007,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.75,0,,<-1>,0.74,,,<-1>,,<-2> [GCM],9.8,0,13.0,0,4.9,0,11.0,0,16,0,,<-1>,10.0,<-4> [SBL] (CHB),29.0,0,16.6,0,5.4,0,7.5,0,,<-1>,,<-1>
gtmpcnut,6/27/2022 23:30,2,1,,0.035,0,,<-1>,,<-1>,0.074,0,,<-1>,0.032,0,0.004,0,0.036,0,,<-1>,,<-1>,0.66,,0.66,0,,<-1>,0.63,,,<-1>,,<-1>,6.6,0,9.1,0,3.7,0,8.8,0,30,0,,<-1>,10.0,<-4> [SBL] (CHB),28.7,0,23.0,0,4.4,0,7.6,0,,<-1>,,<-1>
gtmpcnut,6/28/2022 2:00,2,1,,0.036,0,,<-1>,,<-1>,0.110,0,,<-1>,0.022,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.85,0,,<-1>,0.83,,,<-1>,,<-2> [GCM],8.5,0,13.0,0,6.6,0,10.0,0,30,0,,<-1>,58,<1> [GSM] (CHB),28.6,0,14.4,0,4.6,0,7.4,0,,<-1>,,<-1>
gtmpcnut,6/28/2022 4:30,2,1,,0.039,0,,<-1>,,<-1>,0.072,0,,<-1>,0.029,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.61,0,,<-1>,0.58,,,<-1>,,<-2> [GCM],8.4,0,11.0,0,4.8,0,11.0,0,23,0,,<-1>,86,<1> (CHB),28.4,0,10.2,0,4.3,0,7.3,0,,<-1>,,<-1>
gtmpcnut,6/28/2022 7:00,2,1,,0.038,0,,<-1>,,<-1>,0.300,<1> (CSM),,<-1>,0.028,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.64,0,,<-1>,0.61,,,<-1>,,<-2> [GCM],8.1,0,10.0,0,3.6,0,12.0,0,16,0,,<-1>,52,<1> (CHB),28.2,0,9.4,0,4.6,0,7.2,0,,<-1>,,<-1>
gtmpcnut,6/28/2022 9:30,2,1,,0.035,0,,<-1>,,<-1>,0.082,0,,<-1>,0.017,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.69,0,,<-1>,0.67,,,<-1>,,<-2> [GCM],13.0,0,16.0,0,4.4,0,10.0,0,20,0,,<-1>,41,<1> (CHB),28.4,0,16.9,0,4.4,0,7.4,0,,<-1>,,<-1>
gtmfmnut,7/12/2022 7:15,1,1,,0.017,0,0.005,0,0.022,0,0.032,0,0.010,0,0.020,0,0.004,<-4> [SBL],,<-4> [SCB],0.22,,,<-4> [SCB],,<-4> [SCB],0.34,0,0.24,0,0.32,,0.10,0,,<-2> [GCM],5.7,0,6.2,0,0.98,<-4> [SBL],2.0,<-4> [SBL],7,<1> (CSM),40,<1> [GSM] (CHB),26,<1> [GSM] (CHB),28.4,0,35.5,0,5.3,0,8.0,0,12,<-4> [SBL],1.6,0
gtmfmnut,7/12/2022 7:17,1,2,,0.014,0,0.008,0,0.022,0,0.035,0,0.013,0,0.010,0,0.004,<-4> [SBL],,<-4> [SCB],0.25,,,<-4> [SCB],,<-4> [SCB],0.37,0,0.26,0,0.36,,0.11,0,,<-2> [GCM],5.5,0,5.9,0,0.90,<-4> [SBL],2.0,<-4> [SBL],6,0,28,<1> [GSM] (CHB),20,<1> (CHB),28.4,0,35.5,0,5.3,0,8.0,0,12,<-4> [SBL],1.6,0
gtmssnut,7/12/2022 8:25,1,1,,0.017,0,0.009,0,0.026,0,0.056,0,0.030,0,0.012,0,0.004,0,0.016,0,0.31,,0.32,,0.53,,0.53,0,0.32,0,0.52,,0.21,0,0.21,0,14.0,<1> [SRD] (CSM),15.0,<1> [SRD] (CSM),2.6,<-4> [SBL],2.0,<-4> [SBL],20,0,14,<1> [GSM] (CHB),41,<1> (CHB),28.9,0,26.0,0,5.5,0,8.0,0,12,<-4> [SBL],0.9,0
gtmssnut,7/12/2022 8:27,1,2,,0.017,0,0.009,0,0.026,0,0.051,0,0.025,0,0.012,0,0.004,0,0.016,0,0.31,,0.32,,0.52,,0.52,0,0.32,0,0.51,,0.20,0,0.20,0,9.3,<1> [SRD],10.0,<1> [SRD],1.3,<-4> [SBL],2.3,0,22,0,19,<1> [GSM] (CHB),51,<1> (CHB),28.9,0,26.0,0,5.5,0,8.0,0,12,<-4> [SBL],0.9,0
