Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,DON,F_DON,TDN,F_TDN,TN,F_TN,PN,F_PN,TKN,F_TKN,TKNF,F_TKNF,TON,F_TON,PON,F_PON,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,DOC,F_DOC,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ENTERO_MPN,F_ENTERO_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,TURB_N,F_TURB_N,SECCHI,F_SECCHI
gtmpcnut,8/18/2020 11:25,1,2, ,0.059,0,0.100,0,0.069,0,0.005,0,0.005,0,0.010,0,0.079,0,0.50,0,0.58,0,0.77,0,0.19,0,0.76,0,0.57,0,0.69,0,0.19,0,14.0,0,17.0,0,4.5,0,10.0,0,15,0,22,<1> [GSM] (CHB), ,<-1>  ,29.7,0,20.2,0,3.8,0,7.3,0,11,0,0.50,0
gtmpcnut,9/14/2020 8:45,2,1, ,0.056,<1> (CHB),0.100,0,0.021,0,0.014,<1> [GSM] (CHB),0.006,<1> [GSM] (CHB),0.020,0,0.041,0,1.08,0,1.12,0,1.22,0,0.10,0,1.20,0,1.10,0,1.18,0,0.10,0,1.6,<-4> [SBL] (CHB),1.8,<1> (CHB),1.8,<-4> [SBL] (CHB),40.0,0,7,0, ,<-1>  , ,<-1>  ,27.3,0,1.0,0,4.4,0,6.7,0,7,<1> (CHB), ,<-1>  
gtmpcnut,9/14/2020 11:15,2,1, ,0.041,<1> (CHB),0.089,0,0.010,0,0.011,<1> [SCC] (CSM),-0.001,<-3> [SNV],0.010,<1> [SCC],0.020,<1> (CSM), ,<-1>,,<-1>,1.01,<1> (CSM),,<-1>,1.00,0, ,<-1>  ,0.99,0,,<-1>,1.8,0,2.5,0,1.8,<-4> [SBL],35.0,0,13,0,1600,<1> [GSM] (CHB), ,<-1>  ,27.0,0,0.1,0,4.6,0,6.6,0,9,0, ,<-1>  
gtmpcnut,9/14/2020 13:45,2,1, ,0.044,0,0.098,0,0.018,0,0.013,<1> [SCC] (CSM),-0.002,<-3> [SNV],0.011,<1> [SCC],0.029,<1> (CSM), ,<-1>,,<-1>,1.21,<1> (CSM),,<-1>,1.20,0, ,<-1>  ,1.18,0,,<-1>,1.6,<-4> [SBL],2.5,0,1.8,<-4> [SBL],41.0,0,17,0,570,<1> (CHB), ,<-1>  ,27.6,0,0.1,0,4.6,0,6.5,0,14,0, ,<-1>  
gtmpcnut,9/14/2020 16:15,2,1, ,0.038,0,0.077,0,0.012,0,0.014,<1> [SCC] (CSM),-0.005,<-3> [SNV],0.009,<1> [SCC],0.021,<1> (CSM), ,<-1>,,<-1>,1.21,<1> (CSM),,<-1>,1.20,0, ,<-1>  ,1.19,0,,<-1>,1.6,<-4> [SBL],1.4,0,1.8,<-4> [SBL],42.0,0,9,0,190,<1> (CHB), ,<-1>  ,27.5,0,0.1,0,4.8,0,6.5,0,10,<1> (CSM), ,<-1>  
gtmpcnut,9/14/2020 18:45,2,1, ,0.046,0,0.100,0,0.022,0,0.013,<1> [SCC] (CSM),-0.001,<-3> [SNV],0.012,<1> [SCC],0.034,<1> (CSM), ,<-1>,,<-1>,1.41,<1> (CSM),,<-1>,1.40,0, ,<-1>  ,1.38,0,,<-1>,1.8,0,2.7,0,1.8,<-4> [SBL],40.0,0,14,0,370,<1> (CHB), ,<-1>  ,28.2,0,0.4,0,4.7,0,6.6,0,10,0, ,<-1>  
gtmpcnut,9/14/2020 21:15,2,1, ,0.051,0,0.100,0,0.038,0,0.013,<1> (CSM),0.007,<1> (CSM),0.020,0,0.058,0, ,<-1>,,<-1>,0.63,0,,<-1>,0.61,0, ,<-1>  ,0.57,0,,<-1>,1.9,0,2.8,0,1.8,<-4> [SBL],36.0,0,12,0,900,<1> [GSM] (CHB), ,<-1>  ,29.1,0,2.2,0,5.1,0,6.9,0,10,<1> (CSM), ,<-1>  
gtmpcnut,9/14/2020 23:45,2,1, ,0.046,0,0.110,0,0.022,0,0.014,<1> [SCC] (CSM),-0.002,<-3> [SNV],0.012,<1> [SCC],0.034,<1> (CSM), ,<-1>,,<-1>,0.66,<1> (CSM),,<-1>,0.65,0, ,<-1>  ,0.63,0,,<-1>,1.6,<-4> [SBL],2.5,0,1.8,<-4> [SBL],41.0,0,19,0,500,<1> [GSM] (CHB), ,<-1>  ,27.6,0,0.2,0,4.6,0,6.6,0,11,0, ,<-1>  
gtmpcnut,9/15/2020 2:15,2,1, ,0.042,0,0.090,0,0.013,0,0.015,<1> [SCC] (CSM),-0.008,<-3> [SNV],0.007,<1> [SCC],0.020,<1> (CSM), ,<-1>,,<-1>,0.69,<1> (CSM),,<-1>,0.68,0, ,<-1>  ,0.67,0,,<-1>,1.6,<-4> [SBL],2.0,0,1.8,<-4> [SBL],46.0,0,14,0,240,<1> (CHB), ,<-1>  ,26.9,0,0.1,0,4.6,0,6.4,0,8,0, ,<-1>  
gtmpcnut,9/15/2020 4:45,2,1, ,0.039,0,0.078,0,0.016,0,0.016,<1> [SCC] (CSM),-0.010,<-3> [SNV],0.006,<1> [SCC],0.022,<1> (CSM), ,<-1>,,<-1>,0.71,<1> (CSM),,<-1>,0.70,0, ,<-1>  ,0.68,0,,<-1>,1.6,<-4> [SBL],1.4,0,1.8,<-4> [SBL],48.0,0,8,<1> (CSM),240,<1> (CHB), ,<-1>  ,26.6,0,0.1,0,4.7,0,6.4,0,6,0, ,<-1>  
gtmfmnut,9/15/2020 6:49,1,1, ,0.018,0,0.041,0,0.034,0,0.002,0,0.011,0,0.013,0,0.047,0,,<-4> [SCB],,<-4> [SCB],0.21,0,,<-2> [GCM],0.20,0,0.16,<-4> [SBL],0.17,0,,<-4> [SCB],3.1,0,4.0,0,1.3,0,2.7,0,10,0,3,<1> [GSM] (CHB), ,<-1>  ,28.9,0,34.5,0,5.5,0,7.4,0,6,0,1.10,0
gtmfmnut,9/15/2020 6:51,1,2, ,0.018,0,0.039,0,0.029,0,0.002,0,0.004,0,0.006,0,0.035,0,,<-4> [SCB],,<-4> [SCB],0.26,<1> (CSM),,<-2> [GCM],0.25,<1> (CSM),0.16,<-4> [SBL],0.22,<1> (CSM),,<-4> [SCB],3.1,0,3.8,0,0.98,0,2.6,0,11,0,3,<1> [GSM] (CHB), ,<-1>  ,28.9,0,34.5,0,5.5,0,7.4,0,6,0,1.10,0
gtmpcnut,9/15/2020 7:15,2,1, ,0.046,0,0.094,0,0.026,0,0.015,<1> [SCC] (CSM),-0.006,<-3> [SNV],0.009,<1> [SCC],0.035,<1> (CSM), ,<-1>,,<-1>,0.65,<1> (CSM),,<-1>,0.64,0, ,<-1>  ,0.61,0,,<-1>,1.6,<-4> [SBL],2.1,0,1.8,<-4> [SBL],47.0,0,11,0,180,<1> [GSM] (CHB), ,<-1>  ,26.9,0,0.3,0,4.5,0,6.5,0,8,0, ,<-1>  
gtmssnut,9/15/2020 7:50,1,1, ,0.018,0,0.041,0,0.019,0,0.003,0,0.008,0,0.011,0,0.030,0,,<-4> [SCB],,<-4> [SCB],,<-4> [SCB],,<-2> [GCM],0.16,<-4> [SBL],0.16,<-4> [SBL],,<-4> [SCB],,<-4> [SCB],5.1,0,6.0,0,1.1,0,2.0,0,15,0,3,<1> [GSM] (CHB), ,<-1>  ,29.0,0,35.2,0,6.2,0,7.8,0,7,0,1.10,0
gtmssnut,9/15/2020 7:52,1,2, ,0.018,0,0.045,0,0.013,0,0.002,0,0.005,0,0.007,0,0.020,0,,<-4> [SCB],,<-4> [SCB],0.22,0,,<-2> [GCM],0.21,0,0.16,<-4> [SBL],0.20,0,,<-4> [SCB],5.1,0,6.1,0,1.4,0,2.0,0,12,0,3,<1> [GSM] (CHB), ,<-1>  ,29.0,0,35.2,0,6.2,0,7.8,0,7,0,1.10,0
gtmpinut,9/15/2020 9:32,1,1, ,0.053,0,0.077,0,0.076,0,0.080,<1> [SCC],-0.019,<-3> [SNV],0.061,<1> [SCC],0.137,<1> (CSM),0.42,0,0.56,<1> (CSM),0.67,<1> (CSM),0.11,0,0.61,0,0.50,0,0.53,0,0.11,0,2.5,0,3.4,<1> (CSM),1.5,0,9.0,0,9,0,8,<1> [GSM] (CHB), ,<-1>  ,28.6,0,20.9,0,4.6,0,7.4,0,6,0,0.50,0
gtmpinut,9/15/2020 9:34,1,2, ,0.052,0,0.080,0,0.077,0,0.083,<1> [SCC],-0.024,<-3> [SNV],0.059,<1> [SCC],0.136,<1> (CSM),0.41,0,0.55,<1> (CSM),0.68,<1> (CSM),0.13,0,0.62,0,0.49,0,0.54,0,0.13,0,2.7,0,3.7,0,1.5,0,9.2,0,9,0,11,<1> [GSM] (CHB), ,<-1>  ,28.6,0,20.9,0,4.6,0,7.4,0,6,0,0.50,0
gtmpcnut,9/15/2020 9:45,2,1, ,0.054,0,0.088,0,0.065,0,0.013,<1> [SCC] (CSM),-0.001,<-3> [SNV],0.012,<1> [SCC],0.077,<1> (CSM), ,<-1>,,<-1>,1.21,<1> (CSM),,<-1>,1.20,0, ,<-1>  ,1.14,0,,<-1>,1.9,0,2.5,0,1.8,<-4> [SBL],37.0,0,10,0,240,<1> [GSM] (CHB), ,<-1>  ,27.7,0,3.6,0,4.6,0,6.8,0,7,<1> (CSM), ,<-1>  
gtmpcnut,9/15/2020 9:57,1,1, ,0.051,0,0.096,0,0.061,0,0.015,<1> (CSM),0.002,<1> (CSM),0.017,0,0.078,0,1.14,0,1.22,0,1.22,0,0.00,0,1.20,0,1.20,0,1.14,0,0.00,0,2.0,0,2.8,0,1.8,<-4> [SBL],39.0,0,8,0,350,<1> (CHB),285.5,<1> [GSM] (CHB),27.5,0,3.8,0,3.7,0,6.6,0,8,0,0.30,0
gtmpcnut,9/15/2020 9:59,1,2, ,0.052,0,0.096,0,0.057,0,0.014,<1> (CSM),0.003,<1> (CSM),0.017,0,0.074,0,1.04,0,1.12,0,1.22,0,0.10,0,1.20,0,1.10,0,1.14,0,0.10,0,2.3,0,2.9,0,1.8,<-4> [SBL],39.0,0,8,<1> (CSM),250,<1> (CHB), ,<-1>  ,27.5,0,3.8,0,3.7,0,6.6,0,7,0,0.30,0
gtmpcnut,10/12/2020 8:30,2,1, ,0.039,<1> (CHB),0.080,0,0.016,0,0.018,<1> [GSM] (CHB),,<-4> [SCB] (CHB),0.004,<-4> [SBL],,<-4> [SCB],1.18,0,,<-4> [SCB],,<-4> [SCB],,<-2> [GCM],1.40,0,1.20,0,1.38,0,0.20,0,1.6,<-4> [SBL] (CHB),1.2,<-4> [SBL] (CHB),1.8,<-4> [SBL] (CHB),46.0,0,8,<1> (CSM), ,<-1>  , ,<-1>  ,25.3,0,0.1,0,4.0,0,6.2,0,7,<1> [GSM] (CHB), ,<-1>  
gtmpcnut,10/12/2020 11:00,2,1, ,0.035,0,0.088,0,0.018,0,0.023,<1> [GSM] (CHB),,<-4> [SCB] (CHB),0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-1>,,<-4> [SCB],,<-2> [GCM],1.30,0, ,<-1>  ,1.28,0,,<-1>,1.6,<-4> [SBL],1.2,<-4> [SBL],1.8,<-4> [SBL],47.0,0,3,0,130,<1> (CHB), ,<-1>  ,26.0,0,0.1,0,4.3,0,6.2,0,3,0, ,<-1>  
gtmpcnut,10/12/2020 13:30,2,1, ,0.036,0,0.071,0,0.007,0,0.018,<1> (CSM),,<-4> [SCB],0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-1>,,<-4> [SCB],,<-2> [GCM],1.50,0, ,<-1>  ,1.49,0,,<-1>,1.6,<-4> [SBL],1.2,<-4> [SBL],1.8,<-4> [SBL],47.0,0,3,0,140,<1> (CHB), ,<-1>  ,26.6,0,0.1,0,4.1,0,6.2,0,3,<1> (CSM), ,<-1>  
gtmpcnut,10/12/2020 16:00,2,1, ,0.039,0,0.079,0,0.009,0,0.016,<1> [SCC] (CHB),-0.002,<-3> [SNV] (CHB),0.014,<1> [SCC],0.023,<1> (CSM), ,<-1>,,<-1>,1.51,<1> (CSM),,<-1>,1.50,0, ,<-1>  ,1.49,0,,<-1>,1.6,<-4> [SBL],1.3,0,1.8,<-4> [SBL],45.0,0,7,0,130,<1> (CHB), ,<-1>  ,27.3,0,0.2,0,4.4,0,6.2,0,5,<1> (CSM), ,<-1>  
gtmpcnut,10/12/2020 18:30,2,1, ,0.047,0,0.075,0,0.084,0,0.017,<1> [SCC] (CSM),-0.002,<-3> [SNV],0.015,<1> [SCC],0.099,<1> (CSM), ,<-1>,,<-1>,1.22,<1> (CSM),,<-1>,1.20,0, ,<-1>  ,1.12,0,,<-1>,2.1,0,2.6,0,1.8,<-4> [SBL],35.0,0,14,0,110,<1> (CHB), ,<-1>  ,28.6,0,5.0,0,4.5,0,6.8,0,9,0, ,<-1>  
gtmpcnut,10/12/2020 21:00,2,1, ,0.046,0,0.073,0,0.075,0,0.017,<1> [SCC] (CSM),-0.002,<-3> [SNV],0.015,<1> [SCC],0.090,<1> (CSM), ,<-1>,,<-1>,1.22,<1> (CSM),,<-1>,1.20,0, ,<-1>  ,1.12,0,,<-1>,1.6,<-4> [SBL],2.1,0,1.8,<-4> [SBL],36.0,0,20,0,75,<1> [GSM] (CHB), ,<-1>  ,28.6,0,6.7,0,4.3,0,6.8,0,10,0, ,<-1>  
gtmpcnut,10/12/2020 23:30,2,1, ,0.037,0,0.079,0,0.015,0,0.016,<1> [SCC],-0.002,<-3> [SNV],0.014,<1> [SCC],0.029,<1> (CSM), ,<-1>,,<-1>,1.41,<1> (CSM),,<-1>,1.40,0, ,<-1>  ,1.38,0,,<-1>,1.6,<-4> [SBL],1.2,<-4> [SBL],1.8,<-4> [SBL],44.0,0,8,0,140,<1> (CHB), ,<-1>  ,26.4,0,0.2,0,4.1,0,6.2,0,4,0, ,<-1>  
gtmpcnut,10/13/2020 2:00,2,1, ,0.036,0,0.068,0,0.015,0,0.021,<1> [SCC] (CSM),-0.008,<-3> [SNV],0.013,<1> [SCC],0.028,<1> (CSM), ,<-1>,,<-1>,1.41,<1> (CSM),,<-1>,1.40,0, ,<-1>  ,1.38,0,,<-1>,1.6,<-4> [SBL],1.2,<-4> [SBL],1.8,<-4> [SBL],46.0,0,4,0,180,<1> (CHB), ,<-1>  ,25.5,0,0.1,0,4.3,0,6.2,0,3,0, ,<-1>  
gtmpcnut,10/13/2020 4:30,2,1, ,0.038,0,0.070,0,0.015,0,0.017,0,,<-4> [SCB],0.012,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-1>,,<-4> [SCB],,<-2> [GCM],1.40,0, ,<-1>  ,1.38,0,,<-1>,1.6,<-4> [SBL],1.2,<-4> [SBL],1.8,<-4> [SBL],46.0,0,3,0,180,<1> (CHB), ,<-1>  ,25.4,0,0.2,0,4.2,0,6.2,0,3,0, ,<-1>  
gtmpcnut,10/13/2020 7:00,2,1, ,0.048,0,0.086,0,0.052,0,0.016,0,0.017,0,0.033,0,0.085,0, ,<-1>,,<-1>,1.33,0,,<-1>,1.30,0, ,<-1>  ,1.25,0,,<-1>,2.1,0,2.3,0,1.8,<-4> [SBL],41.0,0,8,0,140,<1> (CHB), ,<-1>  ,25.9,0,2.7,0,4.0,0,6.5,0,6,0, ,<-1>  
gtmfmnut,10/13/2020 7:03,1,1, ,0.034,0,0.060,0,0.110,0,0.018,0,0.020,0,0.038,0,0.148,0,0.36,0,0.51,0,0.62,0,0.11,0,0.58,0,0.47,0,0.47,0,0.11,0,2.7,0,3.7,0,1.5,0,6.4,0,14,0,11,<1> [SRD] (CHB), ,<-1>  ,26.5,0,29.2,0,5.2,0,7.2,0,9,0,0.70,0
gtmfmnut,10/13/2020 7:06,1,2, ,0.036,0,0.060,0,0.100,0,0.018,0,0.018,0,0.036,0,0.136,0,0.32,0,0.46,0,0.62,0,0.16,0,0.58,0,0.42,0,0.48,0,0.16,0,2.6,0,3.3,0,1.0,0,6.2,0,13,0,88,<1> [SRD] (CHB), ,<-1>  ,26.5,0,29.2,0,5.2,0,7.2,0,8,0,0.70,0
gtmssnut,10/13/2020 8:22,1,1, ,0.043,0,0.092,0,0.120,0,0.020,0,0.046,0,0.066,0,0.186,0,0.38,0,0.57,0,0.73,0,0.16,0,0.66,0,0.50,0,0.54,0,0.16,0,4.1,0,6.0,0,2.8,0,5.9,0,33,0,53,<1> (CSM), ,<-1>  ,26.1,0,30.7,0,6.8,0,7.4,0,22,0,0.60,0
gtmssnut,10/13/2020 8:25,1,2, ,0.044,0,0.083,0,0.120,0,0.020,0,0.045,0,0.065,0,0.185,0,0.41,0,0.60,0,0.70,0,0.10,0,0.63,0,0.53,0,0.51,0,0.10,0,4.5,0,7.1,0,3.9,0,6.0,0,31,0,50,<1> (CSM), ,<-1>  ,26.1,0,30.7,0,6.8,0,7.4,0,18,0,0.60,0
gtmpcnut,10/13/2020 8:49,1,1, ,0.046,0,0.081,0,0.047,0,0.019,<1> (CSM),0.008,<1> (CSM),0.027,0,0.074,0,1.25,0,1.33,0,1.33,0,0.00,0,1.30,0,1.30,0,1.25,0,0.00,0,1.9,0,2.1,0,1.8,<-4> [SBL],44.0,0,4,0,130,<1> [GSM] (CHB),319.0,<1> [GSM] (CHB),26.3,0,7.8,0,3.3,0,6.6,0,4,0,0.25,0
gtmpcnut,10/13/2020 8:51,1,2, ,0.046,0,0.084,0,0.042,0,0.016,0,0.010,0,0.026,0,0.068,0,1.16,0,1.23,0,1.53,0,0.30,0,1.50,0,1.20,0,1.46,0,0.30,0,1.7,0,1.9,0,1.8,<-4> [SBL],44.0,0,5,<1> (CSM),154,<1> [GSM] (CHB), ,<-1>  ,26.3,0,7.8,0,3.3,0,6.6,0,4,0,0.25,0
gtmpcnut,10/13/2020 9:30,2,1, ,0.042,0,0.081,0,0.029,0,0.015,0,0.005,0,0.020,0,0.049,0, ,<-1>,,<-1>,1.42,0,,<-1>,1.40,0, ,<-1>  ,1.37,0,,<-1>,1.6,<-4> [SBL],1.6,0,1.8,<-4> [SBL],45.0,0,6,0,160,<1> (CHB), ,<-1>  ,25.9,0,2.3,0,4.0,0,6.4,0,4,0, ,<-1>  
gtmpinut,10/13/2020 9:48,1,1, ,0.062,0,0.100,0,0.045,0,0.086,<1> [SCC],-0.039,<-3> [SNV],0.047,<1> [SCC],0.092,<1> (CSM),0.65,0,0.75,<1> (CSM),0.97,<1> (CSM),0.22,0,0.92,0,0.70,0,0.88,0,0.22,0,2.6,0,4.3,0,2.6,0,14.0,0,20,<1> (CSM),20,<1> (CSM), ,<-1>  ,26.5,0,12.1,0,6.1,0,7.2,0,15,<1> (CSM),0.70,0
gtmpinut,10/13/2020 9:51,1,2, ,0.062,0,0.100,0,0.043,0,0.087,<1> [SCC],-0.038,<-3> [SNV],0.049,<1> [SCC],0.092,<1> (CSM),0.65,0,0.74,<1> (CSM),0.98,<1> (CSM),0.24,0,0.93,0,0.69,0,0.89,0,0.24,0,2.6,0,3.7,0,1.8,<-4> [SBL],15.0,0,19,0,19,<1> (CSM), ,<-1>  ,26.5,0,12.1,0,6.1,0,7.2,0,13,0,0.70,0
gtmpcnut,11/16/2020 9:30,2,1, ,0.031,<1> (CHB),0.074,0,0.032,0,0.010,<-4> [SBL] (CHB),,<-4> [SCB] (CHB),0.007,0,0.039,0,0.85,0,0.89,0,1.01,0,0.12,0,1.00,0,0.88,0,0.97,0,0.12,0,1.8,<1> (CHB),2.4,<1> (CHB),0.95,<1> (CHB),33.0,0,15,0, ,<-1>  , ,<-1>  ,23.4,0,7.0,0,4.2,0,6.7,0,7,<1> [GSM] (CHB), ,<-1>  
gtmpcnut,11/16/2020 12:00,2,1, ,0.029,<1> (CHB),0.067,0,0.034,0,0.010,<-4> [SBL] (CHB),,<-4> [SCB] (CHB),0.017,0,0.051,0, ,<-1>,,<-1>,0.75,0,,<-1>,0.73,0, ,<-1>  ,0.70,0,,<-1>,3.4,0,4.0,0,1.5,<-4> [SBL],21.0,0,14,0,51,<1> [GSM] (CHB), ,<-1>  ,24.4,0,16.9,0,5.4,0,7.3,0,8,<1> (CHB), ,<-1>  
gtmpcnut,11/16/2020 14:30,2,1, ,0.027,0,0.058,0,0.029,0,0.010,<-4> [SBL] (CHB),,<-4> [SCB] (CHB),0.017,0,0.046,0, ,<-1>,,<-1>,0.71,0,,<-1>,0.69,0, ,<-1>  ,0.66,0,,<-1>,2.3,0,2.6,0,0.90,<-4> [SBL],23.0,0,10,0,53,<1> [GSM] (CHB), ,<-1>  ,24.4,0,15.5,0,5.2,0,7.2,0,5,0, ,<-1>  
gtmpcnut,11/16/2020 17:00,2,1, ,0.030,0,0.071,0,0.021,0,0.010,<-4> [SBL] (CHB),,<-4> [SCB] (CHB),0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-1>,,<-4> [SCB],,<-2> [GCM],1.10,0, ,<-1>  ,1.08,0,,<-1>,1.9,0,2.2,0,1.8,<-4> [SBL],36.0,0,14,0,170,<1> (CHB), ,<-1>  ,23.7,0,4.6,0,4.6,0,6.6,0,7,0, ,<-1>  
gtmpcnut,11/16/2020 19:30,2,1, ,0.029,0,0.061,0,0.013,0,0.010,<-4> [SBL] (CHB),,<-4> [SCB] (CHB),0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-1>,,<-4> [SCB],,<-2> [GCM],1.20,0, ,<-1>  ,1.19,0,,<-1>,1.7,0,1.8,0,1.6,<-4> [SBL],43.0,0,6,0,300,<1> (CHB), ,<-1>  ,23.0,0,0.7,0,4.4,0,6.4,0,4,0, ,<-1>  
gtmpcnut,11/16/2020 22:00,2,1, ,0.030,0,0.063,0,0.018,0,0.010,<-4> [SBL],,<-4> [SCB],0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-1>,,<-4> [SCB],,<-2> [GCM],1.10,0, ,<-1>  ,1.08,0,,<-1>,1.4,<-4> [SBL],1.4,0,1.5,<-4> [SBL],41.0,0,6,0,270,<1> (CHB), ,<-1>  ,22.9,0,3.0,0,4.5,0,6.5,0,4,0, ,<-1>  
gtmpcnut,11/17/2020 0:30,2,1, ,0.031,0,0.059,0,0.031,0,0.010,<-4> [SBL],,<-4> [SCB],0.012,0,0.043,0, ,<-1>,,<-1>,0.85,0,,<-1>,0.84,0, ,<-1>  ,0.81,0,,<-1>,2.2,0,2.4,0,1.8,<-4> [SBL],28.0,0,7,0,92,<1> [GSM] (CHB), ,<-1>  ,23.2,0,11.6,0,4.9,0,6.9,0,4,0, ,<-1>  
gtmpcnut,11/17/2020 3:00,2,1, ,0.035,0,0.070,0,0.025,0,0.010,<-4> [SBL],,<-4> [SCB],0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-1>,,<-4> [SCB],,<-2> [GCM],0.88,0, ,<-1>  ,0.86,0,,<-1>,1.1,0,1.4,0,1.2,<-4> [SBL],38.0,0,7,0,190,<1> (CHB), ,<-1>  ,22.1,0,3.5,0,4.5,0,6.6,0,5,<1> (CSM), ,<-1>  
gtmpcnut,11/17/2020 5:30,2,1, ,0.031,0,0.060,0,0.015,0,0.010,<-4> [SBL],,<-4> [SCB],0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-1>,,<-4> [SCB],,<-2> [GCM],1.10,0, ,<-1>  ,1.08,0,,<-1>,1.6,<-4> [SBL],1.2,<-4> [SBL],1.8,<-4> [SBL],43.0,0,4,0,230,<1> (CHB), ,<-1>  ,21.4,0,0.4,0,4.4,0,6.4,0,3,0, ,<-1>  
gtmpcnut,11/17/2020 8:00,2,1, ,0.035,0,0.083,0,0.015,0,0.010,<-4> [SBL] (CSM),,<-4> [SCB],0.004,<-4> [SBL],,<-4> [SCB], ,<-1>,,<-1>,,<-4> [SCB],,<-2> [GCM],1.20,0, ,<-1>  ,1.18,0,,<-1>,1.4,<-4> [SBL],1.8,0,1.6,<-4> [SBL],44.0,0,14,0,260,<1> (CHB), ,<-1>  ,21.0,0,0.3,0,4.4,0,6.4,0,8,0, ,<-1>  
gtmfmnut,11/17/2020 10:28,1,1, ,0.010,0,0.030,0,0.009,0,0.003,0,0.006,0,0.009,0,0.018,0,0.25,0,0.27,0,0.35,0,0.08,0,0.34,0,0.26,0,0.33,0,0.08,0,4.1,0,4.4,0,0.90,<-4> [SBL],2.9,0,9,0,3,<1> [GSM] (CHB), ,<-1>  ,22.9,0,33.6,0,8.3,0,7.6,0,6,0,0.90,0
gtmpcnut,11/17/2020 10:30,2,1, ,0.032,0,0.072,0,0.036,0,0.010,<-4> [SBL],,<-4> [SCB],0.007,0,0.043,0, ,<-1>,,<-1>,1.01,0,,<-1>,1.00,0, ,<-1>,0.96,0,,<-1>,2.7,0,3.0,0,1.6,<-4> [SBL],34.0,0,10,0,170,<1> (CHB), ,<-1>  ,21.2,0,7.6,0,4.8,0,6.8,0,7,0, ,<-1>  
gtmfmnut,11/17/2020 10:31,1,2, ,0.010,0,0.029,0,0.008,0,0.002,0,0.005,0,0.007,0,0.015,0,0.25,0,0.27,0,0.36,0,0.09,0,0.35,0,0.26,0,0.34,0,0.09,0,4.2,0,4.6,0,0.90,<-4> [SBL],2.8,0,9,0,3,<1> [GSM] (CHB), ,<-1>  ,22.9,0,33.6,0,8.3,0,7.6,0,6,0,0.90,0
gtmssnut,11/17/2020 12:11,1,1, ,0.015,0,0.035,0,0.021,0,0.002,<-4> [SBL],,<-4> [SCB],0.007,0,0.028,0,0.29,0,0.32,0,0.41,0,0.09,0,0.40,0,0.31,0,0.38,0,0.09,0,4.3,0,4.8,0,0.90,<-4> [SBL],2.8,0,14,0,8,<1> [GSM] (CHB), ,<-1>  ,23.1,0,33.2,0,6.8,0,7.6,0,8,0,1.20,0
gtmssnut,11/17/2020 12:14,1,2, ,0.013,0,0.037,0,0.013,0,0.002,<-4> [SBL],,<-4> [SCB],0.005,0,0.018,0,0.25,0,0.26,0,0.40,0,0.14,0,0.40,0,0.26,0,0.39,0,0.14,0,3.1,0,3.4,0,0.90,<-4> [SBL],2.7,0,13,0,6,<1> [GSM] (CHB), ,<-1>  ,23.1,0,33.2,0,6.8,0,7.6,0,8,0,1.20,0
gtmpinut,11/17/2020 13:45,1,1, ,0.027,0,0.056,0,0.021,0,0.007,0,0.009,0,0.016,0,0.037,0,0.37,0,0.41,0,0.53,0,0.12,0,0.51,0,0.39,0,0.49,0,0.12,0,5.1,0,6.2,0,1.4,0,5.7,0,25,0,6,<1> [GSM] (CHB), ,<-1>  ,23.1,0,28.5,0,2.1,<1> [GQS],7.4,0,8,0,0.90,0
gtmpcnut,11/17/2020 13:46,1,1, ,0.030,0,0.061,0,0.032,0,0.010,<-4> [SBL],,<-4> [SCB],0.016,0,0.048,0,0.56,0,0.61,0,0.74,0,0.13,0,0.72,0,0.59,0,0.69,0,0.13,0,3.9,0,4.3,0,0.90,<-4> [SBL],21.0,0,7,<1> (CSM),61,<1> [GSM] (CHB),52.5,<1> [GSM] (CHB),22.0,0,18.0,0,5.2,0,7.2,0,5,0,0.60,0
gtmpinut,11/17/2020 13:47,1,2, ,0.027,0,0.060,0,0.021,0,0.006,0,0.010,0,0.016,0,0.037,0,0.34,0,0.38,0,0.52,0,0.14,0,0.50,0,0.36,0,0.48,0,0.14,0,5.4,0,6.5,0,1.5,0,6.0,0,24,0,3,<1> [GSM] (CHB), ,<-1>  ,23.1,0,28.5,0,2.1,<1> [GQS],7.4,0,9,0,0.90,0
