Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,DOP,F_DOP,TDP,F_TDP,TP,F_TP,PHOSP,F_PHOSP,NH4F,F_NH4F,NO23F,F_NO23F,DIN,F_DIN,DON,F_DON,TDN,F_TDN,TN,F_TN,TKN,F_TKN,TKNF,F_TKNF,TON,F_TON,PON,F_PON,PN,F_PN,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,DOC,F_DOC,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ENTERO_MPN,F_ENTERO_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,Color,F_Color,SECCHI,F_SECCHI
gtmpcnut,10/30/2023 21:15,2,1,,0.026,0,,<-1>,,<-1>,0.051,0,,<-1>,0.024,0,0.013,0,0.037,0,,<-1>,,<-1>,0.87,0,0.86,0,,<-1>,0.84,0,,<-1>,,<-1>,2.1,0,2.2,0,1.5,<-4> [SBL],31.0,0,6,0,,<-1>,30,<1> (CHB),23.7,0,6.9,0,4.5,0,6.5,0,,<-1>,,<-1>
gtmpcnut,10/30/2023 23:45,2,1,,0.024,0,,<-1>,,<-1>,0.053,0,,<-1>,0.028,0,0.017,0,0.045,0,,<-1>,,<-1>,0.73,0,0.71,0,,<-1>,0.68,0,,<-1>,,<-1>,2.9,0,3.1,0,1.5,<-4> [SBL],21.0,0,16,0,,<-1>,73,<1> (CHB),24.6,0,15.9,0,4.8,0,6.9,0,,<-1>,,<-1>
gtmpcnut,10/31/2023 2:15,2,1,,0.026,0,,<-1>,,<-1>,0.047,0,,<-1>,0.028,0,0.017,0,0.045,0,,<-1>,,<-1>,0.75,0,0.73,0,,<-1>,0.70,0,,<-1>,,<-1>,2.4,0,2.9,0,0.90,<-4> [SBL],22.0,0,15,0,,<-1>,31,<1> (CHB),24.4,0,15.2,0,4.5,0,6.8,0,,<-1>,,<-1>
gtmpcnut,10/31/2023 4:45,2,1,,0.028,0,,<-1>,,<-1>,0.052,0,,<-1>,0.028,0,0.013,0,0.041,0,,<-1>,,<-1>,0.94,0,0.93,0,,<-1>,0.90,0,,<-1>,,<-1>,1.7,0,2.0,0,1.3,<-4> [SBL],31.0,0,10,0,,<-1>,84,<1> (CHB),22.8,0,5.6,0,4.4,0,6.5,0,,<-1>,,<-1>
gtmpcnut,10/31/2023 7:15,2,1,,0.030,0,,<-1>,,<-1>,0.056,0,,<-1>,0.027,0,0.022,0,0.049,0,,<-1>,,<-1>,0.93,0,0.91,0,,<-1>,0.88,0,,<-1>,,<-1>,1.5,0,1.5,0,1.1,<-4> [SBL],34.0,0,4,0,,<-1>,121,<1> (CHB),22.3,0,2.7,0,4.0,0,6.5,0,,<-1>,,<-1>
gtmpcnut,10/31/2023 9:45,2,1,,0.025,0,,<-1>,,<-1>,0.053,0,,<-1>,0.032,0,0.016,0,0.048,0,,<-1>,,<-1>,0.84,0,0.82,0,,<-1>,0.79,0,,<-1>,,<-1>,2.7,0,2.6,0,2.2,<-4> [SBL],27.0,0,19,0,,<-1>,97,<1> (CHB),23.0,0,8.5,0,4.5,0,6.6,0,,<-1>,,<-1>
gtmfmnut,11/7/2023 10:34,1,1,,0.015,0,0.007,0,0.022,0,0.029,0,0.007,0,0.030,0,0.005,0,0.035,0,0.42,0,0.46,0,0.46,0,0.46,0,0.45,<1> [SRD],0.43,0,0.01,0,0.01,0,3.2,0,3.3,0,0.90,<-4> [SBL],3.1,0,7,0,6,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),20.7,0,33.5,0,6.7,0,8.0,0,4.6,0,1.4,0
gtmfmnut,11/7/2023 10:35,1,2,,0.014,0,0.008,0,0.022,0,0.030,0,0.008,0,0.014,0,0.005,0,0.019,0,0.27,0,0.29,0,0.38,0,0.37,0,0.28,<1> [SRD],0.36,0,0.09,0,0.09,0,3.0,0,3.2,0,0.90,<-4> [SBL],3.3,0,8,<1> (CSM),3,<-4> [SBL] (CHB),10,<-4> [SBL] (CHB),20.7,0,33.5,0,6.7,0,8.0,0,3.8,<1> (CSM),1.4,0
gtmssnut,11/7/2023 11:41,1,1,,0.029,0,0.009,0,0.038,0,0.048,0,0.010,0,0.035,0,0.042,0,0.077,0,0.32,0,0.40,0,0.58,0,0.54,0,0.36,0,0.50,0,0.18,0,0.18,0,2.8,0,3.1,0,0.90,<-4> [SBL],4.7,0,11,0,3,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),20.3,0,31.7,0,6.4,0,7.9,0,13,0,1.1,0
gtmssnut,11/7/2023 11:44,1,2,,0.029,0,0.008,0,0.037,0,0.046,0,0.009,0,0.032,0,0.042,0,0.074,0,0.27,0,0.34,0,0.51,0,0.47,0,0.30,0,0.44,0,0.17,0,0.17,0,2.9,0,3.4,0,0.90,<-4> [SBL],4.9,0,7,0,6,<1> [GSM] (CHB),20,<1> (CHB),20.3,0,31.7,0,6.4,0,7.9,0,16,0,1.1,0
gtmpcnut,11/7/2023 12:58,1,1,,0.025,0,0.011,0,0.036,0,0.044,0,0.008,0,0.017,0,0.008,0,0.025,0,0.63,<1> (CSM),0.66,<1> [SCC],0.63,<1> [SCC],0.62,<1> [SCC],0.65,<1> [SCC],0.60,<1> (CSM),-0.03,<-3> [SNV],-0.03,<-3> [SNV],2.6,0,2.6,0,0.98,<-4> [SBL],22.0,0,4,0,36,<1> [GSM] (CHB),10,<1> (CHB),19.6,0,7.6,0,5.0,0,6.5,0,260,0,0.45,0
gtmpcnut,11/7/2023 12:59,1,2,,0.025,0,0.016,0,0.041,0,0.044,0,0.003,0,0.029,0,0.009,0,0.038,0,0.70,<1> (CSM),0.74,<1> [SCC],0.70,<1> [SCC],0.69,<1> [SCC],0.73,<1> [SCC],0.66,<1> (CSM),-0.04,<-3> [SNV],-0.04,<-3> [SNV],2.9,0,2.7,0,2.1,<-4> [SBL],20.0,0,4,0,50,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),19.6,0,7.6,0,5.0,0,6.5,0,250,0,0.45,0
gtmpinut,11/7/2023 13:10,1,1,,0.034,0,0.008,0,0.042,0,0.061,0,0.019,0,0.038,0,0.010,0,0.048,0,0.53,0,0.58,0,0.71,0,0.70,0,0.57,0,0.66,0,0.13,0,0.13,0,4.9,0,6.0,0,1.4,0,8.4,0,15,0,6,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),20.0,0,22.7,0,5.6,0,7.5,0,35,0,0.95,0
gtmpinut,11/7/2023 13:10,1,2,,0.032,0,0.012,0,0.044,0,0.058,0,0.014,0,0.040,0,0.011,0,0.051,0,0.49,0,0.54,0,0.69,0,0.68,0,0.53,0,0.64,0,0.15,0,0.15,0,5.0,0,5.8,0,1.3,<-4> [SBL],8.9,0,14,0,3,<-4> [SBL] (CHB),10,<-4> [SBL] (CHB),20.0,0,22.7,0,5.6,0,7.5,0,34,0,0.95,0
gtmpcnut,11/27/2023 9:30,2,1,,0.029,<1> (CHB),0.007,<1> (CSM),0.036,0,0.068,0,0.032,0,0.039,0,0.023,0,0.062,0,0.52,0,0.58,0,0.70,0,0.68,0,0.56,0,0.64,0,0.12,0,0.12,0,2.4,<-4> [SBL] (CHB),2.1,<1> (CHB),2.6,<-4> [SBL] (CHB),11.0,0,24,0,,<-1>,,<-1>,18.8,0,21.9,0,6.0,0,7.6,0,,<-1>,,<-1>
gtmpcnut,11/27/2023 12:00,2,1,,0.028,<1> (CHB),,<-1>,,<-1>,0.050,0,,<-1>,0.038,0,0.025,0,0.063,0,,<-1>,,<-1>,0.68,0,0.66,0,,<-1>,0.62,0,,<-1>,,<-1>,2.7,<1> (CHB),2.8,<1> (CHB),1.5,<-4> [SBL] (CHB),8.8,0,14,0,,<-1>,,<-1>,19.0,0,24.2,0,6.5,0,7.7,0,,<-1>,,<-1>
gtmpcnut,11/27/2023 14:30,2,1,,0.028,<1> (CHB),,<-1>,,<-1>,0.055,0,,<-1>,0.032,0,0.021,0,0.053,0,,<-1>,,<-1>,0.65,0,0.63,0,,<-1>,0.60,0,,<-1>,,<-1>,2.3,0,2.9,0,1.3,<-4> [SBL],13.0,0,29,0,,<-1>,31,<1> [GSM] (CHB),19.1,0,18.6,0,6.1,0,7.4,0,,<-1>,,<-1>
gtmpcnut,11/27/2023 17:00,2,1,,0.031,0,,<-1>,,<-1>,0.053,0,,<-1>,0.024,0,0.012,0,0.036,0,,<-1>,,<-1>,0.86,0,0.85,0,,<-1>,0.83,0,,<-1>,,<-1>,1.1,0,1.6,0,0.90,<-4> [SBL],21.0,0,7,0,,<-1>,121,<1> (CHB),18.6,0,6.8,0,5.9,0,7.0,0,,<-1>,,<-1>
gtmpcnut,11/27/2023 19:30,2,1,,0.030,0,,<-1>,,<-1>,0.048,0,,<-1>,0.022,0,0.010,0,0.032,0,,<-1>,,<-1>,0.81,0,0.80,0,,<-1>,0.78,0,,<-1>,,<-1>,1.2,<-4> [SBL],0.86,<-4> [SBL],1.3,<-4> [SBL],24.0,0,5,<1> (CSM),,<-1>,146,<1> (CHB),18.2,0,3.7,0,5.8,0,6.9,0,,<-1>,,<-1>
gtmpcnut,11/27/2023 22:00,2,1,,0.029,0,,<-1>,,<-1>,0.050,0,,<-1>,0.026,0,0.017,0,0.043,0,,<-1>,,<-1>,0.81,0,0.79,0,,<-1>,0.76,0,,<-1>,,<-1>,1.5,0,2.1,0,0.98,<-4> [SBL],15.0,0,22,0,,<-1>,119,<1> (CHB),18.7,0,14.7,0,5.7,0,7.1,0,,<-1>,,<-1>
gtmpcnut,11/28/2023 0:30,2,1,,0.028,0,,<-1>,,<-1>,0.045,0,,<-1>,0.031,0,0.020,0,0.051,0,,<-1>,,<-1>,0.47,0,0.45,0,,<-1>,0.42,0,,<-1>,,<-1>,1.8,0,2.1,0,1.1,<-4> [SBL],12.0,0,17,0,,<-1>,63,<1> (CHB),19.0,0,20.2,0,5.9,0,7.4,0,,<-1>,,<-1>
gtmpcnut,11/28/2023 3:00,2,1,,0.030,0,,<-1>,,<-1>,0.053,0,,<-1>,0.024,0,0.010,0,0.034,0,,<-1>,,<-1>,0.74,0,0.73,0,,<-1>,0.71,0,,<-1>,,<-1>,1.4,<-4> [SBL],1.0,<-4> [SBL],1.5,<-4> [SBL],23.0,0,9,0,,<-1>,145,<1> (CHB),17.3,0,4.7,0,5.8,0,7.0,0,,<-1>,,<-1>
gtmpcnut,11/28/2023 5:30,2,1,,0.030,0,,<-1>,,<-1>,0.050,0,,<-1>,0.020,0,0.012,0,0.032,0,,<-1>,,<-1>,0.75,0,0.74,0,,<-1>,0.72,0,,<-1>,,<-1>,1.0,<-4> [SBL],0.75,<-4> [SBL],1.1,<-4> [SBL],25.0,0,5,0,,<-1>,132,<1> (CHB),16.8,0,1.6,0,5.7,0,6.9,0,,<-1>,,<-1>
gtmpcnut,11/28/2023 8:00,2,1,,0.032,0,,<-1>,,<-1>,0.047,0,,<-1>,0.025,0,0.011,0,0.036,0,,<-1>,,<-1>,0.79,0,0.78,0,,<-1>,0.76,0,,<-1>,,<-1>,1.2,<-4> [SBL],0.99,0,1.3,<-4> [SBL],22.0,0,8,0,,<-1>,108,<1> (CHB),16.6,0,4.5,0,5.9,0,6.9,0,,<-1>,,<-1>
gtmpcnut,11/28/2023 10:30,2,1,,0.026,0,,<-1>,,<-1>,0.049,0,,<-1>,0.031,0,0.015,0,0.046,0,,<-1>,,<-1>,0.58,0,0.57,0,,<-1>,0.54,0,,<-1>,,<-1>,3.2,0,3.7,0,1.6,<-4> [SBL],12.0,0,19,0,,<-1>,31,<1> (CHB),17.2,0,20.3,0,6.2,0,7.5,0,,<-1>,,<-1>
gtmpcnut,12/11/2023 9:30,2,1,,0.037,<1> (CHB),0.008,<1> (CSM),0.045,0,0.071,0,0.026,0,0.040,0,0.020,0,0.060,0,0.33,0,0.39,0,0.57,0,0.55,0,0.37,0,0.51,0,0.18,0,0.18,0,3.4,<1> [GSM] (CHB),4.3,<1> [GSM] (CHB),1.3,<-4> [SBL] (CSM),14.0,0,16,0,,<-1>,,<-1>,17.0,0,14.1,0,7.3,0,7.6,0,,<-1>,,<-1>
gtmpcnut,12/11/2023 12:00,2,1,,0.034,<1> (CHB),,<-1>,,<-1>,0.059,0,,<-1>,0.035,0,0.019,0,0.054,0,,<-1>,,<-1>,0.53,0,0.51,0,,<-1>,0.48,0,,<-1>,,<-1>,3.8,<1> (CSM),4.0,<1> (CSM),1.9,<-4> [SBL] (CSM),14.0,0,10,0,,<-1>,,<-1>,17.2,0,15.0,0,7.3,0,7.6,0,,<-1>,,<-1>
gtmpcnut,12/11/2023 14:30,2,1,,0.038,0,,<-1>,,<-1>,0.062,0,,<-1>,0.045,0,0.023,0,0.068,0,,<-1>,,<-1>,0.53,0,0.51,0,,<-1>,0.46,0,,<-1>,,<-1>,1.8,<1> (CSM),2.1,<1> (CSM),0.90,<-4> [SBL] (CSM),17.0,0,7,0,,<-1>,30,<1> (CHB),18.0,0,8.8,0,7.0,0,7.4,0,,<-1>,,<-1>
gtmpcnut,12/11/2023 17:00,2,1,,0.038,0,,<-1>,,<-1>,0.057,0,,<-1>,0.035,0,0.021,0,0.056,0,,<-1>,,<-1>,0.57,0,0.55,0,,<-1>,0.52,0,,<-1>,,<-1>,1.7,<1> (CSM),1.9,<1> (CSM),0.90,<-4> [SBL] (CSM),18.0,0,5,0,,<-1>,41.5,<1> [GSM] (CHB),17.9,0,7.5,0,6.9,0,7.3,0,,<-1>,,<-1>
gtmpcnut,12/11/2023 19:30,2,1,,0.038,0,,<-1>,,<-1>,0.061,0,,<-1>,0.035,0,0.022,0,0.057,0,,<-1>,,<-1>,0.59,0,0.57,0,,<-1>,0.53,0,,<-1>,,<-1>,2.4,<1> (CSM),2.7,<1> (CSM),1.0,<-4> [SBL] (CSM),17.0,0,6,0,,<-1>,41,<1> (CHB),17.7,0,8.0,0,7.3,0,7.3,0,,<-1>,,<-1>
gtmpcnut,12/11/2023 22:00,2,1,,0.037,0,,<-1>,,<-1>,0.057,0,,<-1>,0.031,0,0.022,0,0.053,0,,<-1>,,<-1>,0.53,0,0.51,0,,<-1>,0.48,0,,<-1>,,<-1>,2.0,<1> (CSM),2.3,<1> (CSM),0.90,<-4> [SBL] (CSM),14.0,0,6,0,,<-1>,20,<1> (CHB),17.3,0,13.3,0,7.3,0,7.5,0,,<-1>,,<-1>
gtmpcnut,12/12/2023 0:30,2,1,,0.038,0,,<-1>,,<-1>,0.056,0,,<-1>,0.035,0,0.024,0,0.059,0,,<-1>,,<-1>,0.58,0,0.56,0,,<-1>,0.52,0,,<-1>,,<-1>,1.3,0,1.6,0,0.90,<-4> [SBL],16.0,0,4,0,,<-1>,40,<1> (CHB),17.5,0,10.7,0,7.1,0,7.4,0,,<-1>,,<-1>
gtmpcnut,12/12/2023 3:00,2,1,,0.038,0,,<-1>,,<-1>,0.059,0,,<-1>,0.036,0,0.023,0,0.059,0,,<-1>,,<-1>,0.58,0,0.56,0,,<-1>,0.52,0,,<-1>,,<-1>,1.9,0,2.2,0,0.90,<-4> [SBL],17.0,0,5,0,,<-1>,20,<1> (CHB),17.3,0,8.3,0,6.8,0,7.3,0,,<-1>,,<-1>
gtmpcnut,12/12/2023 5:30,2,1,,0.038,0,,<-1>,,<-1>,,<-2> [GDM] (CSM),,<-2> [GCM],0.040,0,0.019,0,0.059,0,,<-1>,,<-1>,,<-2> [GCM],,<-2> [GDM] (CSM),,<-1>,,<-2> [GCM],,<-2> [GCM],,<-2> [GCM],,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),19.0,0,,<-2> [GDM] (CSM),,<-1>,,<-2> [GDM] (CSM),16.6,0,5.0,0,6.6,0,7.2,0,,<-1>,,<-1>
gtmpcnut,12/12/2023 8:00,2,1,,0.038,0,,<-1>,,<-1>,0.058,0,,<-1>,0.033,0,0.022,0,0.055,0,,<-1>,,<-1>,0.51,0,0.49,0,,<-1>,0.46,0,,<-1>,,<-1>,1.7,0,1.8,0,0.90,<-4> [SBL],17.0,0,6,0,,<-1>,10,<1> (CHB),15.8,0,11.0,0,7.2,0,7.4,0,,<-1>,,<-1>
gtmpcnut,12/12/2023 10:30,2,1,,,<-2> [GDM] (CSM),,<-1>,,<-1>,,<-2> [GDM] (CSM),,<-2> [GCM],,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GCM],,<-1>,,<-1>,,<-2> [GCM],,<-2> [GDM] (CSM),,<-1>,,<-2> [GCM],,<-2> [GCM],,<-2> [GCM],,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>,,<-2> [GDM] (CSM),,<-2> (CSM),,<-2> (CSM),,<-2> (CSM),,<-2> (CSM),,<-1>,,<-1>
gtmfmnut,12/12/2023 8:13,1,1,,0.013,0,0.002,0,0.015,0,0.033,0,0.018,0,0.054,0,0.012,0,0.066,0,0.14,0,0.20,0,0.28,0,0.27,0,0.19,0,0.22,0,0.08,0,0.08,0,5.2,0,5.9,0,0.92,0,3.0,0,18,0,,<-2> (CSM),10,<-4> [SBL] (CHB),17.3,0,35.0,0,7.5,0,8.0,0,2.5,<-4> [SBL],0.7,0
gtmfmnut,12/12/2023 8:15,1,2,,0.012,0,0.002,0,0.014,0,0.034,0,0.020,0,0.016,0,0.009,0,0.025,0,,<-4> [SCB],,<-4> [SCB],0.19,0,0.18,0,0.16,<-4> [SBL],0.16,0,,<-4> [SCB],,<-2> [GCM],5.4,<1> (CSM),6.1,<1> (CSM),1.8,<-4> [SBL],2.8,0,16,0,,<-2> (CSM),10,<-4> [SBL] (CHB),17.3,0,35.0,0,7.5,0,8.0,0,2.5,<-4> [SBL],0.7,0
gtmssnut,12/12/2023 9:32,1,1,,0.011,0,0.002,0,0.013,0,0.034,0,0.021,0,0.008,0,0.007,0,0.015,0,0.20,0,0.22,0,0.26,0,0.25,0,0.21,0,0.24,0,0.04,0,0.04,0,6.9,0,7.6,0,1.5,<-4> [SBL],2.9,0,14,0,,<-2> (CSM),10,<1> (CHB),17.6,0,34.6,0,7.4,0,8.1,0,2.5,<-4> [SBL],1.0,0
gtmssnut,12/12/2023 9:34,1,2,,0.012,0,0.003,0,0.015,0,0.029,0,0.014,0,0.008,0,0.008,0,0.016,0,0.17,0,0.19,0,0.29,0,0.28,0,0.18,0,0.27,0,0.10,0,0.10,0,6.2,0,7.4,0,1.4,0,3.1,0,16,0,,<-2> (CSM),10,<1> (CHB),17.6,0,34.6,0,7.4,0,8.1,0,2.5,<-4> [SBL],1.0,0
gtmpinut,12/12/2023 11:15,1,1,,0.034,0,0.004,0,0.038,0,0.056,0,0.018,0,0.046,0,0.030,0,0.076,0,0.35,0,0.43,0,0.51,0,0.48,0,0.40,0,0.43,0,0.08,0,0.08,0,4.1,0,5.0,0,1.3,0,7.4,0,12,0,11,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),16.9,0,24.3,0,7.1,0,7.8,0,30,0,0.4,0
gtmpinut,12/12/2023 11:17,1,2,,0.033,0,0.007,0,0.040,0,0.054,0,0.014,0,0.047,0,0.032,0,0.079,0,0.40,0,0.48,0,0.48,0,0.45,0,0.45,0,0.40,0,0.00,0,0.00,0,4.3,0,5.0,0,1.1,0,7.9,0,11,0,11,<1> [GSM] (CHB),,<-2> [GDM] (CSM),16.9,0,24.3,0,7.1,0,7.8,0,31,<1> (CSM),0.4,0
gtmpcnut,12/12/2023 11:24,1,1,,0.029,0,0.008,0,0.037,0,0.052,0,0.015,0,0.021,0,0.014,0,0.035,0,0.41,0,0.44,0,0.47,0,0.46,0,0.43,0,0.44,0,0.03,0,0.03,0,2.9,0,3.4,0,1.2,<-4> [SBL],9.6,0,8,0,8,<1> [GSM] (CHB),20,<1> (CHB),15.0,0,22.5,0,7.6,0,7.7,0,72,<1> (CSM),0.75,0
gtmpcnut,12/12/2023 11:29,1,2,,0.031,0,0.005,0,0.036,0,0.049,0,0.013,0,0.022,0,0.014,0,0.036,0,0.34,0,0.37,0,0.46,0,0.45,0,0.36,0,0.43,0,0.09,0,0.09,0,2.8,0,3.2,0,0.90,<-4> [SBL],9.5,0,8,<1> (CSM),6,<1> [GSM] (CHB),31,<1> (CHB),15.0,0,22.5,0,7.6,0,7.7,0,72,0,0.75,0
