Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,DOP,F_DOP,TDP,F_TDP,TP,F_TP,PHOSP,F_PHOSP,NH4F,F_NH4F,NO23F,F_NO23F,DIN,F_DIN,DON,F_DON,TDN,F_TDN,TN,F_TN,TKN,F_TKN,TKNF,F_TKNF,TON,F_TON,PON,F_PON,PN,F_PN,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,DOC,F_DOC,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ENTERO_MPN,F_ENTERO_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,Color,F_Color,SECCHI,F_SECCHI
gtmfmnut,1/9/2023 9:50,1,1,,0.004,<-4> [SBL],,<-4> [SCB],0.011,0,0.017,0,0.006,0,0.007,0,0.004,<-4> [SBL],,<-4> [SCB],0.19,0,,<-4> [SCB],,<-4> [SCB],0.22,0,0.20,0,0.21,0,0.02,0,,<-2> [GCM],2.8,0,2.9,0,0.98,<-4> [SBL],2.7,0,5,0,4,<-4> [SBL] (CHB),10,<-4> [SBL] (CHB),18.1,0,35.4,0,7.7,<1> (CSM),8.0,0,18,<-4> [SBL],,<-2>
gtmfmnut,1/9/2023 9:53,1,2,,0.004,<-4> [SBL],,<-4> [SCB],0.011,0,0.016,0,0.005,0,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],0.16,0,,<-4> [SCB],,<-4> [SCB],0.22,0,0.17,0,0.21,0,0.05,0,,<-2> [GCM],2.8,0,2.7,0,1.0,<-4> [SBL],2.4,0,3,0,3,<-4> [SBL] (CHB),10,<-4> [SBL] (CHB),18.1,0,35.4,0,7.7,<1> (CSM),8.0,0,18,<-4> [SBL],,<-2>
gtmssnut,1/9/2023 10:50,1,1,,0.004,<-4> [SBL],,<-4> [SCB],0.011,0,0.027,0,0.016,0,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],0.19,0,,<-4> [SCB],,<-4> [SCB],0.30,0,0.20,0,0.29,0,0.10,0,,<-2> [GCM],7.2,0,8.4,0,1.5,0,2.5,0,11,0,3,<-4> [SBL] (CHB),10,<-4> [SBL] (CHB),17.0,0,35.1,0,7.7,<1> (CSM),8.0,0,18,<-4> [SBL],1.4,0
gtmssnut,1/9/2023 10:53,1,2,,0.004,<-4> [SBL],,<-4> [SCB],0.013,0,0.025,0,0.012,0,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],0.20,0,,<-4> [SCB],,<-4> [SCB],0.26,0,0.21,0,0.25,0,0.05,0,,<-2> [GCM],7.4,0,8.5,0,1.5,0,2.1,0,14,0,3,<-4> [SBL] (CHB),10,<-4> [SBL] (CHB),17.0,0,35.1,0,7.7,<1> (CSM),8.0,0,18,<-4> [SBL],1.4,0
gtmpinut,1/9/2023 12:20,1,1,,0.028,0,0.012,0,0.040,0,0.052,0,0.012,0,0.011,0,0.011,0,0.022,0,0.31,0,0.33,0,0.41,0,0.40,0,0.32,0,0.39,0,0.08,0,0.08,0,7.0,0,7.5,0,0.98,<-4> [SBL],6.6,0,6,0,3,<-4> [SBL] (CHB),10,<1> (CHB),16.9,0,26.7,0,7.7,<1> (CSM),7.8,0,20,0,1.2,0
gtmpinut,1/9/2023 12:23,1,2,,0.026,0,0.012,0,0.038,0,0.047,0,0.009,0,0.012,0,0.011,0,0.023,0,0.35,0,0.37,0,0.48,0,0.47,0,0.36,0,0.46,0,0.11,0,0.11,0,6.5,<1> (CSM),7.2,<1> (CSM),1.1,<-4> [SBL],6.9,0,7,0,3,<-4> [SBL] (CHB),10,<-4> [SBL] (CHB),16.9,0,26.7,0,7.7,<1> (CSM),7.8,0,19,0,1.2,0
gtmpcnut,1/9/2023 13:18,1,1,,0.021,0,0.013,0,0.034,0,0.043,0,0.009,0,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],0.34,0,,<-4> [SCB],,<-4> [SCB],0.42,0,0.35,0,0.41,0,0.07,0,,<-2> [GCM],5.6,0,6.3,0,0.90,<-4> [SBL],6.5,0,7,0,31,<1> (CSM),10,<-4> [SBL] (CHB),17.6,0,26.5,0,7.5,<1> (CSM),8.0,0,25,0,1.0,0
gtmpcnut,1/9/2023 13:20,1,2,,0.022,0,0.011,0,0.033,0,0.043,0,0.010,0,0.006,0,0.004,0,0.010,0,0.31,0,0.32,0,0.54,0,0.54,0,0.32,0,0.53,0,0.22,0,0.22,0,5.5,0,6.1,0,0.90,<-4> [SBL],6.6,0,9,<1> (CSM),19,<1> (CSM),10,<-4> [SBL] (CHB),17.6,0,26.5,0,7.5,<1> (CSM),8.0,0,26,<1> (CSM),1.0,0
gtmpcnut,1/23/2023 9:30,2,1,,0.034,<1> (CHB),0.013,<1> (CSM),0.047,0,0.063,0,0.016,0,0.022,0,0.021,0,0.043,0,0.23,0,0.27,0,0.43,0,0.41,0,0.25,0,0.39,0,0.16,0,0.16,0,4.7,<1> (CHB),5.3,<1> (CHB),1.3,<-4> [SBL] (CHB),9.6,0,6,0,,<-1>,,<-1>,17.1,0,9.6,0,7.5,0,7.4,0,,<-1>,,<-1>
gtmpcnut,1/23/2023 12:00,2,1,,0.025,<1> (CHB),,<-1>,,<-1>,0.061,0,,<-1>,0.012,0,0.007,0,0.019,0,,<-1>,,<-1>,0.48,0,0.47,0,,<-1>,0.46,0,,<-1>,,<-1>,4.5,<1> (CHB),5.1,<1> (CHB),1.8,<-4> [SBL] (CHB),6.7,0,18,0,,<-1>,,<-1>,17.9,0,21.9,0,7.1,0,7.7,0,,<-1>,,<-1>
gtmpcnut,1/23/2023 14:30,2,1,,0.025,<1> (CHB),,<-1>,,<-1>,0.058,0,,<-1>,0.011,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.39,0,,<-1>,0.38,0,,<-1>,,<-2> [GCM],5.0,0,5.5,0,2.5,<-4> [SBL],6.6,0,14,0,,<-1>,58,<1> (CSM),18.1,0,20.9,0,7.3,0,7.7,0,,<-1>,,<-1>
gtmpcnut,1/23/2023 17:00,2,1,,0.029,0,,<-1>,,<-1>,0.058,0,,<-1>,0.016,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.29,0,,<-1>,0.27,0,,<-1>,,<-2> [GCM],4.4,0,4.5,0,2.0,<-4> [SBL],8.0,0,8,0,,<-1>,41,<1> (CHB),18.1,0,14.0,0,7.5,0,7.5,0,,<-1>,,<-1>
gtmpcnut,1/23/2023 19:30,2,1,,0.031,0,,<-1>,,<-1>,0.060,0,,<-1>,0.020,0,0.007,0,0.027,0,,<-1>,,<-1>,0.42,0,0.41,0,,<-1>,0.39,0,,<-1>,,<-1>,5.0,0,5.0,0,2.2,<-4> [SBL],8.9,0,4,0,,<-1>,31,<1> (CHB),18.0,0,11.1,0,7.4,0,7.4,0,,<-1>,,<-1>
gtmpcnut,1/23/2023 22:00,2,1,,0.033,0,,<-1>,,<-1>,0.058,0,,<-1>,0.014,0,0.011,0,0.025,0,,<-1>,,<-1>,0.38,0,0.37,0,,<-1>,0.36,0,,<-1>,,<-1>,3.4,0,3.2,0,2.4,<-4> [SBL],9.5,0,4,0,,<-1>,20,<1> (CHB),17.2,0,9.2,0,7.7,0,7.4,0,,<-1>,,<-1>
gtmpcnut,1/24/2023 0:30,2,1,,0.029,0,,<-1>,,<-1>,0.059,0,,<-1>,0.014,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.32,0,,<-1>,0.31,0,,<-1>,,<-2> [GCM],3.6,0,3.8,0,2.2,<-4> [SBL],7.9,0,8,0,,<-1>,31,<1> (CHB),16.8,0,15.5,0,7.6,0,7.6,0,,<-1>,,<-1>
gtmpcnut,1/24/2023 3:00,2,1,,0.029,0,,<-1>,,<-1>,0.059,0,,<-1>,0.018,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.37,0,,<-1>,0.35,0,,<-1>,,<-2> [GCM],3.6,0,4.0,0,1.8,<-4> [SBL],7.8,0,9,0,,<-1>,31,<1> (CHB),17.3,0,15.8,0,7.2,0,7.6,0,,<-1>,,<-1>
gtmpcnut,1/24/2023 5:30,2,1,,0.030,0,,<-1>,,<-1>,0.059,0,,<-1>,0.021,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.40,0,,<-1>,0.38,0,,<-1>,,<-2> [GCM],4.4,0,4.7,0,1.8,<-4> [SBL],7.8,0,6,0,,<-1>,52,<1> (CHB),17.3,0,14.4,0,7.0,0,7.5,0,,<-1>,,<-1>
gtmpcnut,1/24/2023 8:00,2,1,,0.031,0,,<-1>,,<-1>,0.055,0,,<-1>,0.025,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.30,0,,<-1>,0.27,0,,<-1>,,<-2> [GCM],3.5,0,4.2,0,2.0,<-4> [SBL],8.4,0,6,0,,<-1>,74,<1> (CHB),16.9,0,11.6,0,6.9,0,7.4,0,,<-1>,,<-1>
gtmpcnut,1/24/2023 10:30,2,1,,0.036,0,,<-1>,,<-1>,0.064,0,,<-1>,0.016,0,0.006,0,0.022,0,,<-1>,,<-1>,0.40,0,0.39,0,,<-1>,0.37,0,,<-1>,,<-1>,8.4,0,8.1,<1> (CSM),3.0,<-4> [SBL],9.5,0,6,0,,<-1>,52,<1> (CHB),15.7,0,8.1,0,7.8,0,7.4,0,,<-1>,,<-1>
gtmfmnut,2/7/2023 9:42,1,1,,0.005,0,0.005,0,0.010,0,0.029,0,0.019,0,0.016,0,0.004,<-4> [SBL],,<-4> [SCB],,<-4> [SCB],,<-4> [SCB],,<-4> [SCB],0.16,<-4> [SBL],0.16,<-4> [SBL],,<-4> [SCB],,<-4> [SCB],,<-2> [GCM],4.8,0,5.5,0,0.97,0,2.2,0,12,0,6,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),15.9,0,34.4,0,8.0,<1> (CSM),8.0,0,2.5,<-4> [SBL],1.4,0
gtmfmnut,2/7/2023 9:44,1,2,,0.006,0,0.006,0,0.012,0,0.027,0,0.015,0,0.011,0,0.004,<-4> [SBL],,<-4> [SCB],,<-4> [SCB],,<-4> [SCB],,<-4> [SCB],0.16,0,0.16,<-4> [SBL],0.15,0,,<-4> [SCB],,<-2> [GCM],5.1,0,5.9,0,1.0,0,2.4,0,12,0,3,<-4> [SBL] (CHB),10,<-4> [SBL] (CHB),15.9,0,34.4,0,8.0,<1> (CSM),8.0,0,2.5,<-4> [SBL],1.4,0
gtmssnut,2/7/2023 10:44,1,1,,0.005,0,0.002,0,0.007,0,0.026,0,0.019,0,0.004,0,0.004,<-4> [SBL],,<-4> [SCB],,<-4> [SCB],,<-4> [SCB],,<-4> [SCB],0.19,0,0.16,<-4> [SBL],0.19,0,,<-4> [SCB],,<-2> [GCM],5.2,<1> (CSM),5.8,<1> (CSM),1.5,<-4> [SBL],2.4,0,14,0,3,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),15.7,0,34.4,0,8.1,<1> (CSM),8.0,0,2.5,<-4> [SBL],1.9,0
gtmssnut,2/7/2023 10:46,1,2,,0.007,0,0.001,0,0.008,0,0.024,0,0.016,0,0.004,0,0.004,<-4> [SBL],,<-4> [SCB],,<-4> [SCB],,<-4> [SCB],,<-4> [SCB],0.16,0,0.16,<-4> [SBL],0.16,0,,<-4> [SCB],,<-2> [GCM],4.9,0,5.5,0,0.90,<-4> [SBL],2.3,0,13,0,3,<-4> [SBL] (CHB),10,<-4> [SBL] (CHB),15.7,0,34.4,0,8.1,<1> (CSM),8.0,0,2.5,<-4> [SBL],1.9,0
gtmpinut,2/7/2023 12:00,1,1,,0.025,0,0.011,0,0.036,0,0.046,0,0.010,0,0.010,0,0.006,0,0.016,0,0.31,0,0.33,0,0.51,0,0.50,0,0.32,0,0.49,0,0.18,0,0.18,0,5.8,0,6.3,0,1.0,<-4> [SBL],6.0,0,12,0,3,<-4> [SBL] (CHB),10,<-4> [SBL] (CHB),17.2,0,26.8,0,7.6,<1> (CSM),7.7,0,22,<1> (CSM),1.6,0
gtmpinut,2/7/2023 12:02,1,2,,0.027,0,0.011,0,0.038,0,0.045,0,0.007,0,0.008,0,0.005,0,0.013,0,0.42,0,0.44,0,0.50,0,0.50,0,0.43,0,0.49,0,0.07,0,0.07,0,6.0,0,6.6,0,0.98,<-4> [SBL],7.4,0,12,0,8,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),17.2,0,26.8,0,7.6,<1> (CSM),7.7,0,23,0,1.6,0
gtmpcnut,2/7/2023 12:50,1,1,,0.030,0,0.012,0,0.042,0,0.057,0,0.015,0,0.011,0,0.004,<-4> [SBL],,<-4> [SCB],0.38,0,,<-4> [SCB],,<-4> [SCB],0.55,0,0.39,0,0.54,0,0.16,0,,<-2> [GCM],8.9,0,9.7,0,0.90,<-4> [SBL],9.5,0,11,0,61,<1> [GSM] (CHB),10,<1> (CHB),16.8,0,21.4,0,7.5,0,7.4,0,46,0,0.8,0
gtmpcnut,2/7/2023 12:52,1,2,,0.028,0,0.013,0,0.041,0,0.054,0,0.013,0,0.010,0,0.004,<-4> [SBL],,<-4> [SCB],0.34,0,,<-4> [SCB],,<-4> [SCB],0.45,0,0.35,0,0.44,0,0.10,0,,<-2> [GCM],7.4,0,8.2,0,0.90,<-4> [SBL],9.0,0,10,0,67,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),16.8,0,21.4,0,7.5,0,7.5,0,46,0,0.8,0
gtmpcnut,2/20/2023 9:30,2,1,,0.031,<1> (CHB),0.011,<1> (CSM),0.042,0,0.067,0,0.025,0,0.018,0,0.004,<-4> [SBL],,<-4> [SCB],0.64,<1> (CSM),,<-4> [SCB],,<-4> [SCB],0.63,<1> [SCC],0.66,<1> [SCC] (CSM),0.61,<1> (CSM),-0.03,<-3> [SNV],,<-2> [GCM],6.5,<1> (CHB),7.8,<1> (CHB),1.8,<-4> [SBL] (CHB),12.0,0,15,0,,<-1>,,<-1>,18.3,0,16.8,0,6.4,0,7.5,0,,<-1>,,<-1>
gtmpcnut,2/20/2023 12:00,2,1,,0.022,0,,<-1>,,<-1>,0.055,0,,<-1>,0.007,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.55,0,,<-1>,0.54,0,,<-1>,,<-2> [GCM],6.0,0,6.6,0,1.8,<-4> [SBL],8.7,0,84,0,,<-1>,,<-1>,18.9,0,25.3,0,6.6,0,7.8,0,,<-1>,,<-1>
gtmpcnut,2/20/2023 14:30,2,1,,0.030,0,,<-1>,,<-1>,0.066,0,,<-1>,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.62,0,,<-1>,0.61,0,,<-1>,,<-2> [GCM],9.4,0,11.0,0,1.8,<-4> [SBL],13.0,0,14,0,,<-1>,20,<1> (CHB),19.2,0,17.9,0,7.0,0,7.7,0,,<-1>,,<-1>
gtmpcnut,2/20/2023 17:00,2,1,,0.034,0,,<-1>,,<-1>,0.062,0,,<-1>,0.012,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.71,0,,<-1>,0.70,0,,<-1>,,<-2> [GCM],5.8,0,6.3,0,1.8,<-4> [SBL],15.0,0,11,0,,<-1>,41,<1> (CHB),19.6,0,12.8,0,6.9,0,7.6,0,,<-1>,,<-1>
gtmpcnut,2/20/2023 19:30,2,1,,0.039,0,,<-1>,,<-1>,0.069,0,,<-1>,0.021,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.71,0,,<-1>,0.69,0,,<-1>,,<-2> [GCM],5.6,0,6.2,0,2.0,<-4> [SBL],17.0,0,6,0,,<-1>,10,<1> (CHB),19.9,0,8.0,0,7.1,0,7.4,0,,<-1>,,<-1>
gtmpcnut,2/20/2023 22:00,2,1,,0.032,0,,<-1>,,<-1>,0.069,0,,<-1>,0.007,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.66,0,,<-1>,0.65,0,,<-1>,,<-2> [GCM],9.6,0,10.0,0,1.8,<-4> [SBL],13.0,0,10,0,,<-1>,26,<1> [GSM] (CHB),19.5,0,13.5,0,7.3,0,7.6,0,,<-1>,,<-1>
gtmpcnut,2/21/2023 0:30,2,1,,0.030,0,,<-1>,,<-1>,0.061,0,,<-1>,0.010,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.67,0,,<-1>,0.66,0,,<-1>,,<-2> [GCM],5.7,0,6.3,<1> (CSM),2.2,<-4> [SBL],12.0,0,8,0,,<-1>,10,<-4> [SBL] (CHB),19.7,0,17.6,0,7.0,0,7.7,0,,<-1>,,<-1>
gtmpcnut,2/21/2023 3:00,2,1,,0.032,0,,<-1>,,<-1>,0.066,0,,<-1>,0.015,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.60,0,,<-1>,0.58,0,,<-1>,,<-2> [GCM],7.1,0,7.7,0,1.8,<-4> [SBL],14.0,0,29,0,,<-1>,10,<1> (CHB),19.7,0,16.0,0,6.6,0,7.6,0,,<-1>,,<-1>
gtmpcnut,2/21/2023 5:30,2,1,,0.038,0,,<-1>,,<-1>,0.063,0,,<-1>,0.027,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.67,0,,<-1>,0.64,0,,<-1>,,<-2> [GCM],4.9,0,5.3,0,1.8,<-4> [SBL],16.0,0,5,0,,<-1>,20,<1> (CHB),19.3,0,11.8,0,6.2,0,7.4,0,,<-1>,,<-1>
gtmpcnut,2/21/2023 8:00,2,1,,0.043,0,,<-1>,,<-1>,0.074,0,,<-1>,0.030,0,0.007,0,0.037,0,,<-1>,,<-1>,0.74,0,0.73,0,,<-1>,0.70,0,,<-1>,,<-1>,4.0,0,4.3,0,2.0,<-4> [SBL],18.0,0,3,0,,<-1>,30,<1> (CHB),18.9,0,7.8,0,6.4,0,7.4,0,,<-1>,,<-1>
gtmpcnut,2/21/2023 10:30,2,1,,0.037,0,,<-1>,,<-1>,0.077,0,,<-1>,0.016,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.78,0,,<-1>,0.76,0,,<-1>,,<-2> [GCM],14.0,0,15.0,0,1.5,<-4> [SBL],16.0,0,10,0,,<-1>,10,<1> (CHB),19.2,0,11.4,0,7.2,0,7.5,0,,<-1>,,<-1>
gtmfmnut,3/7/2023 9:14,1,1,,0.004,0,0.009,0,0.013,0,0.022,0,0.009,0,0.008,0,0.004,<-4> [SBL],,<-4> [SCB],0.20,0,,<-4> [SCB],,<-4> [SCB],0.30,<1> [SRD],0.21,0,0.29,0,0.09,0,,<-2> [GCM],4.2,0,4.4,0,0.90,<-4> [SBL],2.0,<-4> [SBL],7,0,19,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),21.8,0,35.8,0,6.9,0,8.0,0,12,<-4> [SBL],1.45,0
gtmfmnut,3/7/2023 9:16,1,2,,0.005,0,0.009,0,0.014,0,0.021,0,0.007,0,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],,<-4> [SCB],,<-4> [SCB],,<-4> [SCB],0.16,<-4> [SBL],0.16,<-4> [SBL],,<-4> [SCB],,<-4> [SCB],,<-2> [GCM],3.9,0,4.1,0,0.90,<-4> [SBL],2.0,<-4> [SBL],8,0,14,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),21.8,0,35.8,0,6.9,0,8.0,0,12,<-4> [SBL],1.45,0
gtmssnut,3/7/2023 10:32,1,1,,0.009,0,0.010,0,0.019,0,0.032,0,0.013,0,0.012,0,0.006,0,0.018,0,0.17,<1> (CSM),0.19,<1> (CSM),0.33,0,0.32,0,0.18,<1> (CSM),0.31,0,0.14,<1> (CSM),0.14,<1> (CSM),5.0,0,5.5,0,0.98,<-4> [SBL],2.2,0,13,0,8,<1> [GSM] (CHB),10,<-4> [SBL] (CHB),21.2,0,35.5,0,7.0,0,8.0,0,7.5,<-4> [SBL],1.0,0
gtmssnut,3/7/2023 10:34,1,2,,0.012,0,0.008,0,0.020,0,0.030,0,0.010,0,0.011,0,0.007,0,0.018,0,0.21,0,0.23,0,0.33,0,0.32,0,0.22,0,0.31,0,0.10,0,0.10,0,4.7,0,5.4,0,0.98,<-4> [SBL],2.4,0,14,0,3,<-4> [SBL] (CHB),10,<-4> [SBL] (CHB),21.2,0,35.5,0,7.0,0,8.0,0,7.5,<-4> [SBL],1.0,0
gtmpinut,3/7/2023 11:56,1,1,,0.024,0,0.011,0,0.035,0,0.063,0,0.028,0,0.021,0,0.004,0,0.025,0,0.36,0,0.38,0,0.57,0,0.57,0,0.38,0,0.55,0,0.19,0,0.19,0,9.7,0,12.0,0,2.4,0,6.6,0,25,0,6,<1> [GSM] (CHB),10,<1> (CHB),23.4,0,28.7,0,5.8,0,7.6,0,16,0,0.7,0
gtmpinut,3/7/2023 11:58,1,2,,0.024,0,0.010,0,0.034,0,0.058,0,0.024,0,0.021,0,0.004,<-4> [SBL],,<-4> [SCB],0.37,0,,<-4> [SCB],,<-4> [SCB],0.67,0,0.39,0,0.65,0,0.28,0,,<-2> [GCM],9.9,0,12.0,0,2.2,0,5.9,0,23,0,3,<1> [GSM] (CHB),10,<1> (CHB),23.4,0,28.7,0,5.8,0,7.6,0,18,0,0.7,0
gtmpcnut,3/7/2023 12:41,1,1,,0.025,0,0.016,0,0.041,0,0.055,0,0.014,0,0.006,0,0.004,<-4> [SBL],,<-4> [SCB],0.43,0,,<-4> [SCB],,<-4> [SCB],0.48,0,0.44,0,0.47,0,0.04,0,,<-2> [GCM],14.0,0,15.0,0,1.5,<-4> [SBL],7.1,0,12,<1> (CSM),96,<1> (CHB),10,<1> (CHB),24.3,0,27.7,0,5.8,0,7.6,0,33,0,0.8,0
gtmpcnut,3/7/2023 12:43,1,2,,0.027,0,0.014,0,0.041,0,0.064,0,0.023,0,0.005,0,0.004,<-4> [SBL],,<-4> [SCB],0.34,0,,<-4> [SCB],,<-4> [SCB],0.51,0,0.34,0,0.50,0,0.17,0,,<-2> [GCM],15.0,0,16.0,0,1.4,0,6.8,0,12,0,110,<1> (CHB),10,<-4> [SBL] (CHB),24.3,0,27.7,0,5.8,0,7.6,0,35,0,0.8,0
gtmpcnut,3/20/2023 8:45,2,1,,0.024,<1> (CHB),0.011,<1> (CSM),0.035,0,0.066,0,0.031,0,0.021,0,0.009,0,0.030,0,0.32,0,0.35,0,0.64,0,0.63,0,0.34,0,0.61,0,0.29,0,0.29,0,7.2,<1> (CHB),7.5,<1> (CHB),5.0,<-4> [SBL] (CHB),7.3,0,26,0,,<-1>,,<-1>,,<-2> (CSM),22.0,<0> (CSM),,<-2> (CSM),,<-2> (CSM),,<-1>,,<-1>
gtmpcnut,3/20/2023 11:15,2,1,,0.020,<1> (CHB),,<-1>,,<-1>,0.044,0,,<-1>,0.012,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.42,0,,<-1>,0.41,0,,<-1>,,<-2> [GCM],3.3,0,3.7,0,2.1,<-4> [SBL],5.9,0,10,0,,<-1>,,<-2> (CSM),,<-2> (CSM),27.0,<0> (CSM),,<-2> (CSM),,<-2> (CSM),,<-1>,,<-1>
gtmpcnut,3/20/2023 13:45,2,1,,0.024,<1> (CHB),,<-1>,,<-1>,0.055,0,,<-1>,0.005,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.52,0,,<-1>,0.52,0,,<-1>,,<-2> [GCM],6.1,0,6.5,0,2.1,<-4> [SBL],8.4,0,11,0,,<-1>,10,<1> [GSM] (CHB),,<-2> (CSM),20.0,<0> (CSM),,<-2> (CSM),,<-2> (CSM),,<-1>,,<-1>
gtmpcnut,3/20/2023 16:15,2,1,,0.028,0,,<-1>,,<-1>,0.054,0,,<-1>,0.005,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.51,0,,<-1>,0.50,0,,<-1>,,<-2> [GCM],3.7,0,6.7,0,4.7,0,11.0,0,6,0,,<-1>,41,<1> (CHB),,<-2> (CSM),12.0,<0> (CSM),,<-2> (CSM),,<-2> (CSM),,<-1>,,<-1>
gtmpcnut,3/20/2023 18:45,2,1,,0.026,0,,<-1>,,<-1>,0.058,0,,<-1>,0.005,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.50,0,,<-1>,0.50,0,,<-1>,,<-2> [GCM],6.3,0,7.1,0,1.5,<-4> [SBL],10.0,0,8,0,,<-1>,41,<1> (CHB),,<-2> (CSM),16.0,<0> (CSM),,<-2> (CSM),,<-2> (CSM),,<-1>,,<-1>
gtmpcnut,3/20/2023 21:15,2,1,,0.022,0,,<-1>,,<-1>,0.049,0,,<-1>,0.005,0,0.004,0,0.009,0,,<-1>,,<-1>,0.48,0,0.48,0,,<-1>,0.48,0,,<-1>,,<-1>,4.1,0,5.5,0,2.2,0,7.1,0,13,0,,<-1>,10,<-4> [SBL] (CHB),,<-2> (CSM),23.5,<0> (CSM),,<-2> (CSM),,<-2> (CSM),,<-1>,,<-1>
gtmpcnut,3/20/2023 23:45,2,1,,0.020,0,,<-1>,,<-1>,0.045,0,,<-1>,0.005,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.41,0,,<-1>,0.40,0,,<-1>,,<-2> [GCM],3.0,0,3.7,0,1.1,<-4> [SBL],5.9,0,8,0,,<-1>,10,<-4> [SBL] (CHB),,<-2> (CSM),27.0,<0> (CSM),,<-2> (CSM),,<-2> (CSM),,<-1>,,<-1>
gtmpcnut,3/21/2023 2:15,2,1,,0.022,0,,<-1>,,<-1>,0.055,0,,<-1>,0.007,0,0.004,<-4> [SBL],,<-4> [SCB],,<-1>,,<-1>,,<-4> [SCB],0.50,0,,<-1>,0.49,0,,<-1>,,<-2> [GCM],2.3,0,2.8,0,0.90,<-4> [SBL],8.4,0,9,0,,<-1>,20,<1> (CHB),,<-2> (CSM),20.5,<0> (CSM),,<-2> (CSM),,<-2> (CSM),,<-1>,,<-1>
gtmpcnut,3/21/2023 4:45,2,1,,0.029,0,,<-1>,,<-1>,0.051,0,,<-1>,0.011,0,0.007,0,0.018,0,,<-1>,,<-1>,0.43,0,0.42,0,,<-1>,0.41,0,,<-1>,,<-1>,2.5,0,3.9,0,2.1,0,11.0,0,4,0,,<-1>,10,<1> (CHB),,<-2> (CSM),13.5,<0> (CSM),,<-2> (CSM),,<-2> (CSM),,<-1>,,<-1>
gtmpcnut,3/21/2023 7:15,2,1,,0.027,0,,<-1>,,<-1>,0.049,0,,<-1>,0.008,0,0.004,0,0.012,0,,<-1>,,<-1>,0.49,0,0.49,0,,<-1>,0.48,0,,<-1>,,<-1>,4.1,0,4.4,0,1.8,<-4> [SBL],9.5,0,4,0,,<-1>,10,<1> (CHB),,<-2> (CSM),16.0,<0> (CSM),,<-2> (CSM),,<-2> (CSM),,<-1>,,<-1>
gtmpcnut,3/21/2023 9:45,2,1,,0.021,0,,<-1>,,<-1>,0.066,0,,<-1>,0.014,0,0.004,0,0.018,0,,<-1>,,<-1>,0.60,0,0.60,0,,<-1>,0.59,0,,<-1>,,<-1>,3.5,0,4.8,0,1.9,0,6.5,0,28,0,,<-1>,10,<-4> [SBL] (CHB),,<-2> (CSM),24.0,<0> (CSM),,<-2> (CSM),,<-2> (CSM),,<-1>,,<-1>
