"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"gtmsswq  ","P",01/01/2013 0:00,1,1,"",15.9,<0> (CWD),53.37,<0> (CWD),35.3,<0> (CWD),95.9,<0> (CWD),7.6,<0> (CWD),4.25,<1> [GSM] (CWD),4.14,<1> [GCS],"",<-1> ,"","",8.1,<0> (CWD),5,<0> (CWD),"",<-1> ,
"gtmsswq  ","P",01/01/2013 0:15,1,1,"",15.7,<0> (CWD),53.08,<0> (CWD),35.0,<0> (CWD),95.4,<0> (CWD),7.7,<0> (CWD),4.17,<1> [GSM] (CWD),4.06,<1> [GCS],"",<-1> ,"","",8.1,<0> (CWD),3,<0> (CWD),"",<-1> ,
"gtmsswq  ","P",01/01/2013 0:30,1,1,"",15.5,<0> (CWD),53.01,<0> (CWD),35.0,<0> (CWD),92.2,<0> (CWD),7.4,<0> (CWD),4.09,<1> [GSM] (CWD),3.98,<1> [GCS],"",<-1> ,"","",8.0,<0> (CWD),3,<0> (CWD),"",<-1> ,
"gtmsswq  ","P",01/01/2013 0:45,1,1,"",15.7,<0> (CWD),53.22,<0> (CWD),35.1,<0> (CWD),93.6,<0> (CWD),7.5,<0> (CWD),4.01,<1> [GSM] (CWD),3.91,<1> [GCS],"",<-1> ,"","",8.1,<0> (CWD),4,<0> (CWD),"",<-1> ,
"gtmsswq  ","P",01/01/2013 1:00,1,1,"",15.4,<0> (CWD),52.76,<0> (CWD),34.8,<0> (CWD),92.2,<0> (CWD),7.5,<0> (CWD),3.91,<1> [GSM] (CWD),3.81,<1> [GCS],"",<-1> ,"","",8.1,<0> (CWD),3,<0> (CWD),"",<-1> ,
"gtmsswq  ","P",01/01/2013 1:15,1,1,"",15.3,<0> (CWD),52.54,<0> (CWD),34.6,<0> (CWD),92.8,<0> (CWD),7.5,<0> (CWD),3.84,<1> [GSM] (CWD),3.74,<1> [GCS],"",<-1> ,"","",8.1,<0> (CWD),4,<0> (CWD),"",<-1> ,
"gtmsswq  ","P",01/01/2013 1:30,1,1,"",15.2,<0> (CWD),52.42,<0> (CWD),34.6,<0> (CWD),91.7,<0> (CWD),7.5,<0> (CWD),3.76,<1> [GSM] (CWD),3.66,<1> [GCS],"",<-1> ,"","",8.0,<0> (CWD),4,<0> (CWD),"",<-1> ,
"gtmsswq  ","P",01/01/2013 1:45,1,1,"",15.3,<0> (CWD),52.38,<0> (CWD),34.5,<0> (CWD),94.5,<0> (CWD),7.7,<0> (CWD),3.69,<1> [GSM] (CWD),3.6,<1> [GCS],"",<-1> ,"","",8.1,<0> (CWD),5,<0> (CWD),"",<-1> ,
"gtmsswq  ","P",01/01/2013 2:00,1,1,"",15.3,<0> (CWD),51.93,<0> (CWD),34.2,<0> (CWD),96.2,<0> (CWD),7.8,<0> (CWD),3.61,<1> [GSM] (CWD),3.52,<1> [GCS],"",<-1> ,"","",8.1,<0> (CWD),4,<0> (CWD),"",<-1> ,
"gtmsswq  ","P",01/01/2013 2:15,1,1,"",15.2,<0> (CWD),51.84,<0> (CWD),34.1,<0> (CWD),94.9,<0> (CWD),7.7,<0> (CWD),3.54,<1> [GSM] (CWD),3.45,<1> [GCS],"",<-1> ,"","",8.0,<0> (CWD),5,<0> (CWD),"",<-1> ,
"gtmsswq  ","P",01/01/2013 2:30,1,1,"",15.2,<0> (CWD),51.57,<0> (CWD),33.9,<0> (CWD),95.4,<0> (CWD),7.8,<0> (CWD),3.47,<1> [GSM] (CWD),3.38,<1> [GCS],"",<-1> ,"","",8.0,<0> (CWD),5,<0> (CWD),"",<-1> ,
